Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5214518969,MLB $2.5K Solo Shot (Night),193506041,$1,Gabriel Hughes (43799346),Jacob Lopez (43799166),Dalton Rushing (43799351),LuJames Groover (43799257),Christian Moore (43799408),Oliver Dunn (43799190),Carlos Correa (43798888),Cam Cauley (43799299),Zach Cole (43799371),Kyle Isbel (43799072),,1. Column A lists all of your contest entries for this draftgroup
5214528338,MLB $2.5K Solo Shot (Night),193506041,$1,Gabriel Hughes (43799346),Jacob Lopez (43799166),Dalton Rushing (43799351),LuJames Groover (43799257),Christian Moore (43799408),Oliver Dunn (43799190),Carlos Correa (43798888),Cam Cauley (43799299),Zach Cole (43799371),Kyle Isbel (43799072),,2. Your current lineup is listed next to each entry (blank for reservations)
5214528339,MLB $2.5K Solo Shot (Night),193506041,$1,Gabriel Hughes (43799346),Jacob Lopez (43799166),Dalton Rushing (43799351),LuJames Groover (43799257),Christian Moore (43799408),Oliver Dunn (43799190),Carlos Correa (43798888),Cam Cauley (43799299),Zach Cole (43799371),Kyle Isbel (43799072),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5214528340,MLB $2.5K Solo Shot (Night),193506041,$1,Gabriel Hughes (43799346),Jacob Lopez (43799166),Dalton Rushing (43799351),LuJames Groover (43799257),Christian Moore (43799408),Oliver Dunn (43799190),Carlos Correa (43798888),Cam Cauley (43799299),Zach Cole (43799371),Kyle Isbel (43799072),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5214528341,MLB $2.5K Solo Shot (Night),193506041,$1,Gabriel Hughes (43799346),Jacob Lopez (43799166),Dalton Rushing (43799351),LuJames Groover (43799257),Christian Moore (43799408),Oliver Dunn (43799190),Carlos Correa (43798888),Cam Cauley (43799299),Zach Cole (43799371),Kyle Isbel (43799072),,5. For faster processing only include entries you are changing in the file you upload
5214528342,MLB $2.5K Solo Shot (Night),193506041,$1,Gabriel Hughes (43799346),Jacob Lopez (43799166),Dalton Rushing (43799351),LuJames Groover (43799257),Christian Moore (43799408),Oliver Dunn (43799190),Carlos Correa (43798888),Cam Cauley (43799299),Zach Cole (43799371),Kyle Isbel (43799072),,
5214528343,MLB $2.5K Solo Shot (Night),193506041,$1,Gabriel Hughes (43799346),Jacob Lopez (43799166),Dalton Rushing (43799351),LuJames Groover (43799257),Christian Moore (43799408),Oliver Dunn (43799190),Carlos Correa (43798888),Cam Cauley (43799299),Zach Cole (43799371),Kyle Isbel (43799072),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Alex Vesia (43799160),Alex Vesia,43799160,P,4000,KC@LAD 08/10/2026 10:10PM ET,LAD,2.87
,,,,,,,,,,,,,,,RP,Seth Halvorsen (43799169),Seth Halvorsen,43799169,P,4000,KC@LAD 08/10/2026 10:10PM ET,LAD,1.64
,,,,,,,,,,,,,,,RP,Nick Mears (43799186),Nick Mears,43799186,P,4000,KC@LAD 08/10/2026 10:10PM ET,KC,2.00
,,,,,,,,,,,,,,,RP,Beck Way (43799246),Beck Way,43799246,P,4000,KC@LAD 08/10/2026 10:10PM ET,KC,2.93
,,,,,,,,,,,,,,,RP,Ben Casparius (43799248),Ben Casparius,43799248,P,4000,KC@LAD 08/10/2026 10:10PM ET,LAD,0.5
,,,,,,,,,,,,,,,RP,Will Klein (43799258),Will Klein,43799258,P,4000,KC@LAD 08/10/2026 10:10PM ET,LAD,3.58
,,,,,,,,,,,,,,,RP,Luke Little (43799260),Luke Little,43799260,P,4000,KC@LAD 08/10/2026 10:10PM ET,KC,1.05
,,,,,,,,,,,,,,,RP,Edgardo Henriquez (43799274),Edgardo Henriquez,43799274,P,4000,KC@LAD 08/10/2026 10:10PM ET,LAD,3.38
,,,,,,,,,,,,,,,RP,Ronan Kopp (43799320),Ronan Kopp,43799320,P,4000,KC@LAD 08/10/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Steven Zobac (43799360),Steven Zobac,43799360,P,4000,KC@LAD 08/10/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Paul Gervase (43799372),Paul Gervase,43799372,P,4000,KC@LAD 08/10/2026 10:10PM ET,LAD,5.51
,,,,,,,,,,,,,,,RP,Robert Stephenson (43798875),Robert Stephenson,43798875,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Jakob Junis (43798884),Jakob Junis,43798884,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.84
,,,,,,,,,,,,,,,RP,Shaun Anderson (43798928),Shaun Anderson,43798928,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,2.62
,,,,,,,,,,,,,,,RP,Jalen Beeks (43798936),Jalen Beeks,43798936,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.24
,,,,,,,,,,,,,,,RP,Tayler Saucedo (43798986),Tayler Saucedo,43798986,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,2.49
,,,,,,,,,,,,,,,RP,Robert Garcia (43799010),Robert Garcia,43799010,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,1.87
,,,,,,,,,,,,,,,RP,Ryan Watson (43799043),Ryan Watson,43799043,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,3.19
,,,,,,,,,,,,,,,RP,Blake Weiman (43799092),Blake Weiman,43799092,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,3.65
,,,,,,,,,,,,,,,3B,Josh Jung (43799124),Josh Jung,43799124,3B,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,7.29
,,,,,,,,,,,,,,,RP,Cole Winn (43799136),Cole Winn,43799136,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.29
,,,,,,,,,,,,,,,RP,Peyton Gray (43799182),Peyton Gray,43799182,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,3.86
,,,,,,,,,,,,,,,RP,Luis Curvelo (43799184),Luis Curvelo,43799184,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,-0.13
,,,,,,,,,,,,,,,RP,Gavin Collyer (43799214),Gavin Collyer,43799214,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.16
,,,,,,,,,,,,,,,RP,Ben Peoples (43799225),Ben Peoples,43799225,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.11
,,,,,,,,,,,,,,,RP,Robby Ahlstrom (43799238),Robby Ahlstrom,43799238,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.26
,,,,,,,,,,,,,,,RP,Carter Baumler (43799254),Carter Baumler,43799254,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,3.54
,,,,,,,,,,,,,,,RP,Emiliano Teodo (43799273),Emiliano Teodo,43799273,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,-1.25
,,,,,,,,,,,,,,,RP,Sam Bachman (43799279),Sam Bachman,43799279,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,2.89
,,,,,,,,,,,,,,,RP,Luke Murphy (43799284),Luke Murphy,43799284,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,4.37
,,,,,,,,,,,,,,,RP,Winston Santos (43799326),Winston Santos,43799326,P,4000,TEX@LAA 08/10/2026 09:38PM ET,TEX,0.7
,,,,,,,,,,,,,,,RP,Ben Joyce (43799354),Ben Joyce,43799354,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,3.65
,,,,,,,,,,,,,,,RP,Samy Natera Jr. (43799375),Samy Natera Jr.,43799375,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,5.26
,,,,,,,,,,,,,,,RP,Jose Fermin (43799405),Jose Fermin,43799405,P,4000,TEX@LAA 08/10/2026 09:38PM ET,LAA,3.67
,,,,,,,,,,,,,,,RP,Jason Adam (43798851),Jason Adam,43798851,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,2.30
,,,,,,,,,,,,,,,RP,Wandy Peralta (43798857),Wandy Peralta,43798857,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,2.35
,,,,,,,,,,,,,,,RP,Rob Zastryzny (43798913),Rob Zastryzny,43798913,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Yuki Matsui (43798930),Yuki Matsui,43798930,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,4.43
,,,,,,,,,,,,,,,RP,Trevor Megill (43798942),Trevor Megill,43798942,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,3.53
,,,,,,,,,,,,,,,RP,Jared Koenig (43798954),Jared Koenig,43798954,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,0.42
,,,,,,,,,,,,,,,RP,Bryan Hoeing (43798992),Bryan Hoeing,43798992,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,JoJo Romero (43799022),JoJo Romero,43799022,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,2.70
,,,,,,,,,,,,,,,RP,Joel Kuhnel (43799031),Joel Kuhnel,43799031,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,1.63
,,,,,,,,,,,,,,,RP,Adrian Morejon (43799052),Adrian Morejon,43799052,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,4.45
,,,,,,,,,,,,,,,RP,Angel Zerpa (43799069),Angel Zerpa,43799069,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,1.11
,,,,,,,,,,,,,,,RP,Jeremiah Estrada (43799091),Jeremiah Estrada,43799091,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,3.40
,,,,,,,,,,,,,,,RP,Hunter Stratton (43799098),Hunter Stratton,43799098,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,1.97
,,,,,,,,,,,,,,,RP,Aaron Ashby (43799102),Aaron Ashby,43799102,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,5.02
,,,,,,,,,,,,,,,RP,Garrett Stallings (43799130),Garrett Stallings,43799130,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,8.1
,,,,,,,,,,,,,,,RP,Lyon Richardson (43799143),Lyon Richardson,43799143,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,-1.62
,,,,,,,,,,,,,,,RP,Drew Rom (43799147),Drew Rom,43799147,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,5.75
,,,,,,,,,,,,,,,RP,Grant Anderson (43799162),Grant Anderson,43799162,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,2.97
,,,,,,,,,,,,,,,RP,Abner Uribe (43799183),Abner Uribe,43799183,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,3.43
,,,,,,,,,,,,,,,RP,Mason Miller (43799296),Mason Miller,43799296,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,5.83
,,,,,,,,,,,,,,,RP,Garrett Hawkins (43799317),Garrett Hawkins,43799317,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Alek Jacob (43799323),Alek Jacob,43799323,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,5.48
,,,,,,,,,,,,,,,RP,Brian Fitzpatrick (43799370),Brian Fitzpatrick,43799370,P,4000,MIL@SD 08/10/2026 09:40PM ET,MIL,3.4
,,,,,,,,,,,,,,,RP,David Morgan (43799377),David Morgan,43799377,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,3.46
,,,,,,,,,,,,,,,RP,Bradgley Rodriguez (43799406),Bradgley Rodriguez,43799406,P,4000,MIL@SD 08/10/2026 09:40PM ET,SD,3.67
,,,,,,,,,,,,,,,RP,Rowan Wick (43798860),Rowan Wick,43798860,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,0
,,,,,,,,,,,,,,,RP,Steven Okert (43798865),Steven Okert,43798865,P,4000,HOU@SF 08/10/2026 09:45PM ET,HOU,3.62
,,,,,,,,,,,,,,,RP,Josh Hader (43798895),Josh Hader,43798895,P,4000,HOU@SF 08/10/2026 09:45PM ET,HOU,4.53
,,,,,,,,,,,,,,,RP,Matt Gage (43798934),Matt Gage,43798934,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,1.76
,,,,,,,,,,,,,,,1B,Rafael Devers (43798938),Rafael Devers,43798938,1B,4000,HOU@SF 08/10/2026 09:45PM ET,SF,7.70
,,,,,,,,,,,,,,,RP,Bryan Abreu (43798939),Bryan Abreu,43798939,P,4000,HOU@SF 08/10/2026 09:45PM ET,HOU,3.18
,,,,,,,,,,,,,,,RP,Sam Hentges (43798945),Sam Hentges,43798945,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,2.42
,,,,,,,,,,,,,,,RP,Enyel De Los Santos (43798997),Enyel De Los Santos,43798997,P,4000,HOU@SF 08/10/2026 09:45PM ET,HOU,2.82
,,,,,,,,,,,,,,,RP,Reiver Sanmartin (43798998),Reiver Sanmartin,43798998,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,0.84
,,,,,,,,,,,,,,,RP,Bennett Sousa (43799002),Bennett Sousa,43799002,P,4000,HOU@SF 08/10/2026 09:45PM ET,HOU,1.93
,,,,,,,,,,,,,,,RP,Jason Foley (43799006),Jason Foley,43799006,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,2.14
,,,,,,,,,,,,,,,RP,Joel Peguero (43799013),Joel Peguero,43799013,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,1.81
,,,,,,,,,,,,,,,RP,Randy Rodriguez (43799164),Randy Rodriguez,43799164,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,0
,,,,,,,,,,,,,,,RP,Ryan Walker (43799167),Ryan Walker,43799167,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,0.88
,,,,,,,,,,,,,,,RP,Bryan King (43799228),Bryan King,43799228,P,4000,HOU@SF 08/10/2026 09:45PM ET,HOU,2.42
,,,,,,,,,,,,,,,3B,Casey Schmitt (43799239),Casey Schmitt,43799239,3B,4000,HOU@SF 08/10/2026 09:45PM ET,SF,8.02
,,,,,,,,,,,,,,,RP,Anthony Molina (43799280),Anthony Molina,43799280,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,1.68
,,,,,,,,,,,,,,,RP,Alimber Santa (43799328),Alimber Santa,43799328,P,4000,HOU@SF 08/10/2026 09:45PM ET,HOU,4.01
,,,,,,,,,,,,,,,SP,Miguel Ullola (43799329),Miguel Ullola,43799329,P,4000,HOU@SF 08/10/2026 09:45PM ET,HOU,5.42
,,,,,,,,,,,,,,,RP,Spencer Bivens (43799337),Spencer Bivens,43799337,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,4.05
,,,,,,,,,,,,,,,RP,Logan VanWey (43799376),Logan VanWey,43799376,P,4000,HOU@SF 08/10/2026 09:45PM ET,HOU,4.5
,,,,,,,,,,,,,,,RP,Trent Harris (43799404),Trent Harris,43799404,P,4000,HOU@SF 08/10/2026 09:45PM ET,SF,-7.05
,,,,,,,,,,,,,,,1B/2B,Ildemaro Vargas (43798844),Ildemaro Vargas,43798844,1B/2B,3900,COL@ARI 08/10/2026 09:40PM ET,ARI,6.13
,,,,,,,,,,,,,,,3B,Ezequiel Duran (43799117),Ezequiel Duran,43799117,3B,3900,TEX@LAA 08/10/2026 09:38PM ET,TEX,7.35
,,,,,,,,,,,,,,,C,Gary Sanchez (43798862),Gary Sanchez,43798862,C,3900,MIL@SD 08/10/2026 09:40PM ET,MIL,6.16
,,,,,,,,,,,,,,,OF,Luis Rengifo (43798933),Luis Rengifo,43798933,OF,3900,MIL@SD 08/10/2026 09:40PM ET,SD,5.48
,,,,,,,,,,,,,,,SS,Willy Adames (43798908),Willy Adames,43798908,SS,3900,HOU@SF 08/10/2026 09:45PM ET,SF,6.91
,,,,,,,,,,,,,,,3B,Isaac Paredes (43799048),Isaac Paredes,43799048,3B,3900,HOU@SF 08/10/2026 09:45PM ET,HOU,7.06
,,,,,,,,,,,,,,,C,Dalton Rushing (43799351),Dalton Rushing,43799351,C,3800,KC@LAD 08/10/2026 10:10PM ET,LAD,6.39
,,,,,,,,,,,,,,,OF,Brandon Nimmo (43798871),Brandon Nimmo,43798871,OF,3800,TEX@LAA 08/10/2026 09:38PM ET,TEX,7.36
,,,,,,,,,,,,,,,SS,Cooper Pratt (43799390),Cooper Pratt,43799390,SS,3800,MIL@SD 08/10/2026 09:40PM ET,MIL,6.86
,,,,,,,,,,,,,,,C,Yainer Diaz (43799062),Yainer Diaz,43799062,C,3800,HOU@SF 08/10/2026 09:45PM ET,HOU,6.2
,,,,,,,,,,,,,,,OF,Henry Bolte (43799350),Henry Bolte,43799350,OF,3700,TB@ATH 08/10/2026 09:40PM ET,ATH,6.15
,,,,,,,,,,,,,,,OF,Teoscar Hernandez (43798869),Teoscar Hernandez,43798869,OF,3700,KC@LAD 08/10/2026 10:10PM ET,LAD,6.80
,,,,,,,,,,,,,,,2B,Michael Massey (43799126),Michael Massey,43799126,2B,3700,KC@LAD 08/10/2026 10:10PM ET,KC,5.54
,,,,,,,,,,,,,,,C,Luis Campusano (43799080),Luis Campusano,43799080,C,3700,MIL@SD 08/10/2026 09:40PM ET,SD,6
,,,,,,,,,,,,,,,OF,Jung Hoo Lee (43799056),Jung Hoo Lee,43799056,OF,3700,HOU@SF 08/10/2026 09:45PM ET,SF,7.26
,,,,,,,,,,,,,,,1B,Bryce Eldridge (43799388),Bryce Eldridge,43799388,1B,3700,HOU@SF 08/10/2026 09:45PM ET,SF,6.85
,,,,,,,,,,,,,,,OF,Max Kepler (43798861),Max Kepler,43798861,OF,3600,COL@ARI 08/10/2026 09:40PM ET,ARI,5.07
,,,,,,,,,,,,,,,C,Nick Fortes (43799148),Nick Fortes,43799148,C,3600,TB@ATH 08/10/2026 09:40PM ET,TB,4.69
,,,,,,,,,,,,,,,OF,Lawrence Butler (43799151),Lawrence Butler,43799151,OF,3600,TB@ATH 08/10/2026 09:40PM ET,ATH,4.94
,,,,,,,,,,,,,,,2B/SS,Ben Williamson (43799399),Ben Williamson,43799399,2B/SS,3600,TB@ATH 08/10/2026 09:40PM ET,TB,5.08
,,,,,,,,,,,,,,,1B,Jake Burger (43799007),Jake Burger,43799007,1B,3600,TEX@LAA 08/10/2026 09:38PM ET,TEX,6.86
,,,,,,,,,,,,,,,2B/3B,Vaughn Grissom (43799218),Vaughn Grissom,43799218,2B/3B,3600,TEX@LAA 08/10/2026 09:38PM ET,LAA,6.26
,,,,,,,,,,,,,,,OF,Taylor Trammell (43799020),Taylor Trammell,43799020,OF,3600,HOU@SF 08/10/2026 09:45PM ET,HOU,5.29
,,,,,,,,,,,,,,,SS,Taylor Walls (43799008),Taylor Walls,43799008,SS,3500,TB@ATH 08/10/2026 09:40PM ET,TB,5.4
,,,,,,,,,,,,,,,OF,Carlos Cortes (43799035),Carlos Cortes,43799035,OF,3500,TB@ATH 08/10/2026 09:40PM ET,ATH,4.87
,,,,,,,,,,,,,,,2B,Justin Foscue (43799253),Justin Foscue,43799253,2B,3500,TEX@LAA 08/10/2026 09:38PM ET,TEX,4.33
,,,,,,,,,,,,,,,1B,Nolan Schanuel (43799389),Nolan Schanuel,43799389,1B,3500,TEX@LAA 08/10/2026 09:38PM ET,LAA,6.46
,,,,,,,,,,,,,,,OF,Luis Lara (43799379),Luis Lara,43799379,OF,3500,MIL@SD 08/10/2026 09:40PM ET,MIL,5.42
,,,,,,,,,,,,,,,OF,Daulton Varsho (43799083),Daulton Varsho,43799083,OF,3500,HOU@SF 08/10/2026 09:45PM ET,HOU,5.87
,,,,,,,,,,,,,,,OF,Lars Nootbaar (43799074),Lars Nootbaar,43799074,OF,3400,COL@ARI 08/10/2026 09:40PM ET,ARI,5.76
,,,,,,,,,,,,,,,OF,Gavin Lux (43799017),Gavin Lux,43799017,OF,3400,TB@ATH 08/10/2026 09:40PM ET,TB,0
,,,,,,,,,,,,,,,2B,Richie Palacios (43799057),Richie Palacios,43799057,2B,3400,TB@ATH 08/10/2026 09:40PM ET,TB,5.62
,,,,,,,,,,,,,,,3B,Max Muncy (43799286),Max Muncy,43799286,3B,3400,TB@ATH 08/10/2026 09:40PM ET,ATH,5.85
,,,,,,,,,,,,,,,2B/3B,Joshua Kuroda-Grauer (43799411),Joshua Kuroda-Grauer,43799411,2B/3B,3400,TB@ATH 08/10/2026 09:40PM ET,ATH,7.75
,,,,,,,,,,,,,,,OF,John Rave (43799042),John Rave,43799042,OF,3400,KC@LAD 08/10/2026 10:10PM ET,KC,5.16
,,,,,,,,,,,,,,,SS,Xander Bogaerts (43798866),Xander Bogaerts,43798866,SS,3400,MIL@SD 08/10/2026 09:40PM ET,SD,6.27
,,,,,,,,,,,,,,,OF,Samad Taylor (43799030),Samad Taylor,43799030,OF,3400,MIL@SD 08/10/2026 09:40PM ET,SD,7.88
,,,,,,,,,,,,,,,1B,Andrew Vaughn (43799192),Andrew Vaughn,43799192,1B,3400,MIL@SD 08/10/2026 09:40PM ET,MIL,5.99
,,,,,,,,,,,,,,,1B/3B,Jose Fernandez (43799271),Jose Fernandez,43799271,1B/3B,3300,COL@ARI 08/10/2026 09:40PM ET,ARI,5.24
,,,,,,,,,,,,,,,3B,Kyle Karros (43799394),Kyle Karros,43799394,3B,3300,COL@ARI 08/10/2026 09:40PM ET,COL,6.49
,,,,,,,,,,,,,,,OF,Ryan Waldschmidt (43799410),Ryan Waldschmidt,43799410,OF,3300,COL@ARI 08/10/2026 09:40PM ET,ARI,6.08
,,,,,,,,,,,,,,,1B/OF,Ryan Vilade (43799081),Ryan Vilade,43799081,1B/OF,3300,TB@ATH 08/10/2026 09:40PM ET,TB,5.54
,,,,,,,,,,,,,,,1B/C,Salvador Perez (43798824),Salvador Perez,43798824,C/1B,3300,KC@LAD 08/10/2026 10:10PM ET,KC,6.04
,,,,,,,,,,,,,,,SS,Tyler Tolbert (43799216),Tyler Tolbert,43799216,SS,3300,KC@LAD 08/10/2026 10:10PM ET,KC,4.94
,,,,,,,,,,,,,,,1B,Joc Pederson (43798855),Joc Pederson,43798855,1B,3300,TEX@LAA 08/10/2026 09:38PM ET,TEX,6.49
,,,,,,,,,,,,,,,2B,Osleivis Basabe (43799177),Osleivis Basabe,43799177,2B,3300,HOU@SF 08/10/2026 09:45PM ET,SF,8
,,,,,,,,,,,,,,,1B/3B,Connor Norby (43799292),Connor Norby,43799292,1B/3B,3200,COL@ARI 08/10/2026 09:40PM ET,COL,5.15
,,,,,,,,,,,,,,,1B/3B,Tommy White (43799306),Tommy White,43799306,1B/3B,3200,TB@ATH 08/10/2026 09:40PM ET,ATH,4.24
,,,,,,,,,,,,,,,3B/OF,Kike Hernandez (43798838),Kike Hernandez,43798838,3B/OF,3200,KC@LAD 08/10/2026 10:10PM ET,LAD,4.1
,,,,,,,,,,,,,,,OF,Jose Siri (43798909),Jose Siri,43798909,OF,3200,TEX@LAA 08/10/2026 09:38PM ET,LAA,4.42
,,,,,,,,,,,,,,,OF,Gavin Sheets (43798955),Gavin Sheets,43798955,OF,3200,MIL@SD 08/10/2026 09:40PM ET,SD,5.81
,,,,,,,,,,,,,,,3B/SS,Shay Whitcomb (43799242),Shay Whitcomb,43799242,3B/SS,3200,HOU@SF 08/10/2026 09:45PM ET,HOU,2.29
,,,,,,,,,,,,,,,2B/OF,Tyler Freeman (43799085),Tyler Freeman,43799085,2B/OF,3100,COL@ARI 08/10/2026 09:40PM ET,COL,5.23
,,,,,,,,,,,,,,,2B,Jonathan India (43798990),Jonathan India,43798990,2B,3100,KC@LAD 08/10/2026 10:10PM ET,KC,5.41
,,,,,,,,,,,,,,,OF,Evan Carter (43799261),Evan Carter,43799261,OF,3100,TEX@LAA 08/10/2026 09:38PM ET,TEX,5.54
,,,,,,,,,,,,,,,OF,Wade Meckler (43799367),Wade Meckler,43799367,OF,3100,TEX@LAA 08/10/2026 09:38PM ET,LAA,5.65
,,,,,,,,,,,,,,,3B,David Hamilton (43799039),David Hamilton,43799039,3B,3100,MIL@SD 08/10/2026 09:40PM ET,MIL,5.58
,,,,,,,,,,,,,,,1B/OF,LaMonte Wade Jr. (43798960),LaMonte Wade Jr.,43798960,1B/OF,3100,HOU@SF 08/10/2026 09:45PM ET,HOU,5.48
,,,,,,,,,,,,,,,C,Daniel Susac (43799281),Daniel Susac,43799281,C,3100,HOU@SF 08/10/2026 09:45PM ET,SF,4.62
,,,,,,,,,,,,,,,C/OF,Jesus Rodriguez (43799340),Jesus Rodriguez,43799340,C/OF,3100,HOU@SF 08/10/2026 09:45PM ET,SF,4.68
,,,,,,,,,,,,,,,OF,Cam Smith (43799352),Cam Smith,43799352,OF,3100,HOU@SF 08/10/2026 09:45PM ET,HOU,6.13
,,,,,,,,,,,,,,,C,James McCann (43798868),James McCann,43798868,C,3000,COL@ARI 08/10/2026 09:40PM ET,ARI,6.21
,,,,,,,,,,,,,,,C,Adrian Del Castillo (43799168),Adrian Del Castillo,43799168,C,3000,COL@ARI 08/10/2026 09:40PM ET,ARI,4.73
,,,,,,,,,,,,,,,OF,Troy Johnston (43799222),Troy Johnston,43799222,OF,3000,COL@ARI 08/10/2026 09:40PM ET,COL,5.80
,,,,,,,,,,,,,,,1B/OF,Tim Tawa (43799240),Tim Tawa,43799240,1B/OF,3000,COL@ARI 08/10/2026 09:40PM ET,ARI,5.03
,,,,,,,,,,,,,,,OF,Jordan Lawlar (43799277),Jordan Lawlar,43799277,OF,3000,COL@ARI 08/10/2026 09:40PM ET,ARI,8.25
,,,,,,,,,,,,,,,C,Braxton Fulford (43799308),Braxton Fulford,43799308,C,3000,COL@ARI 08/10/2026 09:40PM ET,COL,3
,,,,,,,,,,,,,,,2B,Donovan Walton (43798899),Donovan Walton,43798899,2B,3000,TB@ATH 08/10/2026 09:40PM ET,ATH,5.04
,,,,,,,,,,,,,,,OF,Jake Fraley (43798967),Jake Fraley,43798967,OF,3000,TB@ATH 08/10/2026 09:40PM ET,TB,4.93
,,,,,,,,,,,,,,,2B,Hyeseong Kim (43799055),Hyeseong Kim,43799055,2B,3000,KC@LAD 08/10/2026 10:10PM ET,LAD,4.91
,,,,,,,,,,,,,,,3B,Nick Loftin (43799231),Nick Loftin,43799231,3B,3000,KC@LAD 08/10/2026 10:10PM ET,KC,5.59
,,,,,,,,,,,,,,,C,Elias Diaz (43798846),Elias Diaz,43798846,C,3000,TEX@LAA 08/10/2026 09:38PM ET,TEX,4.17
,,,,,,,,,,,,,,,2B,Oswald Peraza (43799059),Oswald Peraza,43799059,2B,3000,TEX@LAA 08/10/2026 09:38PM ET,LAA,4.90
,,,,,,,,,,,,,,,2B,Jake Cronenworth (43798966),Jake Cronenworth,43798966,2B,3000,MIL@SD 08/10/2026 09:40PM ET,SD,5.34
,,,,,,,,,,,,,,,OF,Brandon Lockridge (43799152),Brandon Lockridge,43799152,OF,3000,MIL@SD 08/10/2026 09:40PM ET,MIL,5.71
,,,,,,,,,,,,,,,OF,Austin Hays (43802795),Austin Hays,43802795,OF,3000,MIL@SD 08/10/2026 09:40PM ET,SD,5.92
,,,,,,,,,,,,,,,OF,Jake Meyers (43799094),Jake Meyers,43799094,OF,3000,HOU@SF 08/10/2026 09:45PM ET,HOU,3.72
,,,,,,,,,,,,,,,OF,Drew Gilbert (43799230),Drew Gilbert,43799230,OF,3000,HOU@SF 08/10/2026 09:45PM ET,SF,4.34
,,,,,,,,,,,,,,,OF,Lourdes Gurriel Jr. (43798999),Lourdes Gurriel Jr.,43798999,OF,2900,COL@ARI 08/10/2026 09:40PM ET,ARI,4.96
