Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5223541902,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,1. Column A lists all of your contest entries for this draftgroup
5223541944,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,2. Your current lineup is listed next to each entry (blank for reservations)
5223541945,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5223541946,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5223541947,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,5. For faster processing only include entries you are changing in the file you upload
5223541948,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,
5223541949,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,OF/SS,Mauricio Dubon (43868683),Mauricio Dubon,43868683,SS/OF,3300,ATL@MIN 08/19/2026 01:40PM ET,ATL,6.64
,,,,,,,,,,,,,,,OF,Luke Keaschall (43868686),Luke Keaschall,43868686,OF,3300,ATL@MIN 08/19/2026 01:40PM ET,MIN,6.76
,,,,,,,,,,,,,,,OF,Michael Conforto (43868685),Michael Conforto,43868685,OF,3300,CWS@CHC 08/19/2026 02:20PM ET,CHC,4.69
,,,,,,,,,,,,,,,C,Luis Campusano (43868682),Luis Campusano,43868682,C,3300,SD@NYM 08/19/2026 01:10PM ET,SD,6.5
,,,,,,,,,,,,,,,1B/3B,Mark Vientos (43868751),Mark Vientos,43868751,1B/3B,3300,SD@NYM 08/19/2026 01:10PM ET,NYM,5.41
,,,,,,,,,,,,,,,1B/C,Rafael Flores Jr. (43868689),Rafael Flores Jr.,43868689,C/1B,3200,DET@PIT 08/19/2026 12:35PM ET,PIT,6.83
,,,,,,,,,,,,,,,SS,Konnor Griffin (43868754),Konnor Griffin,43868754,SS,3200,DET@PIT 08/19/2026 12:35PM ET,PIT,8.66
,,,,,,,,,,,,,,,OF,Kerry Carpenter (43868755),Kerry Carpenter,43868755,OF,3200,DET@PIT 08/19/2026 12:35PM ET,DET,5.27
,,,,,,,,,,,,,,,OF,Randal Grichuk (43868691),Randal Grichuk,43868691,OF,3200,CWS@CHC 08/19/2026 02:20PM ET,CWS,4.68
,,,,,,,,,,,,,,,SS,Xander Bogaerts (43868687),Xander Bogaerts,43868687,SS,3200,SD@NYM 08/19/2026 01:10PM ET,SD,6.34
,,,,,,,,,,,,,,,2B,Marcus Semien (43868688),Marcus Semien,43868688,2B,3200,SD@NYM 08/19/2026 01:10PM ET,NYM,5.94
,,,,,,,,,,,,,,,OF,Samad Taylor (43868753),Samad Taylor,43868753,OF,3200,SD@NYM 08/19/2026 01:10PM ET,SD,7.88
,,,,,,,,,,,,,,,OF/SS,Javier Baez (43868692),Javier Baez,43868692,SS/OF,3100,DET@PIT 08/19/2026 12:35PM ET,DET,5.54
,,,,,,,,,,,,,,,OF,Ronny Simon (43868756),Ronny Simon,43868756,OF,3100,DET@PIT 08/19/2026 12:35PM ET,PIT,5.56
,,,,,,,,,,,,,,,C,Miguel Amaya (43868694),Miguel Amaya,43868694,C,3100,CWS@CHC 08/19/2026 02:20PM ET,CHC,4.94
,,,,,,,,,,,,,,,2B/OF,Brett Baty (43868695),Brett Baty,43868695,2B/OF,3100,SD@NYM 08/19/2026 01:10PM ET,NYM,5.10
,,,,,,,,,,,,,,,1B/OF,Dominic Smith (43868697),Dominic Smith,43868697,1B/OF,3000,ATL@MIN 08/19/2026 01:40PM ET,ATL,4.93
,,,,,,,,,,,,,,,OF,Austin Martin (43868759),Austin Martin,43868759,OF,3000,ATL@MIN 08/19/2026 01:40PM ET,MIN,4.97
,,,,,,,,,,,,,,,SS,Jacob Gonzalez (43868699),Jacob Gonzalez,43868699,SS,3000,DET@PIT 08/19/2026 12:35PM ET,PIT,5.03
,,,,,,,,,,,,,,,1B/OF,Tyler Callihan (43868757),Tyler Callihan,43868757,1B/OF,3000,DET@PIT 08/19/2026 12:35PM ET,PIT,4.5
,,,,,,,,,,,,,,,OF,Tristan Peters (43868700),Tristan Peters,43868700,OF,3000,CWS@CHC 08/19/2026 02:20PM ET,CWS,5.49
,,,,,,,,,,,,,,,OF,Tyrone Taylor (43868701),Tyrone Taylor,43868701,OF,3000,CWS@CHC 08/19/2026 02:20PM ET,CHC,4.38
,,,,,,,,,,,,,,,2B,Jake Cronenworth (43868702),Jake Cronenworth,43868702,2B,3000,SD@NYM 08/19/2026 01:10PM ET,SD,5.56
,,,,,,,,,,,,,,,2B/3B,Hao-Yu Lee (43868703),Hao-Yu Lee,43868703,2B/3B,2900,DET@PIT 08/19/2026 12:35PM ET,DET,4.58
,,,,,,,,,,,,,,,OF,Zach McKinstry (43868707),Zach McKinstry,43868707,OF,2900,DET@PIT 08/19/2026 12:35PM ET,DET,4.64
,,,,,,,,,,,,,,,OF,Gavin Sheets (43868705),Gavin Sheets,43868705,OF,2900,SD@NYM 08/19/2026 01:10PM ET,SD,5.70
,,,,,,,,,,,,,,,1B,Jared Young (43868706),Jared Young,43868706,1B,2900,SD@NYM 08/19/2026 01:10PM ET,NYM,5.69
,,,,,,,,,,,,,,,OF,Mike Yastrzemski (43868708),Mike Yastrzemski,43868708,OF,2800,ATL@MIN 08/19/2026 01:40PM ET,ATL,4.76
,,,,,,,,,,,,,,,1B/C,Victor Caratini (43868709),Victor Caratini,43868709,C/1B,2800,ATL@MIN 08/19/2026 01:40PM ET,MIN,5.21
,,,,,,,,,,,,,,,OF/SS,Ryan Kreidler (43868712),Ryan Kreidler,43868712,SS/OF,2800,ATL@MIN 08/19/2026 01:40PM ET,MIN,4.41
,,,,,,,,,,,,,,,OF,Ben Malgeri (43868711),Ben Malgeri,43868711,OF,2800,DET@PIT 08/19/2026 12:35PM ET,DET,4.33
,,,,,,,,,,,,,,,C,Eric Haase (43868762),Eric Haase,43868762,C,2800,CWS@CHC 08/19/2026 02:20PM ET,CWS,4.07
,,,,,,,,,,,,,,,3B/OF,Miguel Andujar (43868760),Miguel Andujar,43868760,3B/OF,2800,SD@NYM 08/19/2026 01:10PM ET,SD,5.45
,,,,,,,,,,,,,,,3B/SS,Jared Triolo (43868715),Jared Triolo,43868715,3B/SS,2700,DET@PIT 08/19/2026 12:35PM ET,PIT,4.71
,,,,,,,,,,,,,,,OF,Matt Vierling (43868765),Matt Vierling,43868765,OF,2700,DET@PIT 08/19/2026 12:35PM ET,DET,4.50
,,,,,,,,,,,,,,,OF,Matt Shaw (43868763),Matt Shaw,43868763,OF,2700,CWS@CHC 08/19/2026 02:20PM ET,CHC,4.93
,,,,,,,,,,,,,,,C,Joey Bart (43868764),Joey Bart,43868764,C,2700,CWS@CHC 08/19/2026 02:20PM ET,CWS,4.32
,,,,,,,,,,,,,,,OF,Austin Hays (43868714),Austin Hays,43868714,OF,2700,SD@NYM 08/19/2026 01:10PM ET,SD,5.41
,,,,,,,,,,,,,,,SS,Jim Jarvis (43868719),Jim Jarvis,43868719,SS,2600,ATL@MIN 08/19/2026 01:40PM ET,ATL,4.08
,,,,,,,,,,,,,,,OF,Brewer Hicklen (43868766),Brewer Hicklen,43868766,OF,2600,ATL@MIN 08/19/2026 01:40PM ET,ATL,6.62
,,,,,,,,,,,,,,,OF,Brooks Baldwin (43868767),Brooks Baldwin,43868767,OF,2600,CWS@CHC 08/19/2026 02:20PM ET,CWS,0
,,,,,,,,,,,,,,,OF,Matt Wallner (43868769),Matt Wallner,43868769,OF,2500,ATL@MIN 08/19/2026 01:40PM ET,MIN,5.06
,,,,,,,,,,,,,,,OF,Corey Julks (43868723),Corey Julks,43868723,OF,2500,DET@PIT 08/19/2026 12:35PM ET,DET,3.5
,,,,,,,,,,,,,,,OF,Jhostynxon Garcia (43868768),Jhostynxon Garcia,43868768,OF,2500,DET@PIT 08/19/2026 12:35PM ET,PIT,1.9
,,,,,,,,,,,,,,,OF,Wenceel Perez (43868770),Wenceel Perez,43868770,OF,2500,DET@PIT 08/19/2026 12:35PM ET,DET,5.09
,,,,,,,,,,,,,,,SS,Luisangel Acuna (43868721),Luisangel Acuna,43868721,SS,2500,CWS@CHC 08/19/2026 02:20PM ET,CWS,3.59
,,,,,,,,,,,,,,,C,Luis Torrens (43868720),Luis Torrens,43868720,C,2500,SD@NYM 08/19/2026 01:10PM ET,NYM,5.16
,,,,,,,,,,,,,,,OF,Jase Bowen (43868722),Jase Bowen,43868722,OF,2500,SD@NYM 08/19/2026 01:10PM ET,SD,2.36
,,,,,,,,,,,,,,,SS,Kaelen Culpepper (43868724),Kaelen Culpepper,43868724,SS,2400,ATL@MIN 08/19/2026 01:40PM ET,MIN,5.67
,,,,,,,,,,,,,,,OF,Alan Roden (43868726),Alan Roden,43868726,OF,2400,ATL@MIN 08/19/2026 01:40PM ET,MIN,3.69
,,,,,,,,,,,,,,,OF,Parker Meadows (43868771),Parker Meadows,43868771,OF,2400,DET@PIT 08/19/2026 12:35PM ET,DET,5.42
,,,,,,,,,,,,,,,C,Freddy Fermin (43868725),Freddy Fermin,43868725,C,2400,SD@NYM 08/19/2026 01:10PM ET,SD,3.42
,,,,,,,,,,,,,,,OF,Brett Callahan (43868730),Brett Callahan,43868730,OF,2300,DET@PIT 08/19/2026 12:35PM ET,DET,12.67
,,,,,,,,,,,,,,,C,Jake Rogers (43868727),Jake Rogers,43868727,C,2300,CWS@CHC 08/19/2026 02:20PM ET,CWS,4.13
,,,,,,,,,,,,,,,3B/SS,Sung-Mun Song (43868728),Sung-Mun Song,43868728,3B/SS,2300,SD@NYM 08/19/2026 01:10PM ET,SD,4.03
,,,,,,,,,,,,,,,C,Henry Davis (43868731),Henry Davis,43868731,C,2200,DET@PIT 08/19/2026 12:35PM ET,PIT,4.52
,,,,,,,,,,,,,,,OF,Kevin Alcantara (43868735),Kevin Alcantara,43868735,OF,2200,CWS@CHC 08/19/2026 02:20PM ET,CHC,2.09
,,,,,,,,,,,,,,,2B/3B,Jorge Polanco (43868732),Jorge Polanco,43868732,2B/3B,2200,SD@NYM 08/19/2026 01:10PM ET,NYM,3.46
,,,,,,,,,,,,,,,1B,Christopher Morel (43868734),Christopher Morel,43868734,1B,2200,SD@NYM 08/19/2026 01:10PM ET,NYM,2.91
,,,,,,,,,,,,,,,1B/C,Alex Jackson (43868717),Alex Jackson,43868717,C/1B,2100,ATL@MIN 08/19/2026 01:40PM ET,MIN,3.90
,,,,,,,,,,,,,,,SS,Ha-Seong Kim (43868740),Ha-Seong Kim,43868740,SS,2100,ATL@MIN 08/19/2026 01:40PM ET,ATL,1.81
,,,,,,,,,,,,,,,1B/3B,Nick Yorke (43868737),Nick Yorke,43868737,1B/3B,2100,DET@PIT 08/19/2026 12:35PM ET,PIT,4.59
,,,,,,,,,,,,,,,OF,Billy Cook (43868739),Billy Cook,43868739,OF,2100,DET@PIT 08/19/2026 12:35PM ET,PIT,1.26
,,,,,,,,,,,,,,,C,Drew Romo (43868736),Drew Romo,43868736,C,2100,CWS@CHC 08/19/2026 02:20PM ET,CWS,4.27
,,,,,,,,,,,,,,,C,Sean Murphy (43868741),Sean Murphy,43868741,C,2000,ATL@MIN 08/19/2026 01:40PM ET,ATL,1.6
,,,,,,,,,,,,,,,OF,Hendry Mendez (43868772),Hendry Mendez,43868772,OF,2000,ATL@MIN 08/19/2026 01:40PM ET,MIN,0
,,,,,,,,,,,,,,,OF,Emmanuel Rodriguez (43868773),Emmanuel Rodriguez,43868773,OF,2000,ATL@MIN 08/19/2026 01:40PM ET,MIN,0
,,,,,,,,,,,,,,,OF,Ben Gamel (43868777),Ben Gamel,43868777,OF,2000,ATL@MIN 08/19/2026 01:40PM ET,ATL,0
,,,,,,,,,,,,,,,OF,Jurickson Profar (43868781),Jurickson Profar,43868781,OF,2000,ATL@MIN 08/19/2026 01:40PM ET,ATL,0
,,,,,,,,,,,,,,,OF,Kyler Fedko (43868789),Kyler Fedko,43868789,OF,2000,ATL@MIN 08/19/2026 01:40PM ET,MIN,0.57
,,,,,,,,,,,,,,,SS,Tristan Gray (43868795),Tristan Gray,43868795,SS,2000,ATL@MIN 08/19/2026 01:40PM ET,MIN,4.20
,,,,,,,,,,,,,,,OF,DaShawn Keirsey Jr. (43868801),DaShawn Keirsey Jr.,43868801,OF,2000,ATL@MIN 08/19/2026 01:40PM ET,ATL,0
,,,,,,,,,,,,,,,OF,Gabriel Gonzalez (43868807),Gabriel Gonzalez,43868807,OF,2000,ATL@MIN 08/19/2026 01:40PM ET,MIN,9
,,,,,,,,,,,,,,,C,Thayron Liranzo (43868774),Thayron Liranzo,43868774,C,2000,DET@PIT 08/19/2026 12:35PM ET,DET,0
,,,,,,,,,,,,,,,OF,Robert Hassell III (43868783),Robert Hassell III,43868783,OF,2000,DET@PIT 08/19/2026 12:35PM ET,PIT,0
,,,,,,,,,,,,,,,SS,Trey Sweeney (43868786),Trey Sweeney,43868786,SS,2000,DET@PIT 08/19/2026 12:35PM ET,DET,0
,,,,,,,,,,,,,,,OF,James Outman (43868796),James Outman,43868796,OF,2000,DET@PIT 08/19/2026 12:35PM ET,DET,2.87
,,,,,,,,,,,,,,,3B,Jace Jung (43868806),Jace Jung,43868806,3B,2000,DET@PIT 08/19/2026 12:35PM ET,DET,3
,,,,,,,,,,,,,,,SS,Jack Brannigan (43868811),Jack Brannigan,43868811,SS,2000,DET@PIT 08/19/2026 12:35PM ET,PIT,0
,,,,,,,,,,,,,,,2B,Owen Miller (43868742),Owen Miller,43868742,2B,2000,CWS@CHC 08/19/2026 02:20PM ET,CHC,0
,,,,,,,,,,,,,,,1B/OF,Tyler Austin (43868775),Tyler Austin,43868775,1B/OF,2000,CWS@CHC 08/19/2026 02:20PM ET,CHC,0
,,,,,,,,,,,,,,,C,Edgar Quero (43868791),Edgar Quero,43868791,C,2000,CWS@CHC 08/19/2026 02:20PM ET,CWS,3.82
,,,,,,,,,,,,,,,3B/OF,Tanner Murray (43868797),Tanner Murray,43868797,3B/OF,2000,CWS@CHC 08/19/2026 02:20PM ET,CWS,3.15
,,,,,,,,,,,,,,,OF,Rikuu Nishida (43868802),Rikuu Nishida,43868802,OF,2000,CWS@CHC 08/19/2026 02:20PM ET,CWS,2.58
,,,,,,,,,,,,,,,OF,Junior Perez (43868803),Junior Perez,43868803,OF,2000,CWS@CHC 08/19/2026 02:20PM ET,CWS,2.86
,,,,,,,,,,,,,,,2B/3B,James Triantos (43868808),James Triantos,43868808,2B/3B,2000,CWS@CHC 08/19/2026 02:20PM ET,CHC,1.29
,,,,,,,,,,,,,,,OF,Justin Dean (43868812),Justin Dean,43868812,OF,2000,CWS@CHC 08/19/2026 02:20PM ET,CHC,2.06
,,,,,,,,,,,,,,,OF,Cristian Pache (43868743),Cristian Pache,43868743,OF,2000,SD@NYM 08/19/2026 01:10PM ET,NYM,0.29
,,,,,,,,,,,,,,,C,Shawn Ross (43868778),Shawn Ross,43868778,C,2000,SD@NYM 08/19/2026 01:10PM ET,NYM,8
,,,,,,,,,,,,,,,2B/3B,Christian Arroyo (43868779),Christian Arroyo,43868779,2B/3B,2000,SD@NYM 08/19/2026 01:10PM ET,NYM,0
,,,,,,,,,,,,,,,OF,Ramon Laureano (43868782),Ramon Laureano,43868782,OF,2000,SD@NYM 08/19/2026 01:10PM ET,SD,6.58
,,,,,,,,,,,,,,,2B/3B,Gage Workman (43868784),Gage Workman,43868784,2B/3B,2000,SD@NYM 08/19/2026 01:10PM ET,SD,3.61
,,,,,,,,,,,,,,,3B/OF,Andy Ibanez (43868787),Andy Ibanez,43868787,3B/OF,2000,SD@NYM 08/19/2026 01:10PM ET,NYM,1.43
,,,,,,,,,,,,,,,OF,Nick Morabito (43868790),Nick Morabito,43868790,OF,2000,SD@NYM 08/19/2026 01:10PM ET,NYM,0.4
,,,,,,,,,,,,,,,2B/SS,Mason McCoy (43868792),Mason McCoy,43868792,2B/SS,2000,SD@NYM 08/19/2026 01:10PM ET,SD,0
,,,,,,,,,,,,,,,1B,Eric Wagaman (43868794),Eric Wagaman,43868794,1B,2000,SD@NYM 08/19/2026 01:10PM ET,NYM,2.78
,,,,,,,,,,,,,,,C,Hayden Senger (43868799),Hayden Senger,43868799,C,2000,SD@NYM 08/19/2026 01:10PM ET,NYM,3
,,,,,,,,,,,,,,,2B,Will Wagner (43868800),Will Wagner,43868800,2B,2000,SD@NYM 08/19/2026 01:10PM ET,SD,3.69
,,,,,,,,,,,,,,,C,Rodolfo Duran (43868804),Rodolfo Duran,43868804,C,2000,SD@NYM 08/19/2026 01:10PM ET,SD,2.90
,,,,,,,,,,,,,,,SS,Ronny Mauricio (43868805),Ronny Mauricio,43868805,SS,2000,SD@NYM 08/19/2026 01:10PM ET,NYM,2.82
,,,,,,,,,,,,,,,C,Blake Hunt (43868810),Blake Hunt,43868810,C,2000,SD@NYM 08/19/2026 01:10PM ET,SD,0
