Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5216043810,MLB $5K Solo Shot [$1K to 1st],193621100,$1,Bryce Miller (43813263),Ranger Suarez (43813264),Drake Baldwin (43813288),Matt Olson (43813283),Marcus Semien (43813352),Jorge Polanco (43813435),Francisco Lindor (43813302),Ronald Acuna Jr. (43813280),Jahmai Jones (43813424),Alejandro Osuna (43813497),,1. Column A lists all of your contest entries for this draftgroup
5216043811,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,2. Your current lineup is listed next to each entry (blank for reservations)
5216043812,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5216043813,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5216043814,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,5. For faster processing only include entries you are changing in the file you upload
5216043815,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,
5216043816,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Emilio Pagan (43813855),Emilio Pagan,43813855,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,3.22
,,,,,,,,,,,,,,,RP,Pierce Johnson (43813861),Pierce Johnson,43813861,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,2.18
,,,,,,,,,,,,,,,2B,Michael Massey (43813319),Michael Massey,43813319,2B,4000,KC@LAD 08/12/2026 10:10PM ET,KC,5.48
,,,,,,,,,,,,,,,SS,Mookie Betts (43813320),Mookie Betts,43813320,SS,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,6.95
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (43813462),Vinnie Pasquantino,43813462,1B,4000,KC@LAD 08/12/2026 10:10PM ET,KC,6.46
,,,,,,,,,,,,,,,C,Will Smith (43813463),Will Smith,43813463,C,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,6.21
,,,,,,,,,,,,,,,RP,Brusdar Graterol (43813700),Brusdar Graterol,43813700,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Steven Zobac (43813705),Steven Zobac,43813705,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,James McArthur (43813709),James McArthur,43813709,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Ronan Kopp (43813714),Ronan Kopp,43813714,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Jake Cousins (43813717),Jake Cousins,43813717,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Justin Topa (43813722),Justin Topa,43813722,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,0.41
,,,,,,,,,,,,,,,RP,Nolan Hoffman (43813728),Nolan Hoffman,43813728,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,1.7
,,,,,,,,,,,,,,,RP,Charlie Barnes (43813729),Charlie Barnes,43813729,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,1.25
,,,,,,,,,,,,,,,RP,Luke Little (43813731),Luke Little,43813731,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,1.05
,,,,,,,,,,,,,,,RP,Matt Strahm (43813735),Matt Strahm,43813735,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,1.56
,,,,,,,,,,,,,,,RP,Jack Dreyer (43813739),Jack Dreyer,43813739,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,3.55
,,,,,,,,,,,,,,,RP,Aaron Bummer (43813740),Aaron Bummer,43813740,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,0.38
,,,,,,,,,,,,,,,RP,Carlos Duran (43813743),Carlos Duran,43813743,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Easton McGee (43813752),Easton McGee,43813752,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,1.15
,,,,,,,,,,,,,,,RP,Steven Cruz (43813753),Steven Cruz,43813753,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,3.15
,,,,,,,,,,,,,,,RP,Evan Phillips (43813759),Evan Phillips,43813759,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,1.80
,,,,,,,,,,,,,,,RP,Ben Casparius (43813762),Ben Casparius,43813762,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,0.5
,,,,,,,,,,,,,,,RP,Alex Lange (43813767),Alex Lange,43813767,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,2.14
,,,,,,,,,,,,,,,RP,Edwin Diaz (43813769),Edwin Diaz,43813769,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,1.94
,,,,,,,,,,,,,,,RP,Craig Kimbrel (43813776),Craig Kimbrel,43813776,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,2.29
,,,,,,,,,,,,,,,RP,Will Klein (43813778),Will Klein,43813778,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,3.58
,,,,,,,,,,,,,,,RP,Seth Halvorsen (43813781),Seth Halvorsen,43813781,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,1.83
,,,,,,,,,,,,,,,RP,Carlos Estevez (43813786),Carlos Estevez,43813786,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,-14.85
,,,,,,,,,,,,,,,RP,Paul Gervase (43813788),Paul Gervase,43813788,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,5.51
,,,,,,,,,,,,,,,RP,Nick Mears (43813792),Nick Mears,43813792,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,2.00
,,,,,,,,,,,,,,,RP,Blake Treinen (43813814),Blake Treinen,43813814,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,2.78
,,,,,,,,,,,,,,,RP,John Schreiber (43813815),John Schreiber,43813815,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,1.87
,,,,,,,,,,,,,,,RP,Alex Vesia (43813828),Alex Vesia,43813828,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,2.91
,,,,,,,,,,,,,,,RP,Brock Stewart (43813834),Brock Stewart,43813834,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,3.31
,,,,,,,,,,,,,,,RP,Eli Morgan (43813835),Eli Morgan,43813835,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,2.03
,,,,,,,,,,,,,,,RP,Connor Seabold (43813840),Connor Seabold,43813840,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,2.08
,,,,,,,,,,,,,,,RP,Kyle Hurt (43813841),Kyle Hurt,43813841,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,3.24
,,,,,,,,,,,,,,,RP,Tanner Scott (43813844),Tanner Scott,43813844,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,3.53
,,,,,,,,,,,,,,,RP,Beck Way (43813845),Beck Way,43813845,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,2.93
,,,,,,,,,,,,,,,RP,Nate Pearson (43813848),Nate Pearson,43813848,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,3.26
,,,,,,,,,,,,,,,RP,Lucas Erceg (43813851),Lucas Erceg,43813851,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,1.45
,,,,,,,,,,,,,,,RP,Edgardo Henriquez (43813860),Edgardo Henriquez,43813860,P,4000,KC@LAD 08/12/2026 10:10PM ET,LAD,3.40
,,,,,,,,,,,,,,,RP,Jose Cuas (43813862),Jose Cuas,43813862,P,4000,KC@LAD 08/12/2026 10:10PM ET,KC,3.88
,,,,,,,,,,,,,,,RP,Winston Santos (43813720),Winston Santos,43813720,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,0.7
,,,,,,,,,,,,,,,RP,Jose Fermin (43813724),Jose Fermin,43813724,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,3.83
,,,,,,,,,,,,,,,RP,Robert Garcia (43813727),Robert Garcia,43813727,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,1.87
,,,,,,,,,,,,,,,RP,Emiliano Teodo (43813730),Emiliano Teodo,43813730,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,-1.25
,,,,,,,,,,,,,,,RP,Shaun Anderson (43813734),Shaun Anderson,43813734,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,2.62
,,,,,,,,,,,,,,,RP,Jalen Beeks (43813748),Jalen Beeks,43813748,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.24
,,,,,,,,,,,,,,,RP,Ben Peoples (43813750),Ben Peoples,43813750,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.11
,,,,,,,,,,,,,,,RP,Luis Curvelo (43813754),Luis Curvelo,43813754,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,-0.13
,,,,,,,,,,,,,,,RP,Robert Stephenson (43813765),Robert Stephenson,43813765,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Chris Martin (43813785),Chris Martin,43813785,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,0.54
,,,,,,,,,,,,,,,RP,Cole Winn (43813787),Cole Winn,43813787,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.29
,,,,,,,,,,,,,,,RP,Luke Murphy (43813789),Luke Murphy,43813789,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,2.12
,,,,,,,,,,,,,,,RP,Sam Bachman (43813799),Sam Bachman,43813799,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,2.89
,,,,,,,,,,,,,,,RP,Blake Weiman (43813800),Blake Weiman,43813800,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,3.2
,,,,,,,,,,,,,,,RP,Peyton Gray (43813803),Peyton Gray,43813803,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,3.97
,,,,,,,,,,,,,,,RP,Tayler Saucedo (43813806),Tayler Saucedo,43813806,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,2.1
,,,,,,,,,,,,,,,RP,Samy Natera Jr. (43813810),Samy Natera Jr.,43813810,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,5.32
,,,,,,,,,,,,,,,RP,Carter Baumler (43813816),Carter Baumler,43813816,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,3.54
,,,,,,,,,,,,,,,RP,Jakob Junis (43813818),Jakob Junis,43813818,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.84
,,,,,,,,,,,,,,,RP,Gavin Collyer (43813827),Gavin Collyer,43813827,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.16
,,,,,,,,,,,,,,,RP,Sammy Peralta (43813831),Sammy Peralta,43813831,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,1.9
,,,,,,,,,,,,,,,RP,Robby Ahlstrom (43813838),Robby Ahlstrom,43813838,P,4000,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.33
,,,,,,,,,,,,,,,RP,Ryan Watson (43813847),Ryan Watson,43813847,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,3.19
,,,,,,,,,,,,,,,RP,Ben Joyce (43813852),Ben Joyce,43813852,P,4000,TEX@LAA 08/12/2026 10:10PM ET,LAA,3.85
,,,,,,,,,,,,,,,C,Cal Raleigh (43813324),Cal Raleigh,43813324,C,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,5.70
,,,,,,,,,,,,,,,RP,Robinson Ortiz (43813701),Robinson Ortiz,43813701,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,0
,,,,,,,,,,,,,,,SP,Chase Hampton (43813702),Chase Hampton,43813702,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Bradley Hanner (43813716),Bradley Hanner,43813716,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Nick Davila (43813723),Nick Davila,43813723,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,1.68
,,,,,,,,,,,,,,,RP,Josh Simpson (43813732),Josh Simpson,43813732,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,2.91
,,,,,,,,,,,,,,,RP,Brent Headrick (43813741),Brent Headrick,43813741,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,4.02
,,,,,,,,,,,,,,,RP,Jose A. Ferrer (43813744),Jose A. Ferrer,43813744,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,2.35
,,,,,,,,,,,,,,,RP,Kervin Castro (43813745),Kervin Castro,43813745,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,5.05
,,,,,,,,,,,,,,,RP,David Bednar (43813749),David Bednar,43813749,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,3.96
,,,,,,,,,,,,,,,RP,Troy Taylor (43813764),Troy Taylor,43813764,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Nolan Kingham (43813782),Nolan Kingham,43813782,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,0.45
,,,,,,,,,,,,,,,RP,Fernando Cruz (43813784),Fernando Cruz,43813784,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,3.27
,,,,,,,,,,,,,,,RP,Seranthony Dominguez (43813793),Seranthony Dominguez,43813793,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,2.75
,,,,,,,,,,,,,,,RP,Cole Wilcox (43813795),Cole Wilcox,43813795,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,2.83
,,,,,,,,,,,,,,,RP,Matt Brash (43813807),Matt Brash,43813807,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,3.36
,,,,,,,,,,,,,,,RP,Andres Munoz (43813817),Andres Munoz,43813817,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,4.06
,,,,,,,,,,,,,,,RP,Gabe Speier (43813820),Gabe Speier,43813820,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,2.61
,,,,,,,,,,,,,,,RP,Angel Chivilli (43813822),Angel Chivilli,43813822,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,3.09
,,,,,,,,,,,,,,,RP,Carlos Vargas (43813832),Carlos Vargas,43813832,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Brendan Beck (43813833),Brendan Beck,43813833,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,0.9
,,,,,,,,,,,,,,,RP,Eduard Bazardo (43813842),Eduard Bazardo,43813842,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,2.71
,,,,,,,,,,,,,,,RP,Tim Hill (43813853),Tim Hill,43813853,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,1.50
,,,,,,,,,,,,,,,RP,Michael Rucker (43813856),Michael Rucker,43813856,P,4000,SEA@NYY 08/12/2026 07:05PM ET,SEA,2.66
,,,,,,,,,,,,,,,RP,Yerry de los Santos (43813858),Yerry de los Santos,43813858,P,4000,SEA@NYY 08/12/2026 07:05PM ET,NYY,4.18
,,,,,,,,,,,,,,,1B/3B,Kazuma Okamoto (43813326),Kazuma Okamoto,43813326,1B/3B,3900,BOS@TOR 08/12/2026 07:07PM ET,TOR,7.28
,,,,,,,,,,,,,,,1B/OF,Spencer Steer (43813464),Spencer Steer,43813464,1B/OF,3900,CIN@CWS 08/12/2026 07:40PM ET,CIN,6.84
,,,,,,,,,,,,,,,OF,Heliot Ramos (43813325),Heliot Ramos,43813325,OF,3900,SEA@NYY 08/12/2026 07:05PM ET,NYY,6.74
,,,,,,,,,,,,,,,3B,Caleb Durbin (43813328),Caleb Durbin,43813328,3B,3800,BOS@TOR 08/12/2026 07:07PM ET,BOS,6.88
,,,,,,,,,,,,,,,3B/OF,Addison Barger (43813468),Addison Barger,43813468,3B/OF,3800,BOS@TOR 08/12/2026 07:07PM ET,TOR,2.56
,,,,,,,,,,,,,,,OF,John Rave (43813331),John Rave,43813331,OF,3800,KC@LAD 08/12/2026 10:10PM ET,KC,4.9
,,,,,,,,,,,,,,,C,Dalton Rushing (43813467),Dalton Rushing,43813467,C,3800,KC@LAD 08/12/2026 10:10PM ET,LAD,6.39
,,,,,,,,,,,,,,,OF,Brandon Nimmo (43813329),Brandon Nimmo,43813329,OF,3800,TEX@LAA 08/12/2026 10:10PM ET,TEX,7.39
,,,,,,,,,,,,,,,OF,Taylor Ward (43813330),Taylor Ward,43813330,OF,3800,SEA@NYY 08/12/2026 07:05PM ET,SEA,6.82
,,,,,,,,,,,,,,,OF,Jasson Dominguez (43813466),Jasson Dominguez,43813466,OF,3800,SEA@NYY 08/12/2026 07:05PM ET,NYY,6.24
,,,,,,,,,,,,,,,3B,Eugenio Suarez (43813332),Eugenio Suarez,43813332,3B,3700,CIN@CWS 08/12/2026 07:40PM ET,CIN,6.40
,,,,,,,,,,,,,,,OF,Braden Montgomery (43813335),Braden Montgomery,43813335,OF,3700,CIN@CWS 08/12/2026 07:40PM ET,CWS,6.65
,,,,,,,,,,,,,,,C,Kyle Teel (43813470),Kyle Teel,43813470,C,3700,CIN@CWS 08/12/2026 07:40PM ET,CWS,6
,,,,,,,,,,,,,,,OF,Teoscar Hernandez (43813334),Teoscar Hernandez,43813334,OF,3700,KC@LAD 08/12/2026 10:10PM ET,LAD,6.72
,,,,,,,,,,,,,,,2B,Justin Foscue (43813336),Justin Foscue,43813336,2B,3700,TEX@LAA 08/12/2026 10:10PM ET,TEX,4.28
,,,,,,,,,,,,,,,1B,Paul Goldschmidt (43813333),Paul Goldschmidt,43813333,1B,3700,SEA@NYY 08/12/2026 07:05PM ET,NYY,6.69
,,,,,,,,,,,,,,,SS,Andruw Monasterio (43813339),Andruw Monasterio,43813339,SS,3600,BOS@TOR 08/12/2026 07:07PM ET,BOS,5.80
,,,,,,,,,,,,,,,2B,Chase Meidroth (43813341),Chase Meidroth,43813341,2B,3600,CIN@CWS 08/12/2026 07:40PM ET,CWS,7.01
,,,,,,,,,,,,,,,2B/3B,Vaughn Grissom (43813337),Vaughn Grissom,43813337,2B/3B,3600,TEX@LAA 08/12/2026 10:10PM ET,LAA,6.27
,,,,,,,,,,,,,,,1B,Jake Burger (43813340),Jake Burger,43813340,1B,3600,TEX@LAA 08/12/2026 10:10PM ET,TEX,6.8
,,,,,,,,,,,,,,,SS,Trevor Story (43813471),Trevor Story,43813471,SS,3500,BOS@TOR 08/12/2026 07:07PM ET,BOS,5.98
,,,,,,,,,,,,,,,OF,Lane Thomas (43813345),Lane Thomas,43813345,OF,3500,NYM@ATL 08/12/2026 07:15PM ET,ATL,5.52
,,,,,,,,,,,,,,,OF,Luis Robert Jr. (43813347),Luis Robert Jr.,43813347,OF,3500,NYM@ATL 08/12/2026 07:15PM ET,NYM,5.83
,,,,,,,,,,,,,,,1B/C,Salvador Perez (43813348),Salvador Perez,43813348,C/1B,3500,KC@LAD 08/12/2026 10:10PM ET,KC,6
,,,,,,,,,,,,,,,1B,Nolan Schanuel (43813346),Nolan Schanuel,43813346,1B,3500,TEX@LAA 08/12/2026 10:10PM ET,LAA,6.4
,,,,,,,,,,,,,,,2B/SS,Jose Caballero (43813342),Jose Caballero,43813342,2B/SS,3500,SEA@NYY 08/12/2026 07:05PM ET,NYY,6.89
,,,,,,,,,,,,,,,OF,Dominic Canzone (43813344),Dominic Canzone,43813344,OF,3500,SEA@NYY 08/12/2026 07:05PM ET,SEA,6.25
,,,,,,,,,,,,,,,C,Alejandro Kirk (43813351),Alejandro Kirk,43813351,C,3400,BOS@TOR 08/12/2026 07:07PM ET,TOR,5.48
,,,,,,,,,,,,,,,2B,Marcus Semien (43813352),Marcus Semien,43813352,2B,3400,NYM@ATL 08/12/2026 07:15PM ET,NYM,6.06
,,,,,,,,,,,,,,,OF,Jose Siri (43813350),Jose Siri,43813350,OF,3400,TEX@LAA 08/12/2026 10:10PM ET,LAA,4.29
,,,,,,,,,,,,,,,1B/2B,Nick Sogard (43813354),Nick Sogard,43813354,1B/2B,3300,BOS@TOR 08/12/2026 07:07PM ET,BOS,5.75
,,,,,,,,,,,,,,,C,Francisco Alvarez (43813357),Francisco Alvarez,43813357,C,3300,NYM@ATL 08/12/2026 07:15PM ET,NYM,6.08
,,,,,,,,,,,,,,,SS,Tyler Tolbert (43813353),Tyler Tolbert,43813353,SS,3300,KC@LAD 08/12/2026 10:10PM ET,KC,4.98
,,,,,,,,,,,,,,,3B/OF,Kike Hernandez (43813358),Kike Hernandez,43813358,3B/OF,3300,KC@LAD 08/12/2026 10:10PM ET,LAD,4.1
,,,,,,,,,,,,,,,2B,Cole Young (43813356),Cole Young,43813356,2B,3300,SEA@NYY 08/12/2026 07:05PM ET,SEA,6.61
,,,,,,,,,,,,,,,2B,Anthony Seigler (43813365),Anthony Seigler,43813365,2B,3200,BOS@TOR 08/12/2026 07:07PM ET,BOS,5.98
,,,,,,,,,,,,,,,2B/3B,Ernie Clement (43813367),Ernie Clement,43813367,2B/3B,3200,BOS@TOR 08/12/2026 07:07PM ET,TOR,6.27
,,,,,,,,,,,,,,,OF/SS,Mauricio Dubon (43813363),Mauricio Dubon,43813363,SS/OF,3200,NYM@ATL 08/12/2026 07:15PM ET,ATL,6.89
,,,,,,,,,,,,,,,1B/3B,Mark Vientos (43813473),Mark Vientos,43813473,1B/3B,3200,NYM@ATL 08/12/2026 07:15PM ET,NYM,5.41
,,,,,,,,,,,,,,,OF,Andrew Benintendi (43813366),Andrew Benintendi,43813366,OF,3200,CIN@CWS 08/12/2026 07:40PM ET,CWS,6.09
,,,,,,,,,,,,,,,C,Tyler Stephenson (43813369),Tyler Stephenson,43813369,C,3200,CIN@CWS 08/12/2026 07:40PM ET,CIN,5.7
,,,,,,,,,,,,,,,C,Joey Bart (43813472),Joey Bart,43813472,C,3200,CIN@CWS 08/12/2026 07:40PM ET,CWS,4.32
,,,,,,,,,,,,,,,1B,Joc Pederson (43813360),Joc Pederson,43813360,1B,3200,TEX@LAA 08/12/2026 10:10PM ET,TEX,6.56
,,,,,,,,,,,,,,,OF,Wade Meckler (43813362),Wade Meckler,43813362,OF,3200,TEX@LAA 08/12/2026 10:10PM ET,LAA,5.60
,,,,,,,,,,,,,,,OF,Spencer Jones (43813361),Spencer Jones,43813361,OF,3200,SEA@NYY 08/12/2026 07:05PM ET,NYY,4.98
,,,,,,,,,,,,,,,OF,Masataka Yoshida (43813372),Masataka Yoshida,43813372,OF,3100,BOS@TOR 08/12/2026 07:07PM ET,BOS,5.53
,,,,,,,,,,,,,,,2B,Matt McLain (43813370),Matt McLain,43813370,2B,3100,CIN@CWS 08/12/2026 07:40PM ET,CIN,5.97
,,,,,,,,,,,,,,,OF,Brenton Doyle (43813373),Brenton Doyle,43813373,OF,3100,CIN@CWS 08/12/2026 07:40PM ET,CWS,4.94
,,,,,,,,,,,,,,,2B,Jonathan India (43813476),Jonathan India,43813476,2B,3100,KC@LAD 08/12/2026 10:10PM ET,KC,5.41
,,,,,,,,,,,,,,,OF,Evan Carter (43813374),Evan Carter,43813374,OF,3100,TEX@LAA 08/12/2026 10:10PM ET,TEX,5.43
,,,,,,,,,,,,,,,1B,Josh Naylor (43813371),Josh Naylor,43813371,1B,3100,SEA@NYY 08/12/2026 07:05PM ET,SEA,7.33
,,,,,,,,,,,,,,,3B,Brendan Donovan (43813375),Brendan Donovan,43813375,3B,3100,SEA@NYY 08/12/2026 07:05PM ET,SEA,6.17
,,,,,,,,,,,,,,,C,Jhonny Pereda (43813376),Jhonny Pereda,43813376,C,3100,SEA@NYY 08/12/2026 07:05PM ET,SEA,4.95
,,,,,,,,,,,,,,,OF,Max Schuemann (43813475),Max Schuemann,43813475,OF,3100,SEA@NYY 08/12/2026 07:05PM ET,NYY,3.98
,,,,,,,,,,,,,,,OF,Nathan Lukes (43813384),Nathan Lukes,43813384,OF,3000,BOS@TOR 08/12/2026 07:07PM ET,TOR,5.14
,,,,,,,,,,,,,,,1B/OF,Dominic Smith (43813378),Dominic Smith,43813378,1B/OF,3000,NYM@ATL 08/12/2026 07:15PM ET,ATL,5.03
,,,,,,,,,,,,,,,OF,Mike Yastrzemski (43813385),Mike Yastrzemski,43813385,OF,3000,NYM@ATL 08/12/2026 07:15PM ET,ATL,4.77
,,,,,,,,,,,,,,,OF,Randal Grichuk (43813383),Randal Grichuk,43813383,OF,3000,CIN@CWS 08/12/2026 07:40PM ET,CWS,4.40
,,,,,,,,,,,,,,,OF,Noelvi Marte (43813386),Noelvi Marte,43813386,OF,3000,CIN@CWS 08/12/2026 07:40PM ET,CIN,5.04
,,,,,,,,,,,,,,,OF,Blake Dunn (43813478),Blake Dunn,43813478,OF,3000,CIN@CWS 08/12/2026 07:40PM ET,CIN,6.87
,,,,,,,,,,,,,,,3B,Nick Loftin (43813381),Nick Loftin,43813381,3B,3000,KC@LAD 08/12/2026 10:10PM ET,KC,5.74
,,,,,,,,,,,,,,,2B,Hyeseong Kim (43813477),Hyeseong Kim,43813477,2B,3000,KC@LAD 08/12/2026 10:10PM ET,LAD,4.91
,,,,,,,,,,,,,,,2B,Oswald Peraza (43813377),Oswald Peraza,43813377,2B,3000,TEX@LAA 08/12/2026 10:10PM ET,LAA,4.83
,,,,,,,,,,,,,,,C,Elias Diaz (43813382),Elias Diaz,43813382,C,3000,TEX@LAA 08/12/2026 10:10PM ET,TEX,4.16
,,,,,,,,,,,,,,,SS,George Lombard Jr. (43813380),George Lombard Jr.,43813380,SS,3000,SEA@NYY 08/12/2026 07:05PM ET,NYY,8.33
,,,,,,,,,,,,,,,SS,Andres Gimenez (43813393),Andres Gimenez,43813393,SS,2900,BOS@TOR 08/12/2026 07:07PM ET,TOR,5.59
