Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5213451680,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,1. Column A lists all of your contest entries for this draftgroup
5213451681,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,2. Your current lineup is listed next to each entry (blank for reservations)
5213451682,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5213451683,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5213451684,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,5. For faster processing only include entries you are changing in the file you upload
5213456851,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,
,,,,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Luis Gastelum (43793754),Luis Gastelum,43793754,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,1.73
,,,,,,,,,,,,,,,RP,Welinton Herrera (43793755),Welinton Herrera,43793755,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.48
,,,,,,,,,,,,,,,OF,Jo Adell (43793481),Jo Adell,43793481,OF,3900,CLE@CWS 08/09/2026 02:10PM ET,CLE,6.64
,,,,,,,,,,,,,,,OF,Angel Martinez (43793648),Angel Martinez,43793648,OF,3900,CLE@CWS 08/09/2026 02:10PM ET,CLE,6.65
,,,,,,,,,,,,,,,C,Carson Kelly (43793343),Carson Kelly,43793343,C,3900,CHC@KC 08/09/2026 02:10PM ET,CHC,5.98
,,,,,,,,,,,,,,,2B/3B,Willi Castro (43793393),Willi Castro,43793393,2B/3B,3900,COL@STL 08/09/2026 02:15PM ET,COL,7.23
,,,,,,,,,,,,,,,OF,Brandon Nimmo (43793319),Brandon Nimmo,43793319,OF,3800,BAL@TEX 08/09/2026 02:35PM ET,TEX,7.26
,,,,,,,,,,,,,,,3B/SS,Ezequiel Duran (43793512),Ezequiel Duran,43793512,3B/SS,3800,BAL@TEX 08/09/2026 02:35PM ET,TEX,7.36
,,,,,,,,,,,,,,,C,Gary Sanchez (43793315),Gary Sanchez,43793315,C,3800,MIN@MIL 08/09/2026 02:10PM ET,MIL,6.12
,,,,,,,,,,,,,,,1B,TJ Rumfield (43793702),TJ Rumfield,43793702,1B,3800,COL@STL 08/09/2026 02:15PM ET,COL,7.42
,,,,,,,,,,,,,,,2B,Justin Foscue (43793631),Justin Foscue,43793631,2B,3700,BAL@TEX 08/09/2026 02:35PM ET,TEX,4.36
,,,,,,,,,,,,,,,C,Kyle Teel (43793759),Kyle Teel,43793759,C,3700,CLE@CWS 08/09/2026 02:10PM ET,CWS,6
,,,,,,,,,,,,,,,OF,Trevor Larnach (43793417),Trevor Larnach,43793417,OF,3700,MIN@MIL 08/09/2026 02:10PM ET,MIN,6.64
,,,,,,,,,,,,,,,SS,Brayan Rocchio (43793530),Brayan Rocchio,43793530,SS,3600,CLE@CWS 08/09/2026 02:10PM ET,CLE,6.57
,,,,,,,,,,,,,,,2B,Michael Massey (43793522),Michael Massey,43793522,2B,3600,CHC@KC 08/09/2026 02:10PM ET,KC,5.48
,,,,,,,,,,,,,,,1B,Jake Burger (43793427),Jake Burger,43793427,1B,3500,BAL@TEX 08/09/2026 02:35PM ET,TEX,6.86
,,,,,,,,,,,,,,,1B,Rhys Hoskins (43793372),Rhys Hoskins,43793372,1B,3500,CLE@CWS 08/09/2026 02:10PM ET,CLE,5.59
,,,,,,,,,,,,,,,OF,Braden Montgomery (43793675),Braden Montgomery,43793675,OF,3500,CLE@CWS 08/09/2026 02:10PM ET,CWS,6.84
,,,,,,,,,,,,,,,OF,John Rave (43793456),John Rave,43793456,OF,3500,CHC@KC 08/09/2026 02:10PM ET,KC,5.44
,,,,,,,,,,,,,,,SS,Cooper Pratt (43793761),Cooper Pratt,43793761,SS,3500,MIN@MIL 08/09/2026 02:10PM ET,MIL,6.86
,,,,,,,,,,,,,,,1B,Nathaniel Lowe (43793449),Nathaniel Lowe,43793449,1B,3400,CLE@CWS 08/09/2026 02:10PM ET,CLE,6.20
,,,,,,,,,,,,,,,2B/3B,Pedro Ramirez (43793718),Pedro Ramirez,43793718,2B/3B,3400,CHC@KC 08/09/2026 02:10PM ET,CHC,5.52
,,,,,,,,,,,,,,,1B,Josh Bell (43793320),Josh Bell,43793320,1B,3400,MIN@MIL 08/09/2026 02:10PM ET,MIN,7.16
,,,,,,,,,,,,,,,OF,Luis Lara (43793752),Luis Lara,43793752,OF,3400,MIN@MIL 08/09/2026 02:10PM ET,MIL,5.65
,,,,,,,,,,,,,,,SS,Masyn Winn (43793627),Masyn Winn,43793627,SS,3400,COL@STL 08/09/2026 02:15PM ET,STL,6.17
,,,,,,,,,,,,,,,1B,Joc Pederson (43793310),Joc Pederson,43793310,1B,3300,BAL@TEX 08/09/2026 02:35PM ET,TEX,6.49
,,,,,,,,,,,,,,,2B,Chase Meidroth (43793743),Chase Meidroth,43793743,2B,3300,CLE@CWS 08/09/2026 02:10PM ET,CWS,7.01
,,,,,,,,,,,,,,,1B/C,Salvador Perez (43793291),Salvador Perez,43793291,C/1B,3300,CHC@KC 08/09/2026 02:10PM ET,KC,6.06
,,,,,,,,,,,,,,,3B/OF,Jose Fermin (43793432),Jose Fermin,43793432,3B/OF,3300,COL@STL 08/09/2026 02:15PM ET,STL,4.64
,,,,,,,,,,,,,,,OF,Steven Kwan (43793476),Steven Kwan,43793476,OF,3200,CLE@CWS 08/09/2026 02:10PM ET,CLE,5.94
,,,,,,,,,,,,,,,SS,Tyler Tolbert (43793594),Tyler Tolbert,43793594,SS,3200,CHC@KC 08/09/2026 02:10PM ET,KC,5
,,,,,,,,,,,,,,,1B,Andrew Vaughn (43793577),Andrew Vaughn,43793577,1B,3200,MIN@MIL 08/09/2026 02:10PM ET,MIL,6.07
,,,,,,,,,,,,,,,1B/3B,Connor Norby (43793673),Connor Norby,43793673,1B/3B,3200,COL@STL 08/09/2026 02:15PM ET,COL,5.15
,,,,,,,,,,,,,,,2B/SS,Jackson Holliday (43793725),Jackson Holliday,43793725,2B/SS,3100,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.65
,,,,,,,,,,,,,,,C,Joey Bart (43793416),Joey Bart,43793416,C,3100,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.32
,,,,,,,,,,,,,,,OF,Brenton Doyle (43793588),Brenton Doyle,43793588,OF,3100,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.56
,,,,,,,,,,,,,,,2B,Jonathan India (43793415),Jonathan India,43793415,2B,3100,CHC@KC 08/09/2026 02:10PM ET,KC,5.41
,,,,,,,,,,,,,,,3B,David Hamilton (43793453),David Hamilton,43793453,3B,3100,MIN@MIL 08/09/2026 02:10PM ET,MIL,5.56
,,,,,,,,,,,,,,,OF,Luke Keaschall (43793763),Luke Keaschall,43793763,OF,3100,MIN@MIL 08/09/2026 02:10PM ET,MIN,6.66
,,,,,,,,,,,,,,,OF,Evan Carter (43793641),Evan Carter,43793641,OF,3000,BAL@TEX 08/09/2026 02:35PM ET,TEX,5.59
,,,,,,,,,,,,,,,OF,Andrew Benintendi (43793370),Andrew Benintendi,43793370,OF,3000,CLE@CWS 08/09/2026 02:10PM ET,CWS,6.21
,,,,,,,,,,,,,,,OF,Austin Hays (43793404),Austin Hays,43793404,OF,3000,CLE@CWS 08/09/2026 02:10PM ET,CWS,5.08
,,,,,,,,,,,,,,,OF,Matt Shaw (43793760),Matt Shaw,43793760,OF,3000,CHC@KC 08/09/2026 02:10PM ET,CHC,4.93
,,,,,,,,,,,,,,,C,Braxton Fulford (43793694),Braxton Fulford,43793694,C,3000,COL@STL 08/09/2026 02:15PM ET,COL,3
,,,,,,,,,,,,,,,OF,Nathan Church (43793750),Nathan Church,43793750,OF,3000,COL@STL 08/09/2026 02:15PM ET,STL,5.32
,,,,,,,,,,,,,,,3B,Coby Mayo (43793635),Coby Mayo,43793635,3B,2900,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.71
,,,,,,,,,,,,,,,C,Austin Hedges (43793322),Austin Hedges,43793322,C,2900,CLE@CWS 08/09/2026 02:10PM ET,CLE,4.52
,,,,,,,,,,,,,,,OF,Michael Conforto (43793352),Michael Conforto,43793352,OF,2900,CHC@KC 08/09/2026 02:10PM ET,CHC,4.65
,,,,,,,,,,,,,,,3B,Nick Loftin (43793608),Nick Loftin,43793608,3B,2900,CHC@KC 08/09/2026 02:10PM ET,KC,5.66
,,,,,,,,,,,,,,,OF,Akil Baddoo (43793439),Akil Baddoo,43793439,OF,2900,MIN@MIL 08/09/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,SS,Ryan Kreidler (43793459),Ryan Kreidler,43793459,SS,2900,MIN@MIL 08/09/2026 02:10PM ET,MIN,4.74
,,,,,,,,,,,,,,,OF,Bryan Torres (43793422),Bryan Torres,43793422,OF,2900,COL@STL 08/09/2026 02:15PM ET,STL,3.75
,,,,,,,,,,,,,,,C,Elias Diaz (43793303),Elias Diaz,43793303,C,2800,BAL@TEX 08/09/2026 02:35PM ET,TEX,4.24
,,,,,,,,,,,,,,,OF,Leody Taveras (43793425),Leody Taveras,43793425,OF,2800,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.77
,,,,,,,,,,,,,,,OF,Randal Grichuk (43793297),Randal Grichuk,43793297,OF,2800,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.30
,,,,,,,,,,,,,,,OF,Tyrone Taylor (43793344),Tyrone Taylor,43793344,OF,2800,CHC@KC 08/09/2026 02:10PM ET,CHC,4.55
,,,,,,,,,,,,,,,OF,Isaac Collins (43793520),Isaac Collins,43793520,OF,2800,CHC@KC 08/09/2026 02:10PM ET,KC,5.79
,,,,,,,,,,,,,,,OF,Austin Martin (43793506),Austin Martin,43793506,OF,2800,MIN@MIL 08/09/2026 02:10PM ET,MIN,4.84
,,,,,,,,,,,,,,,OF,Sal Frelick (43793661),Sal Frelick,43793661,OF,2800,MIN@MIL 08/09/2026 02:10PM ET,MIL,5.21
,,,,,,,,,,,,,,,OF,Nelson Velazquez (43793489),Nelson Velazquez,43793489,OF,2800,COL@STL 08/09/2026 02:15PM ET,STL,4.24
,,,,,,,,,,,,,,,OF,Everson Pereira (43793568),Everson Pereira,43793568,OF,2800,COL@STL 08/09/2026 02:15PM ET,STL,5.54
,,,,,,,,,,,,,,,OF,Sterlin Thompson (43793639),Sterlin Thompson,43793639,OF,2800,COL@STL 08/09/2026 02:15PM ET,COL,4.44
,,,,,,,,,,,,,,,3B,Kyle Karros (43793766),Kyle Karros,43793766,3B,2800,COL@STL 08/09/2026 02:15PM ET,COL,6.52
,,,,,,,,,,,,,,,3B,Blaze Alexander (43793544),Blaze Alexander,43793544,3B,2700,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.78
,,,,,,,,,,,,,,,OF,Dylan Beavers (43793728),Dylan Beavers,43793728,OF,2700,BAL@TEX 08/09/2026 02:35PM ET,BAL,5.14
,,,,,,,,,,,,,,,OF,Tristan Peters (43793699),Tristan Peters,43793699,OF,2700,CLE@CWS 08/09/2026 02:10PM ET,CWS,5.41
,,,,,,,,,,,,,,,C,Luke Maile (43793301),Luke Maile,43793301,C,2700,CHC@KC 08/09/2026 02:10PM ET,KC,7.4
,,,,,,,,,,,,,,,OF,Matt Wallner (43793454),Matt Wallner,43793454,OF,2700,MIN@MIL 08/09/2026 02:10PM ET,MIN,5.06
,,,,,,,,,,,,,,,3B/SS,Joey Ortiz (43793585),Joey Ortiz,43793585,3B/SS,2700,MIN@MIL 08/09/2026 02:10PM ET,MIL,4.65
,,,,,,,,,,,,,,,2B/OF,Tyler Freeman (43793487),Tyler Freeman,43793487,2B/OF,2700,COL@STL 08/09/2026 02:15PM ET,COL,5.23
,,,,,,,,,,,,,,,3B,Nolan Gorman (43793529),Nolan Gorman,43793529,3B,2700,COL@STL 08/09/2026 02:15PM ET,STL,5.06
,,,,,,,,,,,,,,,2B,Jeremiah Jackson (43793533),Jeremiah Jackson,43793533,2B,2600,BAL@TEX 08/09/2026 02:35PM ET,BAL,4.74
,,,,,,,,,,,,,,,2B/OF,Cam Cauley (43793681),Cam Cauley,43793681,2B/OF,2600,BAL@TEX 08/09/2026 02:35PM ET,TEX,3.17
,,,,,,,,,,,,,,,OF,Blake Perkins (43793406),Blake Perkins,43793406,OF,2600,CLE@CWS 08/09/2026 02:10PM ET,CLE,2.69
,,,,,,,,,,,,,,,1B,Kyle Manzardo (43793686),Kyle Manzardo,43793686,1B,2600,CLE@CWS 08/09/2026 02:10PM ET,CLE,5.48
,,,,,,,,,,,,,,,OF,Brooks Baldwin (43793708),Brooks Baldwin,43793708,OF,2600,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,3B,Josh Rojas (43793426),Josh Rojas,43793426,3B,2600,CHC@KC 08/09/2026 02:10PM ET,KC,3.59
,,,,,,,,,,,,,,,C,Miguel Amaya (43793434),Miguel Amaya,43793434,C,2600,CHC@KC 08/09/2026 02:10PM ET,CHC,4.75
,,,,,,,,,,,,,,,1B/C,Victor Caratini (43793361),Victor Caratini,43793361,C/1B,2600,MIN@MIL 08/09/2026 02:10PM ET,MIN,5.20
,,,,,,,,,,,,,,,OF,Brandon Lockridge (43793540),Brandon Lockridge,43793540,OF,2600,MIN@MIL 08/09/2026 02:10PM ET,MIL,5.9
,,,,,,,,,,,,,,,3B,Ramon Urias (43793318),Ramon Urias,43793318,3B,2600,COL@STL 08/09/2026 02:15PM ET,STL,3.8
,,,,,,,,,,,,,,,OF,Troy Johnston (43793597),Troy Johnston,43793597,OF,2600,COL@STL 08/09/2026 02:15PM ET,COL,5.80
,,,,,,,,,,,,,,,OF,Tyler O'Neill (43793363),Tyler O'Neill,43793363,OF,2500,BAL@TEX 08/09/2026 02:35PM ET,BAL,4.81
,,,,,,,,,,,,,,,C,Danny Jansen (43793366),Danny Jansen,43793366,C,2500,BAL@TEX 08/09/2026 02:35PM ET,TEX,4.58
,,,,,,,,,,,,,,,2B/SS,Nicky Lopez (43793444),Nicky Lopez,43793444,2B/SS,2500,BAL@TEX 08/09/2026 02:35PM ET,TEX,4.33
,,,,,,,,,,,,,,,OF,Tyler Black (43793672),Tyler Black,43793672,OF,2500,MIN@MIL 08/09/2026 02:10PM ET,MIL,6.11
,,,,,,,,,,,,,,,SS,Ezequiel Tovar (43793573),Ezequiel Tovar,43793573,SS,2500,COL@STL 08/09/2026 02:15PM ET,COL,5.14
,,,,,,,,,,,,,,,C,Jimmy Crooks (43793736),Jimmy Crooks,43793736,C,2500,COL@STL 08/09/2026 02:15PM ET,STL,3.82
,,,,,,,,,,,,,,,C,Yohel Pozo (43793376),Yohel Pozo,43793376,C,2400,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.5
,,,,,,,,,,,,,,,OF,Alejandro Osuna (43793653),Alejandro Osuna,43793653,OF,2400,BAL@TEX 08/09/2026 02:35PM ET,TEX,4.49
,,,,,,,,,,,,,,,OF,David Fry (43793541),David Fry,43793541,OF,2400,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.32
,,,,,,,,,,,,,,,C,Drew Romo (43793630),Drew Romo,43793630,C,2400,CLE@CWS 08/09/2026 02:10PM ET,CWS,3.83
,,,,,,,,,,,,,,,2B,Angel Genao (43793722),Angel Genao,43793722,2B,2400,CLE@CWS 08/09/2026 02:10PM ET,CLE,10
,,,,,,,,,,,,,,,C,Brett Sullivan (43793395),Brett Sullivan,43793395,C,2400,COL@STL 08/09/2026 02:15PM ET,COL,4.12
,,,,,,,,,,,,,,,3B,Blaze Jordan (43793633),Blaze Jordan,43793633,3B,2400,COL@STL 08/09/2026 02:15PM ET,STL,5.14
,,,,,,,,,,,,,,,C,Kyle Higashioka (43793293),Kyle Higashioka,43793293,C,2300,BAL@TEX 08/09/2026 02:35PM ET,TEX,4.88
,,,,,,,,,,,,,,,1B,Ryan Mountcastle (43793405),Ryan Mountcastle,43793405,1B,2300,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.25
,,,,,,,,,,,,,,,OF,Colton Cowser (43793660),Colton Cowser,43793660,OF,2300,BAL@TEX 08/09/2026 02:35PM ET,BAL,4.28
,,,,,,,,,,,,,,,C,Patrick Bailey (43793503),Patrick Bailey,43793503,C,2300,CLE@CWS 08/09/2026 02:10PM ET,CLE,4
,,,,,,,,,,,,,,,OF,Starling Marte (43793299),Starling Marte,43793299,OF,2300,CHC@KC 08/09/2026 02:10PM ET,KC,3.78
,,,,,,,,,,,,,,,OF,Justin Dean (43793549),Justin Dean,43793549,OF,2300,CHC@KC 08/09/2026 02:10PM ET,CHC,2.06
,,,,,,,,,,,,,,,OF,Kevin Alcantara (43793607),Kevin Alcantara,43793607,OF,2300,CHC@KC 08/09/2026 02:10PM ET,CHC,2.2
,,,,,,,,,,,,,,,1B/C,Alex Jackson (43793377),Alex Jackson,43793377,C/1B,2300,MIN@MIL 08/09/2026 02:10PM ET,MIN,4.04
,,,,,,,,,,,,,,,C,Bo Naylor (43793532),Bo Naylor,43793532,C,2300,MIN@MIL 08/09/2026 02:10PM ET,MIL,3.14
,,,,,,,,,,,,,,,2B,Edouard Julien (43793504),Edouard Julien,43793504,2B,2300,COL@STL 08/09/2026 02:15PM ET,COL,4.66
,,,,,,,,,,,,,,,C,Pedro Pages (43793518),Pedro Pages,43793518,C,2300,COL@STL 08/09/2026 02:15PM ET,STL,3.34
,,,,,,,,,,,,,,,C,Austin Wynns (43793351),Austin Wynns,43793351,C,2200,BAL@TEX 08/09/2026 02:35PM ET,TEX,1.79
,,,,,,,,,,,,,,,SS,Luisangel Acuna (43793620),Luisangel Acuna,43793620,SS,2200,CLE@CWS 08/09/2026 02:10PM ET,CWS,3.68
,,,,,,,,,,,,,,,OF,Petey Halpin (43793628),Petey Halpin,43793628,OF,2200,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.96
,,,,,,,,,,,,,,,OF,Kahlil Watson (43793659),Kahlil Watson,43793659,OF,2200,CLE@CWS 08/09/2026 02:10PM ET,CLE,6.18
,,,,,,,,,,,,,,,OF,Kyle Isbel (43793474),Kyle Isbel,43793474,OF,2200,CHC@KC 08/09/2026 02:10PM ET,KC,4.54
,,,,,,,,,,,,,,,SS,Tristan Gray (43793390),Tristan Gray,43793390,SS,2200,MIN@MIL 08/09/2026 02:10PM ET,MIN,4.20
,,,,,,,,,,,,,,,OF,Jordan Beck (43793596),Jordan Beck,43793596,OF,2200,COL@STL 08/09/2026 02:15PM ET,COL,4.18
,,,,,,,,,,,,,,,3B,Cesar Prieto (43793717),Cesar Prieto,43793717,3B,2200,COL@STL 08/09/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,OF,Victor Scott II (43793745),Victor Scott II,43793745,OF,2200,COL@STL 08/09/2026 02:15PM ET,STL,4.08
,,,,,,,,,,,,,,,C,Carlos Narvaez (43793431),Carlos Narvaez,43793431,C,2100,BAL@TEX 08/09/2026 02:35PM ET,BAL,3.47
,,,,,,,,,,,,,,,OF,Junior Perez (43793526),Junior Perez,43793526,OF,2100,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.86
,,,,,,,,,,,,,,,3B/OF,Tanner Murray (43793615),Tanner Murray,43793615,3B/OF,2100,CLE@CWS 08/09/2026 02:10PM ET,CWS,3.15
,,,,,,,,,,,,,,,OF,Rikuu Nishida (43793771),Rikuu Nishida,43793771,OF,2100,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.58
,,,,,,,,,,,,,,,OF,Gabriel Gonzalez (43793716),Gabriel Gonzalez,43793716,OF,2100,MIN@MIL 08/09/2026 02:10PM ET,MIN,9
,,,,,,,,,,,,,,,OF,Alan Roden (43793737),Alan Roden,43793737,OF,2100,MIN@MIL 08/09/2026 02:10PM ET,MIN,3.43
,,,,,,,,,,,,,,,C,Chadwick Tromp (43793371),Chadwick Tromp,43793371,C,2000,BAL@TEX 08/09/2026 02:35PM ET,BAL,1.81
,,,,,,,,,,,,,,,OF,Heston Kjerstad (43793502),Heston Kjerstad,43793502,OF,2000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0
,,,,,,,,,,,,,,,OF,Michael Helman (43793543),Michael Helman,43793543,OF,2000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.53
,,,,,,,,,,,,,,,C,Logan O'Hoppe (43793554),Logan O'Hoppe,43793554,C,2000,BAL@TEX 08/09/2026 02:35PM ET,TEX,4.23
,,,,,,,,,,,,,,,OF,Rece Hinds (43793581),Rece Hinds,43793581,OF,2000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.77
,,,,,,,,,,,,,,,2B,Cody Freeman (43793587),Cody Freeman,43793587,2B,2000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.29
,,,,,,,,,,,,,,,OF,Christian Franklin (43793671),Christian Franklin,43793671,OF,2000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.8
,,,,,,,,,,,,,,,OF,Reed Trimble (43793680),Reed Trimble,43793680,OF,2000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0
,,,,,,,,,,,,,,,3B/OF,Daniel Schneemann (43793556),Daniel Schneemann,43793556,3B/OF,2000,CLE@CWS 08/09/2026 02:10PM ET,CLE,4.94
,,,,,,,,,,,,,,,C,Edgar Quero (43793657),Edgar Quero,43793657,C,2000,CLE@CWS 08/09/2026 02:10PM ET,CWS,3.40
,,,,,,,,,,,,,,,1B/OF,CJ Kayfus (43793767),CJ Kayfus,43793767,1B/OF,2000,CLE@CWS 08/09/2026 02:10PM ET,CLE,4.33
,,,,,,,,,,,,,,,OF,Cooper Ingle (43793769),Cooper Ingle,43793769,OF,2000,CLE@CWS 08/09/2026 02:10PM ET,CLE,2.57
,,,,,,,,,,,,,,,1B/OF,Tyler Austin (43793311),Tyler Austin,43793311,1B/OF,2000,CHC@KC 08/09/2026 02:10PM ET,CHC,0
,,,,,,,,,,,,,,,OF,Matthew Lugo (43793583),Matthew Lugo,43793583,OF,2000,CHC@KC 08/09/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,2B/3B,James Triantos (43793684),James Triantos,43793684,2B/3B,2000,CHC@KC 08/09/2026 02:10PM ET,CHC,1.25
,,,,,,,,,,,,,,,OF,Kyler Fedko (43793617),Kyler Fedko,43793617,OF,2000,MIN@MIL 08/09/2026 02:10PM ET,MIN,0.57
,,,,,,,,,,,,,,,OF,Emmanuel Rodriguez (43793655),Emmanuel Rodriguez,43793655,OF,2000,MIN@MIL 08/09/2026 02:10PM ET,MIN,0
,,,,,,,,,,,,,,,C,Jeferson Quero (43793658),Jeferson Quero,43793658,C,2000,MIN@MIL 08/09/2026 02:10PM ET,MIL,2
,,,,,,,,,,,,,,,OF,Hendry Mendez (43793713),Hendry Mendez,43793713,OF,2000,MIN@MIL 08/09/2026 02:10PM ET,MIN,0
,,,,,,,,,,,,,,,SS,Kaelen Culpepper (43793776),Kaelen Culpepper,43793776,SS,2000,MIN@MIL 08/09/2026 02:10PM ET,MIN,11
,,,,,,,,,,,,,,,3B/OF,Kris Bryant (43793313),Kris Bryant,43793313,3B/OF,2000,COL@STL 08/09/2026 02:15PM ET,COL,0
,,,,,,,,,,,,,,,2B/3B,Chad Stevens (43793507),Chad Stevens,43793507,2B/3B,2000,COL@STL 08/09/2026 02:15PM ET,COL,1.31
,,,,,,,,,,,,,,,2B,Ryan Ritter (43793604),Ryan Ritter,43793604,2B,2000,COL@STL 08/09/2026 02:15PM ET,COL,0.83
,,,,,,,,,,,,,,,OF,Zac Veen (43793623),Zac Veen,43793623,OF,2000,COL@STL 08/09/2026 02:15PM ET,COL,0
,,,,,,,,,,,,,,,2B/OF,Thomas Saggese (43793643),Thomas Saggese,43793643,2B/OF,2000,COL@STL 08/09/2026 02:15PM ET,STL,3.16
,,,,,,,,,,,,,,,2B,Adael Amador (43793654),Adael Amador,43793654,2B,2000,COL@STL 08/09/2026 02:15PM ET,COL,0
,,,,,,,,,,,,,,,OF,Joshua Baez (43793666),Joshua Baez,43793666,OF,2000,COL@STL 08/09/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,C,Leo Bernal (43793724),Leo Bernal,43793724,C,2000,COL@STL 08/09/2026 02:15PM ET,STL,0
