Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5222785878,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,1. Column A lists all of your contest entries for this draftgroup
5222795178,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,2. Your current lineup is listed next to each entry (blank for reservations)
5222795179,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5222795180,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5222795181,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,5. For faster processing only include entries you are changing in the file you upload
5222795182,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,
5222795183,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Craig Yoho (43859941),Craig Yoho,43859941,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,3.07
,,,,,,,,,,,,,,,RP,Matt Festa (43859942),Matt Festa,43859942,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,2.66
,,,,,,,,,,,,,,,RP,Trent Harris (43859944),Trent Harris,43859944,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,1.07
,,,,,,,,,,,,,,,3B,Bryson Stott (43859416),Bryson Stott,43859416,3B,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,7.61
,,,,,,,,,,,,,,,RP,Jack Ralston (43859796),Jack Ralston,43859796,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Will Kempner (43859809),Will Kempner,43859809,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,4.82
,,,,,,,,,,,,,,,RP,Michael Petersen (43859825),Michael Petersen,43859825,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,3.60
,,,,,,,,,,,,,,,RP,Brooks Raley (43859845),Brooks Raley,43859845,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,3.20
,,,,,,,,,,,,,,,RP,Grant Holman (43859847),Grant Holman,43859847,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Kyle Backhus (43859852),Kyle Backhus,43859852,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,2.44
,,,,,,,,,,,,,,,RP,Wikelman Gonzalez (43859859),Wikelman Gonzalez,43859859,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Anthony Bender (43859865),Anthony Bender,43859865,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,3.48
,,,,,,,,,,,,,,,RP,Josh White (43859876),Josh White,43859876,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,-10.1
,,,,,,,,,,,,,,,RP,Tim Mayza (43859879),Tim Mayza,43859879,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,3.47
,,,,,,,,,,,,,,,RP,Orion Kerkering (43859880),Orion Kerkering,43859880,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,3.13
,,,,,,,,,,,,,,,RP,Josh Ekness (43859885),Josh Ekness,43859885,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,2.89
,,,,,,,,,,,,,,,RP,John King (43859888),John King,43859888,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,2.58
,,,,,,,,,,,,,,,RP,Tanner Banks (43859897),Tanner Banks,43859897,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,1.73
,,,,,,,,,,,,,,,RP,Ronny Henriquez (43859899),Ronny Henriquez,43859899,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Jose Alvarado (43859900),Jose Alvarado,43859900,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,2.28
,,,,,,,,,,,,,,,RP,Calvin Faucher (43859909),Calvin Faucher,43859909,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,3.09
,,,,,,,,,,,,,,,RP,Pete Fairbanks (43859911),Pete Fairbanks,43859911,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,3.05
,,,,,,,,,,,,,,,RP,Cade Gibson (43859913),Cade Gibson,43859913,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,2.24
,,,,,,,,,,,,,,,RP,Andrew Nardi (43859914),Andrew Nardi,43859914,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,2.85
,,,,,,,,,,,,,,,RP,Chase Shugart (43859917),Chase Shugart,43859917,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,3.47
,,,,,,,,,,,,,,,RP,Brandan Bidois (43859921),Brandan Bidois,43859921,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,2.27
,,,,,,,,,,,,,,,RP,Jonathan Bowlan (43859929),Jonathan Bowlan,43859929,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,3.46
,,,,,,,,,,,,,,,RP,Tyler Zuber (43859931),Tyler Zuber,43859931,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,2.98
,,,,,,,,,,,,,,,RP,Zach Brzykcy (43859932),Zach Brzykcy,43859932,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,2.88
,,,,,,,,,,,,,,,RP,Max Lazar (43859938),Max Lazar,43859938,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,1.9
,,,,,,,,,,,,,,,RP,Victor Vodnik (43859945),Victor Vodnik,43859945,P,4000,MIA@PHI 08/18/2026 06:40PM ET,MIA,2.02
,,,,,,,,,,,,,,,RP,Jhoan Duran (43859948),Jhoan Duran,43859948,P,4000,MIA@PHI 08/18/2026 06:40PM ET,PHI,3.84
,,,,,,,,,,,,,,,2B,Gleyber Torres (43859417),Gleyber Torres,43859417,2B,4000,DET@PIT 08/18/2026 06:40PM ET,DET,7.78
,,,,,,,,,,,,,,,OF,Jake Mangum (43859418),Jake Mangum,43859418,OF,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,6.73
,,,,,,,,,,,,,,,1B,Spencer Torkelson (43859420),Spencer Torkelson,43859420,1B,4000,DET@PIT 08/18/2026 06:40PM ET,DET,6.62
,,,,,,,,,,,,,,,SP,River Ryan (43859795),River Ryan,43859795,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,SP,Jake Miller (43859801),Jake Miller,43859801,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Khristian Curtis (43859802),Khristian Curtis,43859802,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,16.85
,,,,,,,,,,,,,,,RP,Tanner Rainey (43859810),Tanner Rainey,43859810,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,4.42
,,,,,,,,,,,,,,,RP,Tyler Holton (43859812),Tyler Holton,43859812,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,2.61
,,,,,,,,,,,,,,,RP,Beau Brieske (43859819),Beau Brieske,43859819,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,1.9
,,,,,,,,,,,,,,,SP,Noah Murdock (43859826),Noah Murdock,43859826,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,5.58
,,,,,,,,,,,,,,,RP,Will Vest (43859829),Will Vest,43859829,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,2.44
,,,,,,,,,,,,,,,RP,Yohan Ramirez (43859837),Yohan Ramirez,43859837,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,4.61
,,,,,,,,,,,,,,,RP,Bailey Horn (43859853),Bailey Horn,43859853,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Brenan Hanifee (43859864),Brenan Hanifee,43859864,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,1.08
,,,,,,,,,,,,,,,RP,Burch Smith (43859867),Burch Smith,43859867,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,3.94
,,,,,,,,,,,,,,,RP,Luke Weaver (43859881),Luke Weaver,43859881,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,3.54
,,,,,,,,,,,,,,,RP,Sean Guenther (43859883),Sean Guenther,43859883,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Brant Hurter (43859889),Brant Hurter,43859889,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,3.63
,,,,,,,,,,,,,,,RP,Enmanuel De Jesus (43859890),Enmanuel De Jesus,43859890,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,3.94
,,,,,,,,,,,,,,,RP,Ricky Vanasco (43859891),Ricky Vanasco,43859891,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,-2.35
,,,,,,,,,,,,,,,RP,Kirby Yates (43859904),Kirby Yates,43859904,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,3.00
,,,,,,,,,,,,,,,RP,Camilo Doval (43859906),Camilo Doval,43859906,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,2.49
,,,,,,,,,,,,,,,RP,Kyle Finnegan (43859922),Kyle Finnegan,43859922,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,2.21
,,,,,,,,,,,,,,,RP,Drew Sommers (43859923),Drew Sommers,43859923,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,3.06
,,,,,,,,,,,,,,,RP,Gregory Soto (43859924),Gregory Soto,43859924,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,3.51
,,,,,,,,,,,,,,,RP,Brandon Eisert (43859930),Brandon Eisert,43859930,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,2.76
,,,,,,,,,,,,,,,RP,Mason Montgomery (43859933),Mason Montgomery,43859933,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,4.20
,,,,,,,,,,,,,,,RP,Evan Sisk (43859937),Evan Sisk,43859937,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,3.61
,,,,,,,,,,,,,,,RP,Jacob Waguespack (43859947),Jacob Waguespack,43859947,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,3.65
,,,,,,,,,,,,,,,RP,Isaac Mattson (43859949),Isaac Mattson,43859949,P,4000,DET@PIT 08/18/2026 06:40PM ET,PIT,2.03
,,,,,,,,,,,,,,,RP,Kenley Jansen (43859952),Kenley Jansen,43859952,P,4000,DET@PIT 08/18/2026 06:40PM ET,DET,3.07
,,,,,,,,,,,,,,,OF,Heliot Ramos (43859423),Heliot Ramos,43859423,OF,3900,NYY@BAL 08/18/2026 06:35PM ET,NYY,6.51
,,,,,,,,,,,,,,,1B/OF,Spencer Steer (43859568),Spencer Steer,43859568,1B/OF,3900,STL@CIN 08/18/2026 06:40PM ET,CIN,6.84
,,,,,,,,,,,,,,,1B/3B,Kazuma Okamoto (43859426),Kazuma Okamoto,43859426,1B/3B,3900,TOR@TB 08/18/2026 06:40PM ET,TOR,7.24
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43859570),Vladimir Guerrero Jr.,43859570,1B,3900,TOR@TB 08/18/2026 06:40PM ET,TOR,6.76
,,,,,,,,,,,,,,,OF,Chase DeLauter (43859422),Chase DeLauter,43859422,OF,3900,SF@CLE 08/18/2026 06:40PM ET,CLE,7.81
,,,,,,,,,,,,,,,OF,Jung Hoo Lee (43859425),Jung Hoo Lee,43859425,OF,3900,SF@CLE 08/18/2026 06:40PM ET,SF,7.14
,,,,,,,,,,,,,,,2B,Xavier Edwards (43859421),Xavier Edwards,43859421,2B,3900,MIA@PHI 08/18/2026 06:40PM ET,MIA,7.33
,,,,,,,,,,,,,,,OF,Heriberto Hernandez (43859424),Heriberto Hernandez,43859424,OF,3900,MIA@PHI 08/18/2026 06:40PM ET,MIA,6.88
,,,,,,,,,,,,,,,2B,Jackson Holliday (43859428),Jackson Holliday,43859428,2B,3800,NYY@BAL 08/18/2026 06:35PM ET,BAL,5.88
,,,,,,,,,,,,,,,OF,Jasson Dominguez (43859571),Jasson Dominguez,43859571,OF,3800,NYY@BAL 08/18/2026 06:35PM ET,NYY,6.24
,,,,,,,,,,,,,,,OF,Victor Mesa Jr. (43859429),Victor Mesa Jr.,43859429,OF,3800,TOR@TB 08/18/2026 06:40PM ET,TB,6.07
,,,,,,,,,,,,,,,3B/OF,Addison Barger (43859572),Addison Barger,43859572,3B/OF,3800,TOR@TB 08/18/2026 06:40PM ET,TOR,2.56
,,,,,,,,,,,,,,,C,J.T. Realmuto (43859430),J.T. Realmuto,43859430,C,3800,MIA@PHI 08/18/2026 06:40PM ET,PHI,5.69
,,,,,,,,,,,,,,,1B,Spencer Horwitz (43859431),Spencer Horwitz,43859431,1B,3800,DET@PIT 08/18/2026 06:40PM ET,PIT,6.75
,,,,,,,,,,,,,,,2B/SS,Jose Caballero (43859433),Jose Caballero,43859433,2B/SS,3700,NYY@BAL 08/18/2026 06:35PM ET,NYY,6.89
,,,,,,,,,,,,,,,3B,Eugenio Suarez (43859437),Eugenio Suarez,43859437,3B,3700,STL@CIN 08/18/2026 06:40PM ET,CIN,6.47
,,,,,,,,,,,,,,,OF,Angel Martinez (43859432),Angel Martinez,43859432,OF,3700,SF@CLE 08/18/2026 06:40PM ET,CLE,6.45
,,,,,,,,,,,,,,,1B,Bryce Eldridge (43859436),Bryce Eldridge,43859436,1B,3700,SF@CLE 08/18/2026 06:40PM ET,SF,7
,,,,,,,,,,,,,,,OF,Max Clark (43859435),Max Clark,43859435,OF,3700,DET@PIT 08/18/2026 06:40PM ET,DET,7.12
,,,,,,,,,,,,,,,2B/SS,Ben Williamson (43859574),Ben Williamson,43859574,2B/SS,3600,TOR@TB 08/18/2026 06:40PM ET,TB,5.08
,,,,,,,,,,,,,,,SS,Willy Adames (43859439),Willy Adames,43859439,SS,3600,SF@CLE 08/18/2026 06:40PM ET,SF,6.92
,,,,,,,,,,,,,,,OF,Esteury Ruiz (43859438),Esteury Ruiz,43859438,OF,3600,MIA@PHI 08/18/2026 06:40PM ET,MIA,5.76
,,,,,,,,,,,,,,,1B/3B,Alec Bohm (43859440),Alec Bohm,43859440,1B/3B,3600,MIA@PHI 08/18/2026 06:40PM ET,PHI,6.46
,,,,,,,,,,,,,,,1B,Paul Goldschmidt (43859448),Paul Goldschmidt,43859448,1B,3500,NYY@BAL 08/18/2026 06:35PM ET,NYY,6.64
,,,,,,,,,,,,,,,SS,Masyn Winn (43859446),Masyn Winn,43859446,SS,3500,STL@CIN 08/18/2026 06:40PM ET,STL,6.05
,,,,,,,,,,,,,,,2B,Richie Palacios (43859447),Richie Palacios,43859447,2B,3500,TOR@TB 08/18/2026 06:40PM ET,TB,5.78
,,,,,,,,,,,,,,,OF,Jo Adell (43859444),Jo Adell,43859444,OF,3500,SF@CLE 08/18/2026 06:40PM ET,CLE,6.67
,,,,,,,,,,,,,,,C,Agustin Ramirez (43859445),Agustin Ramirez,43859445,C,3500,MIA@PHI 08/18/2026 06:40PM ET,MIA,6.48
,,,,,,,,,,,,,,,2B/3B,Nick Gonzales (43859442),Nick Gonzales,43859442,2B/3B,3500,DET@PIT 08/18/2026 06:40PM ET,PIT,7.14
,,,,,,,,,,,,,,,3B,Coby Mayo (43859450),Coby Mayo,43859450,3B,3400,NYY@BAL 08/18/2026 06:35PM ET,BAL,5.88
,,,,,,,,,,,,,,,SS,George Lombard Jr. (43859453),George Lombard Jr.,43859453,SS,3400,NYY@BAL 08/18/2026 06:35PM ET,NYY,7.36
,,,,,,,,,,,,,,,C,Alejandro Kirk (43859449),Alejandro Kirk,43859449,C,3400,TOR@TB 08/18/2026 06:40PM ET,TOR,5.84
,,,,,,,,,,,,,,,2B,Osleivis Basabe (43859451),Osleivis Basabe,43859451,2B,3400,SF@CLE 08/18/2026 06:40PM ET,SF,6.69
,,,,,,,,,,,,,,,1B,Rhys Hoskins (43859452),Rhys Hoskins,43859452,1B,3400,SF@CLE 08/18/2026 06:40PM ET,CLE,5.37
,,,,,,,,,,,,,,,OF,Bryan De La Cruz (43859454),Bryan De La Cruz,43859454,OF,3400,MIA@PHI 08/18/2026 06:40PM ET,PHI,5.06
,,,,,,,,,,,,,,,OF,Leody Taveras (43859461),Leody Taveras,43859461,OF,3300,NYY@BAL 08/18/2026 06:35PM ET,BAL,5.89
,,,,,,,,,,,,,,,3B/OF,Jose Fermin (43859455),Jose Fermin,43859455,3B/OF,3300,STL@CIN 08/18/2026 06:40PM ET,STL,4.60
,,,,,,,,,,,,,,,C,Tyler Stephenson (43859459),Tyler Stephenson,43859459,C,3300,STL@CIN 08/18/2026 06:40PM ET,CIN,5.80
,,,,,,,,,,,,,,,SS,Taylor Walls (43859460),Taylor Walls,43859460,SS,3300,TOR@TB 08/18/2026 06:40PM ET,TB,5.62
,,,,,,,,,,,,,,,2B,Ernie Clement (43859463),Ernie Clement,43859463,2B,3300,TOR@TB 08/18/2026 06:40PM ET,TOR,6.27
,,,,,,,,,,,,,,,1B/OF,Griffin Conine (43859457),Griffin Conine,43859457,1B/OF,3300,MIA@PHI 08/18/2026 06:40PM ET,MIA,6.95
,,,,,,,,,,,,,,,OF,Jakob Marsee (43859462),Jakob Marsee,43859462,OF,3300,MIA@PHI 08/18/2026 06:40PM ET,MIA,6.28
,,,,,,,,,,,,,,,OF,Spencer Jones (43859465),Spencer Jones,43859465,OF,3200,NYY@BAL 08/18/2026 06:35PM ET,NYY,5.24
,,,,,,,,,,,,,,,OF,Nathan Church (43859468),Nathan Church,43859468,OF,3200,STL@CIN 08/18/2026 06:40PM ET,STL,5.19
,,,,,,,,,,,,,,,2B/3B,Shay Whitcomb (43859576),Shay Whitcomb,43859576,2B/3B,3200,SF@CLE 08/18/2026 06:40PM ET,SF,2.29
,,,,,,,,,,,,,,,3B,Colt Keith (43859464),Colt Keith,43859464,3B,3200,DET@PIT 08/18/2026 06:40PM ET,DET,5.32
,,,,,,,,,,,,,,,1B/C,Rafael Flores Jr. (43859466),Rafael Flores Jr.,43859466,C/1B,3200,DET@PIT 08/18/2026 06:40PM ET,PIT,6.82
,,,,,,,,,,,,,,,OF/SS,Javier Baez (43859469),Javier Baez,43859469,SS/OF,3200,DET@PIT 08/18/2026 06:40PM ET,DET,5.68
,,,,,,,,,,,,,,,OF,Kerry Carpenter (43859578),Kerry Carpenter,43859578,OF,3200,DET@PIT 08/18/2026 06:40PM ET,DET,5.27
,,,,,,,,,,,,,,,SS,Konnor Griffin (43859579),Konnor Griffin,43859579,SS,3200,DET@PIT 08/18/2026 06:40PM ET,PIT,8.66
,,,,,,,,,,,,,,,OF,Dylan Beavers (43859478),Dylan Beavers,43859478,OF,3100,NYY@BAL 08/18/2026 06:35PM ET,BAL,5.16
,,,,,,,,,,,,,,,OF,Max Schuemann (43859580),Max Schuemann,43859580,OF,3100,NYY@BAL 08/18/2026 06:35PM ET,NYY,3.98
,,,,,,,,,,,,,,,2B,Matt McLain (43859476),Matt McLain,43859476,2B,3100,STL@CIN 08/18/2026 06:40PM ET,CIN,5.93
,,,,,,,,,,,,,,,OF,Everson Pereira (43859479),Everson Pereira,43859479,OF,3100,STL@CIN 08/18/2026 06:40PM ET,STL,5.14
,,,,,,,,,,,,,,,SS,Andres Gimenez (43859471),Andres Gimenez,43859471,SS,3100,TOR@TB 08/18/2026 06:40PM ET,TOR,5.62
,,,,,,,,,,,,,,,1B/OF,Ryan Vilade (43859473),Ryan Vilade,43859473,1B/OF,3100,TOR@TB 08/18/2026 06:40PM ET,TB,5.80
,,,,,,,,,,,,,,,OF,Nathan Lukes (43859481),Nathan Lukes,43859481,OF,3100,TOR@TB 08/18/2026 06:40PM ET,TOR,4.97
,,,,,,,,,,,,,,,C,Austin Hedges (43859475),Austin Hedges,43859475,C,3100,SF@CLE 08/18/2026 06:40PM ET,CLE,4.48
,,,,,,,,,,,,,,,C/OF,Jesus Rodriguez (43859581),Jesus Rodriguez,43859581,C/OF,3100,SF@CLE 08/18/2026 06:40PM ET,SF,4.68
,,,,,,,,,,,,,,,3B,Javier Sanoja (43859472),Javier Sanoja,43859472,3B,3100,MIA@PHI 08/18/2026 06:40PM ET,MIA,5.39
,,,,,,,,,,,,,,,OF,Justin Crawford (43859477),Justin Crawford,43859477,OF,3100,MIA@PHI 08/18/2026 06:40PM ET,PHI,5.19
,,,,,,,,,,,,,,,OF,Ronny Simon (43859480),Ronny Simon,43859480,OF,3100,DET@PIT 08/18/2026 06:40PM ET,PIT,5.56
,,,,,,,,,,,,,,,OF,Tyler O'Neill (43859483),Tyler O'Neill,43859483,OF,3000,NYY@BAL 08/18/2026 06:35PM ET,BAL,4.96
,,,,,,,,,,,,,,,3B,Amed Rosario (43859484),Amed Rosario,43859484,3B,3000,NYY@BAL 08/18/2026 06:35PM ET,NYY,4.75
,,,,,,,,,,,,,,,OF,Noelvi Marte (43859487),Noelvi Marte,43859487,OF,3000,STL@CIN 08/18/2026 06:40PM ET,CIN,4.56
,,,,,,,,,,,,,,,OF,Joshua Baez (43859488),Joshua Baez,43859488,OF,3000,STL@CIN 08/18/2026 06:40PM ET,STL,12.5
,,,,,,,,,,,,,,,OF,Blake Dunn (43859586),Blake Dunn,43859586,OF,3000,STL@CIN 08/18/2026 06:40PM ET,CIN,6.87
,,,,,,,,,,,,,,,C,Nick Fortes (43859486),Nick Fortes,43859486,C,3000,TOR@TB 08/18/2026 06:40PM ET,TB,4.53
,,,,,,,,,,,,,,,OF,Jesus Sanchez (43859492),Jesus Sanchez,43859492,OF,3000,TOR@TB 08/18/2026 06:40PM ET,TOR,5.11
,,,,,,,,,,,,,,,OF,Gavin Lux (43859587),Gavin Lux,43859587,OF,3000,TOR@TB 08/18/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,1B,Nathaniel Lowe (43859482),Nathaniel Lowe,43859482,1B,3000,SF@CLE 08/18/2026 06:40PM ET,CLE,6.15
,,,,,,,,,,,,,,,OF,Steven Kwan (43859485),Steven Kwan,43859485,OF,3000,SF@CLE 08/18/2026 06:40PM ET,CLE,6.07
,,,,,,,,,,,,,,,OF,Drew Gilbert (43859490),Drew Gilbert,43859490,OF,3000,SF@CLE 08/18/2026 06:40PM ET,SF,4.75
,,,,,,,,,,,,,,,C,Daniel Susac (43859585),Daniel Susac,43859585,C,3000,SF@CLE 08/18/2026 06:40PM ET,SF,4.62
,,,,,,,,,,,,,,,OF,Owen Caissie (43859491),Owen Caissie,43859491,OF,3000,MIA@PHI 08/18/2026 06:40PM ET,MIA,5.99
,,,,,,,,,,,,,,,SS,Jacob Gonzalez (43859489),Jacob Gonzalez,43859489,SS,3000,DET@PIT 08/18/2026 06:40PM ET,PIT,5.12
,,,,,,,,,,,,,,,1B/OF,Tyler Callihan (43859583),Tyler Callihan,43859583,1B/OF,3000,DET@PIT 08/18/2026 06:40PM ET,PIT,4.5
,,,,,,,,,,,,,,,2B/OF,Jeremiah Jackson (43859497),Jeremiah Jackson,43859497,2B/OF,2900,NYY@BAL 08/18/2026 06:35PM ET,BAL,4.39
,,,,,,,,,,,,,,,SS,Anthony Volpe (43859588),Anthony Volpe,43859588,SS,2900,NYY@BAL 08/18/2026 06:35PM ET,NYY,5.48
,,,,,,,,,,,,,,,OF,Bryan Torres (43859499),Bryan Torres,43859499,OF,2900,STL@CIN 08/18/2026 06:40PM ET,STL,3.71
,,,,,,,,,,,,,,,3B,Nolan Gorman (43859590),Nolan Gorman,43859590,3B,2900,STL@CIN 08/18/2026 06:40PM ET,STL,5.06
,,,,,,,,,,,,,,,OF,Victor Bericoto (43859501),Victor Bericoto,43859501,OF,2900,SF@CLE 08/18/2026 06:40PM ET,SF,4.89
,,,,,,,,,,,,,,,1B,Kyle Manzardo (43859589),Kyle Manzardo,43859589,1B,2900,SF@CLE 08/18/2026 06:40PM ET,CLE,5.48
,,,,,,,,,,,,,,,OF/SS,Edmundo Sosa (43859493),Edmundo Sosa,43859493,SS/OF,2900,MIA@PHI 08/18/2026 06:40PM ET,PHI,4.91
,,,,,,,,,,,,,,,C,Joe Mack (43859500),Joe Mack,43859500,C,2900,MIA@PHI 08/18/2026 06:40PM ET,MIA,5.64
,,,,,,,,,,,,,,,2B/3B,Hao-Yu Lee (43859495),Hao-Yu Lee,43859495,2B/3B,2900,DET@PIT 08/18/2026 06:40PM ET,DET,4.64
,,,,,,,,,,,,,,,3B,Ryan McMahon (43859503),Ryan McMahon,43859503,3B,2800,NYY@BAL 08/18/2026 06:35PM ET,NYY,4.38
,,,,,,,,,,,,,,,C,Yohel Pozo (43859505),Yohel Pozo,43859505,C,2800,NYY@BAL 08/18/2026 06:35PM ET,BAL,2.48
,,,,,,,,,,,,,,,OF,Dane Myers (43859504),Dane Myers,43859504,OF,2800,STL@CIN 08/18/2026 06:40PM ET,CIN,4.40
,,,,,,,,,,,,,,,SS,Brayan Rocchio (43859502),Brayan Rocchio,43859502,SS,2800,SF@CLE 08/18/2026 06:40PM ET,CLE,6.50
,,,,,,,,,,,,,,,SS,Marcelo Mayer (43859591),Marcelo Mayer,43859591,SS,2800,SF@CLE 08/18/2026 06:40PM ET,SF,4.44
,,,,,,,,,,,,,,,OF,Derek Hill (43859506),Derek Hill,43859506,OF,2800,MIA@PHI 08/18/2026 06:40PM ET,PHI,4.12
,,,,,,,,,,,,,,,3B,Blaze Jordan (43859510),Blaze Jordan,43859510,3B,2700,STL@CIN 08/18/2026 06:40PM ET,STL,5.31
,,,,,,,,,,,,,,,SS,Jorge Mateo (43859507),Jorge Mateo,43859507,SS,2700,TOR@TB 08/18/2026 06:40PM ET,TB,4.35
,,,,,,,,,,,,,,,C,Brandon Valenzuela (43859508),Brandon Valenzuela,43859508,C,2700,TOR@TB 08/18/2026 06:40PM ET,TOR,4.74
