Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5216042666,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,1. Column A lists all of your contest entries for this draftgroup
5216048041,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,2. Your current lineup is listed next to each entry (blank for reservations)
5216048042,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5216048043,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5216048044,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,5. For faster processing only include entries you are changing in the file you upload
5216048045,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,
5216048046,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Garrett Acton (43812902),Garrett Acton,43812902,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,7.05
,,,,,,,,,,,,,,,RP,Yosver Zulueta (43812910),Yosver Zulueta,43812910,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Anthony Nunez (43812913),Anthony Nunez,43812913,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,2.99
,,,,,,,,,,,,,,,RP,A.J. Minter (43812923),A.J. Minter,43812923,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,2.78
,,,,,,,,,,,,,,,RP,Taylor Rogers (43812925),Taylor Rogers,43812925,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,2.02
,,,,,,,,,,,,,,,RP,Colin Selby (43812942),Colin Selby,43812942,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Woo Suk Go (43812944),Woo Suk Go,43812944,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,1.25
,,,,,,,,,,,,,,,RP,Cole Sands (43812945),Cole Sands,43812945,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,1.42
,,,,,,,,,,,,,,,RP,Codi Heuer (43812949),Codi Heuer,43812949,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,1.62
,,,,,,,,,,,,,,,RP,Dan Altavilla (43812958),Dan Altavilla,43812958,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Cameron Foster (43812959),Cameron Foster,43812959,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,0.88
,,,,,,,,,,,,,,,RP,Cam Sanders (43812960),Cam Sanders,43812960,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,2.89
,,,,,,,,,,,,,,,RP,Grant Wolfram (43812961),Grant Wolfram,43812961,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,2.29
,,,,,,,,,,,,,,,RP,Anthony Banda (43812962),Anthony Banda,43812962,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,2.18
,,,,,,,,,,,,,,,C,Ivan Herrera (43812450),Ivan Herrera,43812450,C,4000,PHI@STL 08/12/2026 02:15PM ET,STL,7.67
,,,,,,,,,,,,,,,RP,Cooper Hjerpe (43812831),Cooper Hjerpe,43812831,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,RP,Caleb Ferguson (43812845),Caleb Ferguson,43812845,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,2.16
,,,,,,,,,,,,,,,RP,Ryne Stanek (43812848),Ryne Stanek,43812848,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,2.36
,,,,,,,,,,,,,,,RP,Max Lazar (43812849),Max Lazar,43812849,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,1.9
,,,,,,,,,,,,,,,RP,Jhoan Duran (43812851),Jhoan Duran,43812851,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,3.92
,,,,,,,,,,,,,,,RP,Orion Kerkering (43812852),Orion Kerkering,43812852,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,3.06
,,,,,,,,,,,,,,,RP,George Soriano (43812858),George Soriano,43812858,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,3.09
,,,,,,,,,,,,,,,RP,Luis Gastelum (43812875),Luis Gastelum,43812875,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,2.29
,,,,,,,,,,,,,,,RP,Matt Svanson (43812879),Matt Svanson,43812879,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,1.72
,,,,,,,,,,,,,,,RP,Peter Strzelecki (43812885),Peter Strzelecki,43812885,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,1.4
,,,,,,,,,,,,,,,RP,Justin Bruihl (43812886),Justin Bruihl,43812886,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,2.26
,,,,,,,,,,,,,,,RP,Max Rajcic (43812887),Max Rajcic,43812887,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,3.18
,,,,,,,,,,,,,,,RP,Tanner Banks (43812893),Tanner Banks,43812893,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,1.73
,,,,,,,,,,,,,,,RP,Kyle Backhus (43812908),Kyle Backhus,43812908,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,2.44
,,,,,,,,,,,,,,,RP,Tim Mayza (43812909),Tim Mayza,43812909,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,3.42
,,,,,,,,,,,,,,,RP,Ryan Fernandez (43812924),Ryan Fernandez,43812924,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,5.02
,,,,,,,,,,,,,,,RP,Chase Shugart (43812928),Chase Shugart,43812928,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,3.33
,,,,,,,,,,,,,,,RP,Grant Holman (43812940),Grant Holman,43812940,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Jonathan Bowlan (43812951),Jonathan Bowlan,43812951,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,3.53
,,,,,,,,,,,,,,,RP,Jose Alvarado (43812955),Jose Alvarado,43812955,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,2.44
,,,,,,,,,,,,,,,RP,Brooks Raley (43812963),Brooks Raley,43812963,P,4000,PHI@STL 08/12/2026 02:15PM ET,PHI,3.18
,,,,,,,,,,,,,,,RP,Gordon Graceffo (43812970),Gordon Graceffo,43812970,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,3.17
,,,,,,,,,,,,,,,SP,Riley O'Brien (43812971),Riley O'Brien,43812971,P,4000,PHI@STL 08/12/2026 02:15PM ET,STL,2.99
,,,,,,,,,,,,,,,OF,Garrett Mitchell (43812453),Garrett Mitchell,43812453,OF,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,6.82
,,,,,,,,,,,,,,,RP,Garrett Hawkins (43812823),Garrett Hawkins,43812823,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,0
,,,,,,,,,,,,,,,RP,Abner Uribe (43812834),Abner Uribe,43812834,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,3.43
,,,,,,,,,,,,,,,RP,Grant Anderson (43812835),Grant Anderson,43812835,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,2.97
,,,,,,,,,,,,,,,RP,Lyon Richardson (43812838),Lyon Richardson,43812838,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,0.63
,,,,,,,,,,,,,,,RP,Adrian Morejon (43812843),Adrian Morejon,43812843,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,4.44
,,,,,,,,,,,,,,,RP,Mason Miller (43812855),Mason Miller,43812855,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,5.78
,,,,,,,,,,,,,,,RP,Bradgley Rodriguez (43812856),Bradgley Rodriguez,43812856,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,3.67
,,,,,,,,,,,,,,,RP,Bryan Hoeing (43812865),Bryan Hoeing,43812865,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,0
,,,,,,,,,,,,,,,RP,Trevor Megill (43812882),Trevor Megill,43812882,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,3.53
,,,,,,,,,,,,,,,RP,Jeremiah Estrada (43812891),Jeremiah Estrada,43812891,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,3.40
,,,,,,,,,,,,,,,RP,JoJo Romero (43812897),JoJo Romero,43812897,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,2.70
,,,,,,,,,,,,,,,RP,Yuki Matsui (43812899),Yuki Matsui,43812899,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,4.54
,,,,,,,,,,,,,,,RP,Garrett Stallings (43812904),Garrett Stallings,43812904,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,8.1
,,,,,,,,,,,,,,,RP,Hunter Stratton (43812905),Hunter Stratton,43812905,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,1.97
,,,,,,,,,,,,,,,RP,Jason Adam (43812907),Jason Adam,43812907,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,2.30
,,,,,,,,,,,,,,,RP,David Morgan (43812920),David Morgan,43812920,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,3.46
,,,,,,,,,,,,,,,RP,Jared Koenig (43812927),Jared Koenig,43812927,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,0.42
,,,,,,,,,,,,,,,RP,Angel Zerpa (43812929),Angel Zerpa,43812929,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,1.11
,,,,,,,,,,,,,,,RP,Joel Kuhnel (43812934),Joel Kuhnel,43812934,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,1.63
,,,,,,,,,,,,,,,RP,Rob Zastryzny (43812943),Rob Zastryzny,43812943,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Wandy Peralta (43812947),Wandy Peralta,43812947,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,2.33
,,,,,,,,,,,,,,,RP,Aaron Ashby (43812948),Aaron Ashby,43812948,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,5.02
,,,,,,,,,,,,,,,RP,Brian Fitzpatrick (43812952),Brian Fitzpatrick,43812952,P,4000,MIL@SD 08/12/2026 04:10PM ET,MIL,3.4
,,,,,,,,,,,,,,,RP,Alek Jacob (43812965),Alek Jacob,43812965,P,4000,MIL@SD 08/12/2026 04:10PM ET,SD,5.48
,,,,,,,,,,,,,,,3B,Casey Schmitt (43812583),Casey Schmitt,43812583,3B,4000,HOU@SF 08/12/2026 03:45PM ET,SF,8.02
,,,,,,,,,,,,,,,RP,Trent Harris (43812825),Trent Harris,43812825,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,-7.05
,,,,,,,,,,,,,,,RP,Rowan Wick (43812828),Rowan Wick,43812828,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,0
,,,,,,,,,,,,,,,RP,Logan VanWey (43812841),Logan VanWey,43812841,P,4000,HOU@SF 08/12/2026 03:45PM ET,HOU,4.5
,,,,,,,,,,,,,,,RP,Steven Okert (43812842),Steven Okert,43812842,P,4000,HOU@SF 08/12/2026 03:45PM ET,HOU,3.62
,,,,,,,,,,,,,,,RP,Bennett Sousa (43812861),Bennett Sousa,43812861,P,4000,HOU@SF 08/12/2026 03:45PM ET,HOU,2.36
,,,,,,,,,,,,,,,RP,Bryan Abreu (43812863),Bryan Abreu,43812863,P,4000,HOU@SF 08/12/2026 03:45PM ET,HOU,3.18
,,,,,,,,,,,,,,,RP,Jason Foley (43812869),Jason Foley,43812869,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,1.35
,,,,,,,,,,,,,,,RP,Enyel De Los Santos (43812872),Enyel De Los Santos,43812872,P,4000,HOU@SF 08/12/2026 03:45PM ET,HOU,2.74
,,,,,,,,,,,,,,,RP,Randy Rodriguez (43812878),Randy Rodriguez,43812878,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,0
,,,,,,,,,,,,,,,RP,Matt Gage (43812881),Matt Gage,43812881,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,1.76
,,,,,,,,,,,,,,,RP,Joel Peguero (43812906),Joel Peguero,43812906,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,1.81
,,,,,,,,,,,,,,,SP,Miguel Ullola (43812914),Miguel Ullola,43812914,P,4000,HOU@SF 08/12/2026 03:45PM ET,HOU,5.42
,,,,,,,,,,,,,,,RP,Alimber Santa (43812916),Alimber Santa,43812916,P,4000,HOU@SF 08/12/2026 03:45PM ET,HOU,4.01
,,,,,,,,,,,,,,,RP,Bryan King (43812917),Bryan King,43812917,P,4000,HOU@SF 08/12/2026 03:45PM ET,HOU,2.42
,,,,,,,,,,,,,,,RP,Sam Hentges (43812919),Sam Hentges,43812919,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,2.47
,,,,,,,,,,,,,,,RP,Spencer Bivens (43812931),Spencer Bivens,43812931,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,4.05
,,,,,,,,,,,,,,,RP,Anthony Molina (43812938),Anthony Molina,43812938,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,1.68
,,,,,,,,,,,,,,,RP,Reiver Sanmartin (43812954),Reiver Sanmartin,43812954,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,0.82
,,,,,,,,,,,,,,,RP,Ryan Walker (43812964),Ryan Walker,43812964,P,4000,HOU@SF 08/12/2026 03:45PM ET,SF,0.88
,,,,,,,,,,,,,,,RP,Josh Hader (43812969),Josh Hader,43812969,P,4000,HOU@SF 08/12/2026 03:45PM ET,HOU,4.81
,,,,,,,,,,,,,,,2B/3B,Bryson Stott (43812454),Bryson Stott,43812454,2B/3B,3900,PHI@STL 08/12/2026 02:15PM ET,PHI,7.56
,,,,,,,,,,,,,,,OF,Luis Rengifo (43812457),Luis Rengifo,43812457,OF,3900,MIL@SD 08/12/2026 04:10PM ET,SD,5.65
,,,,,,,,,,,,,,,C,Gary Sanchez (43812458),Gary Sanchez,43812458,C,3900,MIL@SD 08/12/2026 04:10PM ET,MIL,6.06
,,,,,,,,,,,,,,,1B,Rafael Devers (43812456),Rafael Devers,43812456,1B,3900,HOU@SF 08/12/2026 03:45PM ET,SF,7.63
,,,,,,,,,,,,,,,C,J.T. Realmuto (43812461),J.T. Realmuto,43812461,C,3800,PHI@STL 08/12/2026 02:15PM ET,PHI,5.81
,,,,,,,,,,,,,,,3B,Isaac Paredes (43812459),Isaac Paredes,43812459,3B,3800,HOU@SF 08/12/2026 03:45PM ET,HOU,7.11
,,,,,,,,,,,,,,,OF,Jung Hoo Lee (43812460),Jung Hoo Lee,43812460,OF,3800,HOU@SF 08/12/2026 03:45PM ET,SF,7.28
,,,,,,,,,,,,,,,OF,Henry Bolte (43812466),Henry Bolte,43812466,OF,3700,TB@ATH 08/12/2026 03:05PM ET,ATH,6.13
,,,,,,,,,,,,,,,3B,Brooks Lee (43812462),Brooks Lee,43812462,3B,3700,BAL@MIN 08/12/2026 01:40PM ET,MIN,7.10
,,,,,,,,,,,,,,,OF,Trevor Larnach (43812465),Trevor Larnach,43812465,OF,3700,BAL@MIN 08/12/2026 01:40PM ET,MIN,6.50
,,,,,,,,,,,,,,,C,Luis Campusano (43812463),Luis Campusano,43812463,C,3700,MIL@SD 08/12/2026 04:10PM ET,SD,6.52
,,,,,,,,,,,,,,,SS,Willy Adames (43812464),Willy Adames,43812464,SS,3700,HOU@SF 08/12/2026 03:45PM ET,SF,6.92
,,,,,,,,,,,,,,,1B,Bryce Eldridge (43812467),Bryce Eldridge,43812467,1B,3700,HOU@SF 08/12/2026 03:45PM ET,SF,6.95
,,,,,,,,,,,,,,,OF,Max Kepler (43812469),Max Kepler,43812469,OF,3600,COL@ARI 08/12/2026 03:40PM ET,ARI,4.90
,,,,,,,,,,,,,,,C,Nick Fortes (43812468),Nick Fortes,43812468,C,3600,TB@ATH 08/12/2026 03:05PM ET,TB,4.63
,,,,,,,,,,,,,,,1B/OF,Ryan Vilade (43812470),Ryan Vilade,43812470,1B/OF,3600,TB@ATH 08/12/2026 03:05PM ET,TB,5.44
,,,,,,,,,,,,,,,1B/3B,Andrew Vaughn (43812472),Andrew Vaughn,43812472,1B/3B,3600,MIL@SD 08/12/2026 04:10PM ET,MIL,5.93
,,,,,,,,,,,,,,,OF,Lars Nootbaar (43812475),Lars Nootbaar,43812475,OF,3500,COL@ARI 08/12/2026 03:40PM ET,ARI,5.62
,,,,,,,,,,,,,,,OF,Lawrence Butler (43812480),Lawrence Butler,43812480,OF,3500,TB@ATH 08/12/2026 03:05PM ET,ATH,5.05
,,,,,,,,,,,,,,,OF,Gavin Lux (43812585),Gavin Lux,43812585,OF,3500,TB@ATH 08/12/2026 03:05PM ET,TB,0
,,,,,,,,,,,,,,,1B,Josh Bell (43812477),Josh Bell,43812477,1B,3500,BAL@MIN 08/12/2026 01:40PM ET,MIN,7.21
,,,,,,,,,,,,,,,3B/OF,Jose Fermin (43812481),Jose Fermin,43812481,3B/OF,3500,PHI@STL 08/12/2026 02:15PM ET,STL,4.74
,,,,,,,,,,,,,,,SS,Xander Bogaerts (43812478),Xander Bogaerts,43812478,SS,3500,MIL@SD 08/12/2026 04:10PM ET,SD,6.26
,,,,,,,,,,,,,,,SS,Cooper Pratt (43812584),Cooper Pratt,43812584,SS,3500,MIL@SD 08/12/2026 04:10PM ET,MIL,6.86
,,,,,,,,,,,,,,,C,Yainer Diaz (43812474),Yainer Diaz,43812474,C,3500,HOU@SF 08/12/2026 03:45PM ET,HOU,6.03
,,,,,,,,,,,,,,,OF,Taylor Trammell (43812476),Taylor Trammell,43812476,OF,3500,HOU@SF 08/12/2026 03:45PM ET,HOU,5.27
,,,,,,,,,,,,,,,2B,Osleivis Basabe (43812479),Osleivis Basabe,43812479,2B,3500,HOU@SF 08/12/2026 03:45PM ET,SF,7.42
,,,,,,,,,,,,,,,OF,Carlos Cortes (43812487),Carlos Cortes,43812487,OF,3400,TB@ATH 08/12/2026 03:05PM ET,ATH,4.94
,,,,,,,,,,,,,,,2B/3B,Joshua Kuroda-Grauer (43812586),Joshua Kuroda-Grauer,43812586,2B/3B,3400,TB@ATH 08/12/2026 03:05PM ET,ATH,7.75
,,,,,,,,,,,,,,,2B,Jackson Holliday (43812484),Jackson Holliday,43812484,2B,3400,BAL@MIN 08/12/2026 01:40PM ET,BAL,5.79
,,,,,,,,,,,,,,,OF,Luke Keaschall (43812488),Luke Keaschall,43812488,OF,3400,BAL@MIN 08/12/2026 01:40PM ET,MIN,6.69
,,,,,,,,,,,,,,,SS,Masyn Winn (43812483),Masyn Winn,43812483,SS,3400,PHI@STL 08/12/2026 02:15PM ET,STL,6.25
,,,,,,,,,,,,,,,1B/3B,Alec Bohm (43812489),Alec Bohm,43812489,1B/3B,3400,PHI@STL 08/12/2026 02:15PM ET,PHI,6.10
,,,,,,,,,,,,,,,OF,Luis Lara (43812485),Luis Lara,43812485,OF,3400,MIL@SD 08/12/2026 04:10PM ET,MIL,5.31
,,,,,,,,,,,,,,,OF,Daulton Varsho (43812486),Daulton Varsho,43812486,OF,3400,HOU@SF 08/12/2026 03:45PM ET,HOU,5.80
,,,,,,,,,,,,,,,OF,Ryan Waldschmidt (43812493),Ryan Waldschmidt,43812493,OF,3300,COL@ARI 08/12/2026 03:40PM ET,ARI,6.07
,,,,,,,,,,,,,,,3B,Kyle Karros (43812496),Kyle Karros,43812496,3B,3300,COL@ARI 08/12/2026 03:40PM ET,COL,6.52
,,,,,,,,,,,,,,,1B/3B,Jose Fernandez (43812588),Jose Fernandez,43812588,1B/3B,3300,COL@ARI 08/12/2026 03:40PM ET,ARI,5.24
,,,,,,,,,,,,,,,SS,Taylor Walls (43812491),Taylor Walls,43812491,SS,3300,TB@ATH 08/12/2026 03:05PM ET,TB,5.69
,,,,,,,,,,,,,,,2B,Richie Palacios (43812492),Richie Palacios,43812492,2B,3300,TB@ATH 08/12/2026 03:05PM ET,TB,5.63
,,,,,,,,,,,,,,,3B,Coby Mayo (43812494),Coby Mayo,43812494,3B,3300,BAL@MIN 08/12/2026 01:40PM ET,BAL,5.87
,,,,,,,,,,,,,,,OF,Bryan De La Cruz (43812497),Bryan De La Cruz,43812497,OF,3300,PHI@STL 08/12/2026 02:15PM ET,PHI,6.17
,,,,,,,,,,,,,,,OF,Cam Smith (43812495),Cam Smith,43812495,OF,3300,HOU@SF 08/12/2026 03:45PM ET,HOU,6.27
,,,,,,,,,,,,,,,C,James McCann (43812504),James McCann,43812504,C,3200,COL@ARI 08/12/2026 03:40PM ET,ARI,6.03
,,,,,,,,,,,,,,,3B,Max Muncy (43812498),Max Muncy,43812498,3B,3200,TB@ATH 08/12/2026 03:05PM ET,ATH,5.74
,,,,,,,,,,,,,,,2B,Donovan Walton (43812503),Donovan Walton,43812503,2B,3200,TB@ATH 08/12/2026 03:05PM ET,ATH,5.02
,,,,,,,,,,,,,,,OF,Leody Taveras (43812499),Leody Taveras,43812499,OF,3200,BAL@MIN 08/12/2026 01:40PM ET,BAL,5.85
,,,,,,,,,,,,,,,OF,Austin Martin (43812502),Austin Martin,43812502,OF,3200,BAL@MIN 08/12/2026 01:40PM ET,MIN,5.06
,,,,,,,,,,,,,,,OF,Nathan Church (43812500),Nathan Church,43812500,OF,3200,PHI@STL 08/12/2026 02:15PM ET,STL,5.27
,,,,,,,,,,,,,,,OF,Gavin Sheets (43812501),Gavin Sheets,43812501,OF,3200,MIL@SD 08/12/2026 04:10PM ET,SD,5.72
,,,,,,,,,,,,,,,3B/SS,David Hamilton (43812505),David Hamilton,43812505,3B/SS,3200,MIL@SD 08/12/2026 04:10PM ET,MIL,5.51
,,,,,,,,,,,,,,,OF,Samad Taylor (43812590),Samad Taylor,43812590,OF,3200,MIL@SD 08/12/2026 04:10PM ET,SD,7.88
,,,,,,,,,,,,,,,1B/OF,Tim Tawa (43812507),Tim Tawa,43812507,1B/OF,3100,COL@ARI 08/12/2026 03:40PM ET,ARI,5.20
,,,,,,,,,,,,,,,2B/OF,Tyler Freeman (43812591),Tyler Freeman,43812591,2B/OF,3100,COL@ARI 08/12/2026 03:40PM ET,COL,5.23
,,,,,,,,,,,,,,,OF,Bryan Torres (43812509),Bryan Torres,43812509,OF,3100,PHI@STL 08/12/2026 02:15PM ET,STL,3.66
,,,,,,,,,,,,,,,OF,Justin Crawford (43812510),Justin Crawford,43812510,OF,3100,PHI@STL 08/12/2026 02:15PM ET,PHI,5.26
,,,,,,,,,,,,,,,2B,Jake Cronenworth (43812511),Jake Cronenworth,43812511,2B,3100,MIL@SD 08/12/2026 04:10PM ET,SD,5.36
,,,,,,,,,,,,,,,3B/SS,Joey Ortiz (43812512),Joey Ortiz,43812512,3B/SS,3100,MIL@SD 08/12/2026 04:10PM ET,MIL,4.65
,,,,,,,,,,,,,,,C/OF,Jesus Rodriguez (43812593),Jesus Rodriguez,43812593,C/OF,3100,HOU@SF 08/12/2026 03:45PM ET,SF,4.68
,,,,,,,,,,,,,,,OF,Troy Johnston (43812519),Troy Johnston,43812519,OF,3000,COL@ARI 08/12/2026 03:40PM ET,COL,5.80
,,,,,,,,,,,,,,,OF,Jordan Lawlar (43812596),Jordan Lawlar,43812596,OF,3000,COL@ARI 08/12/2026 03:40PM ET,ARI,8.25
,,,,,,,,,,,,,,,C,Braxton Fulford (43812597),Braxton Fulford,43812597,C,3000,COL@ARI 08/12/2026 03:40PM ET,COL,3
,,,,,,,,,,,,,,,C,Brian Serven (43812518),Brian Serven,43812518,C,3000,TB@ATH 08/12/2026 03:05PM ET,ATH,4.5
,,,,,,,,,,,,,,,1B/2B,Jeff McNeil (43812526),Jeff McNeil,43812526,1B/2B,3000,TB@ATH 08/12/2026 03:05PM ET,ATH,5.02
,,,,,,,,,,,,,,,OF,Jake Fraley (43812599),Jake Fraley,43812599,OF,3000,TB@ATH 08/12/2026 03:05PM ET,TB,4.93
,,,,,,,,,,,,,,,OF,Dylan Beavers (43812516),Dylan Beavers,43812516,OF,3000,BAL@MIN 08/12/2026 01:40PM ET,BAL,5.12
,,,,,,,,,,,,,,,OF/SS,Ryan Kreidler (43812520),Ryan Kreidler,43812520,SS/OF,3000,BAL@MIN 08/12/2026 01:40PM ET,MIN,4.68
,,,,,,,,,,,,,,,OF,Everson Pereira (43812524),Everson Pereira,43812524,OF,3000,PHI@STL 08/12/2026 02:15PM ET,STL,5.63
,,,,,,,,,,,,,,,OF,Brandon Lockridge (43812523),Brandon Lockridge,43812523,OF,3000,MIL@SD 08/12/2026 04:10PM ET,MIL,5.46
,,,,,,,,,,,,,,,OF,Austin Hays (43812525),Austin Hays,43812525,OF,3000,MIL@SD 08/12/2026 04:10PM ET,SD,6.36
,,,,,,,,,,,,,,,OF,Akil Baddoo (43812598),Akil Baddoo,43812598,OF,3000,MIL@SD 08/12/2026 04:10PM ET,MIL,0
,,,,,,,,,,,,,,,1B/OF,LaMonte Wade Jr. (43812514),LaMonte Wade Jr.,43812514,1B/OF,3000,HOU@SF 08/12/2026 03:45PM ET,HOU,5.34
,,,,,,,,,,,,,,,OF,Drew Gilbert (43812517),Drew Gilbert,43812517,OF,3000,HOU@SF 08/12/2026 03:45PM ET,SF,4.51
,,,,,,,,,,,,,,,OF,Jake Meyers (43812522),Jake Meyers,43812522,OF,3000,HOU@SF 08/12/2026 03:45PM ET,HOU,3.72
,,,,,,,,,,,,,,,C,Daniel Susac (43812595),Daniel Susac,43812595,C,3000,HOU@SF 08/12/2026 03:45PM ET,SF,4.62
