Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5214517382,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Tommy White (43796089),Jeff McNeil (43796154),Junior Caminero (43795930),Taylor Walls (43796061),Lawrence Butler (43796048),Jonny DeLuca (43795973),Ryan Vilade (43796074),,1. Column A lists all of your contest entries for this draftgroup
5214517383,MLB $6K Solo Shot,193506038,$1,Noah Cameron (43795918),Logan Henderson (43795908),Jonah Heim (43796004),Jeff McNeil (43796154),Richie Palacios (43796067),Junior Caminero (43795930),Jacob Wilson (43795985),Lawrence Butler (43796048),Chandler Simpson (43795987),Ryan Vilade (43796074),,2. Your current lineup is listed next to each entry (blank for reservations)
5214517384,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Ryan Vilade (43796074),Richie Palacios (43796067),Isaac Paredes (43796019),Taylor Walls (43796061),Henry Bolte (43796038),Jonny DeLuca (43795973),Tyler Soderstrom (43795956),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5214517385,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Jonathan Aranda (43795976),Richie Palacios (43796067),Junior Caminero (43795930),Alika Williams (43796217),Henry Bolte (43796038),Lawrence Butler (43796048),Ryan Vilade (43796074),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5214517386,MLB $6K Solo Shot,193506038,$1,Logan Henderson (43795908),Gabriel Hughes (43795921),Jonah Heim (43796004),Jonathan Aranda (43795976),Jeff McNeil (43796154),Junior Caminero (43795930),Alika Williams (43796217),Lawrence Butler (43796048),Tyler Soderstrom (43795956),Ryan Vilade (43796074),,5. For faster processing only include entries you are changing in the file you upload
5214518025,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Jonathan Aranda (43795976),Richie Palacios (43796067),Yandy Diaz (43795950),Alika Williams (43796217),Jonny DeLuca (43795973),Grant McCray (43796179),Tyler Soderstrom (43795956),,
5214518026,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Yandy Diaz (43795950),Jeff McNeil (43796154),Tommy White (43796089),Jacob Wilson (43795985),Lawrence Butler (43796048),Chandler Simpson (43795987),Ryan Vilade (43796074),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Hayden Birdsong (43796641),Hayden Birdsong,43796641,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,0
,,,,,,,,,,,,,,,C,Drake Baldwin (43795958),Drake Baldwin,43795958,C,4900,NYM@ATL 08/10/2026 07:15PM ET,ATL,8.50
,,,,,,,,,,,,,,,1B,Alec Burleson (43795957),Alec Burleson,43795957,1B,4900,PHI@STL 08/10/2026 07:45PM ET,STL,8.26
,,,,,,,,,,,,,,,3B,Manny Machado (43795959),Manny Machado,43795959,3B,4900,MIL@SD 08/10/2026 09:40PM ET,SD,7.36
,,,,,,,,,,,,,,,OF,Jake McCarthy (43795962),Jake McCarthy,43795962,OF,4800,COL@ARI 08/10/2026 09:40PM ET,COL,8.81
,,,,,,,,,,,,,,,1B/C,Liam Hicks (43795960),Liam Hicks,43795960,C/1B,4800,TB@ATH 08/10/2026 09:40PM ET,TB,7.69
,,,,,,,,,,,,,,,SS,Gunnar Henderson (43795963),Gunnar Henderson,43795963,SS,4800,BAL@MIN 08/10/2026 07:40PM ET,BAL,7.44
,,,,,,,,,,,,,,,2B,JJ Wetherholt (43795964),JJ Wetherholt,43795964,2B,4800,PHI@STL 08/10/2026 07:45PM ET,STL,8.04
,,,,,,,,,,,,,,,C,Carter Jensen (43795965),Carter Jensen,43795965,C,4700,KC@LAD 08/10/2026 10:10PM ET,KC,6.71
,,,,,,,,,,,,,,,SS,Zach Neto (43795968),Zach Neto,43795968,SS,4700,TEX@LAA 08/10/2026 09:38PM ET,LAA,8.19
,,,,,,,,,,,,,,,1B/OF,Jake Bauers (43795966),Jake Bauers,43795966,1B/OF,4700,MIL@SD 08/10/2026 09:40PM ET,MIL,8.68
,,,,,,,,,,,,,,,OF,Christian Yelich (43795969),Christian Yelich,43795969,OF,4700,MIL@SD 08/10/2026 09:40PM ET,MIL,7.58
,,,,,,,,,,,,,,,OF,Cole Carrigg (43795975),Cole Carrigg,43795975,OF,4600,COL@ARI 08/10/2026 09:40PM ET,COL,8.7
,,,,,,,,,,,,,,,OF,Jonny DeLuca (43795973),Jonny DeLuca,43795973,OF,4600,TB@ATH 08/10/2026 09:40PM ET,TB,6.42
,,,,,,,,,,,,,,,1B,Jonathan Aranda (43795976),Jonathan Aranda,43795976,1B,4600,TB@ATH 08/10/2026 09:40PM ET,TB,7.82
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43795974),Ceddanne Rafaela,43795974,OF,4600,BOS@TOR 08/10/2026 07:07PM ET,BOS,8.20
,,,,,,,,,,,,,,,2B/OF,Kody Clemens (43795970),Kody Clemens,43795970,2B/OF,4600,BAL@MIN 08/10/2026 07:40PM ET,MIN,7.5
,,,,,,,,,,,,,,,SS,Trea Turner (43795972),Trea Turner,43795972,SS,4600,PHI@STL 08/10/2026 07:45PM ET,PHI,7.98
,,,,,,,,,,,,,,,C,Gabriel Moreno (43795979),Gabriel Moreno,43795979,C,4500,COL@ARI 08/10/2026 09:40PM ET,ARI,7.73
,,,,,,,,,,,,,,,2B/3B,Curtis Mead (43796234),Curtis Mead,43796234,2B/3B,4500,BOS@TOR 08/10/2026 07:07PM ET,BOS,7.80
,,,,,,,,,,,,,,,SS,Francisco Lindor (43795977),Francisco Lindor,43795977,SS,4500,NYM@ATL 08/10/2026 07:15PM ET,NYM,7.60
,,,,,,,,,,,,,,,2B,Tommy Edman (43795978),Tommy Edman,43795978,2B,4500,KC@LAD 08/10/2026 10:10PM ET,LAD,6.88
,,,,,,,,,,,,,,,1B/OF,Jac Caglianone (43795980),Jac Caglianone,43795980,1B/OF,4500,KC@LAD 08/10/2026 10:10PM ET,KC,7.14
,,,,,,,,,,,,,,,1B,TJ Rumfield (43795988),TJ Rumfield,43795988,1B,4400,COL@ARI 08/10/2026 09:40PM ET,COL,7.36
,,,,,,,,,,,,,,,SS,Jacob Wilson (43795985),Jacob Wilson,43795985,SS,4400,TB@ATH 08/10/2026 09:40PM ET,ATH,6.88
,,,,,,,,,,,,,,,OF,Chandler Simpson (43795987),Chandler Simpson,43795987,OF,4400,TB@ATH 08/10/2026 09:40PM ET,TB,6.91
,,,,,,,,,,,,,,,OF,Roman Anthony (43796236),Roman Anthony,43796236,OF,4400,BOS@TOR 08/10/2026 07:07PM ET,BOS,6.1
,,,,,,,,,,,,,,,OF,Michael Harris II (43795984),Michael Harris II,43795984,OF,4400,NYM@ATL 08/10/2026 07:15PM ET,ATL,7.88
,,,,,,,,,,,,,,,OF,Wyatt Langford (43795982),Wyatt Langford,43795982,OF,4400,TEX@LAA 08/10/2026 09:38PM ET,TEX,8.44
,,,,,,,,,,,,,,,2B,Luis Arraez (43795989),Luis Arraez,43795989,2B,4400,PHI@STL 08/10/2026 07:45PM ET,PHI,7.81
,,,,,,,,,,,,,,,C,William Contreras (43795983),William Contreras,43795983,C,4400,MIL@SD 08/10/2026 09:40PM ET,MIL,7.08
,,,,,,,,,,,,,,,OF,Jackson Merrill (43795986),Jackson Merrill,43795986,OF,4400,MIL@SD 08/10/2026 09:40PM ET,SD,7.92
,,,,,,,,,,,,,,,OF,Cedric Mullins (43795990),Cedric Mullins,43795990,OF,4300,TB@ATH 08/10/2026 09:40PM ET,TB,6.48
,,,,,,,,,,,,,,,C,Shea Langeliers (43796238),Shea Langeliers,43796238,C,4300,TB@ATH 08/10/2026 09:40PM ET,ATH,8.56
,,,,,,,,,,,,,,,1B/2B,Royce Lewis (43795992),Royce Lewis,43795992,1B/2B,4300,BAL@MIN 08/10/2026 07:40PM ET,MIN,7.54
,,,,,,,,,,,,,,,3B,Christian Encarnacion-Strand (43795994),Christian Encarnacion-Strand,43795994,3B,4300,BAL@MIN 08/10/2026 07:40PM ET,BAL,6.35
,,,,,,,,,,,,,,,3B,Jordan Westburg (43796237),Jordan Westburg,43796237,3B,4300,BAL@MIN 08/10/2026 07:40PM ET,BAL,0
,,,,,,,,,,,,,,,SS,Corey Seager (43795991),Corey Seager,43795991,SS,4300,TEX@LAA 08/10/2026 09:38PM ET,TEX,6.92
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (43795995),Geraldo Perdomo,43795995,SS,4200,COL@ARI 08/10/2026 09:40PM ET,ARI,7.47
,,,,,,,,,,,,,,,OF,George Springer (43795998),George Springer,43795998,OF,4200,BOS@TOR 08/10/2026 07:07PM ET,TOR,7.18
,,,,,,,,,,,,,,,C,Adley Rutschman (43796239),Adley Rutschman,43796239,C,4200,BOS@TOR 08/10/2026 07:07PM ET,BOS,7.51
,,,,,,,,,,,,,,,2B,Ozzie Albies (43795999),Ozzie Albies,43795999,2B,4200,NYM@ATL 08/10/2026 07:15PM ET,ATL,7.52
,,,,,,,,,,,,,,,OF,A.J. Ewing (43796001),A.J. Ewing,43796001,OF,4200,NYM@ATL 08/10/2026 07:15PM ET,NYM,7.35
,,,,,,,,,,,,,,,3B,Brooks Lee (43796003),Brooks Lee,43796003,3B,4200,BAL@MIN 08/10/2026 07:40PM ET,MIN,7.05
,,,,,,,,,,,,,,,OF,Kyle Tucker (43795997),Kyle Tucker,43795997,OF,4200,KC@LAD 08/10/2026 10:10PM ET,LAD,7.25
,,,,,,,,,,,,,,,3B/SS,Maikel Garcia (43796240),Maikel Garcia,43796240,3B/SS,4200,KC@LAD 08/10/2026 10:10PM ET,KC,6.84
,,,,,,,,,,,,,,,C,Ivan Herrera (43795996),Ivan Herrera,43795996,C,4200,PHI@STL 08/10/2026 07:45PM ET,STL,7.68
,,,,,,,,,,,,,,,OF,Garrett Mitchell (43796000),Garrett Mitchell,43796000,OF,4200,MIL@SD 08/10/2026 09:40PM ET,MIL,6.88
,,,,,,,,,,,,,,,1B,Ty France (43796002),Ty France,43796002,1B,4200,MIL@SD 08/10/2026 09:40PM ET,SD,6.89
,,,,,,,,,,,,,,,2B/3B,Willi Castro (43796011),Willi Castro,43796011,2B/3B,4100,COL@ARI 08/10/2026 09:40PM ET,COL,7.23
,,,,,,,,,,,,,,,C,Jonah Heim (43796004),Jonah Heim,43796004,C,4100,TB@ATH 08/10/2026 09:40PM ET,ATH,6.18
,,,,,,,,,,,,,,,OF,Victor Mesa Jr. (43796009),Victor Mesa Jr.,43796009,OF,4100,TB@ATH 08/10/2026 09:40PM ET,TB,5.94
,,,,,,,,,,,,,,,3B/OF,Zack Gelof (43796242),Zack Gelof,43796242,3B/OF,4100,TB@ATH 08/10/2026 09:40PM ET,ATH,7.55
,,,,,,,,,,,,,,,OF,Carson Benge (43796007),Carson Benge,43796007,OF,4100,NYM@ATL 08/10/2026 07:15PM ET,NYM,7.68
,,,,,,,,,,,,,,,SS,Mookie Betts (43796005),Mookie Betts,43796005,SS,4100,KC@LAD 08/10/2026 10:10PM ET,LAD,6.74
,,,,,,,,,,,,,,,OF,Brandon Marsh (43796008),Brandon Marsh,43796008,OF,4100,PHI@STL 08/10/2026 07:45PM ET,PHI,7.27
,,,,,,,,,,,,,,,2B,Jose Altuve (43796006),Jose Altuve,43796006,2B,4100,HOU@SF 08/10/2026 09:45PM ET,HOU,6.88
,,,,,,,,,,,,,,,1B,Christian Walker (43796010),Christian Walker,43796010,1B,4100,HOU@SF 08/10/2026 09:45PM ET,HOU,7.50
,,,,,,,,,,,,,,,RP,Craig Kimbrel (43796692),Craig Kimbrel,43796692,P,4000,KC@LAD 08/10/2026 10:10PM ET,KC,2.29
,,,,,,,,,,,,,,,3B,Nolan Arenado (43796016),Nolan Arenado,43796016,3B,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,6.79
,,,,,,,,,,,,,,,RP,Eiberson Castellano (43796648),Eiberson Castellano,43796648,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,7.75
,,,,,,,,,,,,,,,RP,RJ Petit (43796657),RJ Petit,43796657,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Blake Walston (43796663),Blake Walston,43796663,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Blas Castano (43796665),Blas Castano,43796665,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,4.85
,,,,,,,,,,,,,,,SP,McCade Brown (43796666),McCade Brown,43796666,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Nick Frasso (43796682),Nick Frasso,43796682,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,2.65
,,,,,,,,,,,,,,,RP,Jimmy Herget (43796685),Jimmy Herget,43796685,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,1.7
,,,,,,,,,,,,,,,RP,Juan Burgos (43796694),Juan Burgos,43796694,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,0.8
,,,,,,,,,,,,,,,RP,Philip Abner (43796704),Philip Abner,43796704,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,1.62
,,,,,,,,,,,,,,,RP,Ryan Thompson (43796720),Ryan Thompson,43796720,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,1.91
,,,,,,,,,,,,,,,RP,Taylor Clarke (43796725),Taylor Clarke,43796725,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,2.42
,,,,,,,,,,,,,,,RP,Parker Mushinski (43796782),Parker Mushinski,43796782,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,1.66
,,,,,,,,,,,,,,,RP,Brennan Bernardino (43796792),Brennan Bernardino,43796792,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,2.32
,,,,,,,,,,,,,,,RP,Andrew Hoffmann (43796793),Andrew Hoffmann,43796793,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,2.08
,,,,,,,,,,,,,,,RP,Jaden Hill (43796795),Jaden Hill,43796795,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,1.81
,,,,,,,,,,,,,,,RP,Welinton Herrera (43796796),Welinton Herrera,43796796,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,2.48
,,,,,,,,,,,,,,,RP,Jeff Criswell (43796803),Jeff Criswell,43796803,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,2.27
,,,,,,,,,,,,,,,RP,Kade Strowd (43796809),Kade Strowd,43796809,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,-0.15
,,,,,,,,,,,,,,,RP,TJ Shook (43796813),TJ Shook,43796813,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,1.54
,,,,,,,,,,,,,,,RP,Brandyn Garcia (43796815),Brandyn Garcia,43796815,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,2.86
,,,,,,,,,,,,,,,RP,Paul Sewald (43796818),Paul Sewald,43796818,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,2.28
,,,,,,,,,,,,,,,RP,Kevin Ginkel (43796821),Kevin Ginkel,43796821,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,2.87
,,,,,,,,,,,,,,,RP,Jordan Romano (43796830),Jordan Romano,43796830,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,2.06
,,,,,,,,,,,,,,,RP,Juan Morillo (43796831),Juan Morillo,43796831,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,3.42
,,,,,,,,,,,,,,,RP,Justin Martinez (43796834),Justin Martinez,43796834,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Drey Jameson (43796852),Drey Jameson,43796852,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,2.86
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (43796863),Jonathan Loaisiga,43796863,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,2.56
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (43796865),Andrew Saalfrank,43796865,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,A.J. Puk (43796888),A.J. Puk,43796888,P,4000,COL@ARI 08/10/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Juan Mejia (43796895),Juan Mejia,43796895,P,4000,COL@ARI 08/10/2026 09:40PM ET,COL,2.46
,,,,,,,,,,,,,,,SP,Braden Nett (43796643),Braden Nett,43796643,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Jon Heasley (43796653),Jon Heasley,43796653,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,-1.8
,,,,,,,,,,,,,,,SP,Henry Baez (43796659),Henry Baez,43796659,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Hayden Juenger (43796689),Hayden Juenger,43796689,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,0.37
,,,,,,,,,,,,,,,RP,Elvis Alvarado (43796690),Elvis Alvarado,43796690,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,3.55
,,,,,,,,,,,,,,,RP,Trevor Martin (43796691),Trevor Martin,43796691,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Justin Sterner (43796700),Justin Sterner,43796700,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,1.97
,,,,,,,,,,,,,,,RP,Mark Leiter Jr. (43796715),Mark Leiter Jr.,43796715,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,2.54
,,,,,,,,,,,,,,,RP,Hogan Harris (43796717),Hogan Harris,43796717,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,3.18
,,,,,,,,,,,,,,,RP,Michael Grove (43796733),Michael Grove,43796733,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,8.12
,,,,,,,,,,,,,,,RP,Kevin Kelly (43796736),Kevin Kelly,43796736,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,3.51
,,,,,,,,,,,,,,,RP,Bryan Baker (43796740),Bryan Baker,43796740,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,3.55
,,,,,,,,,,,,,,,RP,Hunter Bigge (43796742),Hunter Bigge,43796742,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,1.59
,,,,,,,,,,,,,,,RP,Brooks Kriske (43796745),Brooks Kriske,43796745,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,4.1
,,,,,,,,,,,,,,,RP,Edwin Uceta (43796756),Edwin Uceta,43796756,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Cam Booser (43796783),Cam Booser,43796783,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,4.02
,,,,,,,,,,,,,,,RP,Alex Cook (43796786),Alex Cook,43796786,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,1.32
,,,,,,,,,,,,,,,RP,Cole Sulser (43796806),Cole Sulser,43796806,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Chris Roycroft (43796824),Chris Roycroft,43796824,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,1.04
,,,,,,,,,,,,,,,RP,Manuel Rodriguez (43796825),Manuel Rodriguez,43796825,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Scott Blewett (43796850),Scott Blewett,43796850,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,3.17
,,,,,,,,,,,,,,,RP,Brady Basso (43796861),Brady Basso,43796861,P,4000,TB@ATH 08/10/2026 09:40PM ET,ATH,2.56
,,,,,,,,,,,,,,,RP,Casey Legumina (43796875),Casey Legumina,43796875,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,2.55
,,,,,,,,,,,,,,,RP,Garrett Cleavinger (43796900),Garrett Cleavinger,43796900,P,4000,TB@ATH 08/10/2026 09:40PM ET,TB,3.30
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43796015),Vladimir Guerrero Jr.,43796015,1B,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,6.86
,,,,,,,,,,,,,,,OF,Jarren Duran (43796017),Jarren Duran,43796017,OF,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,7.12
,,,,,,,,,,,,,,,SP,Jake Bloss (43796649),Jake Bloss,43796649,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Raymond Burgos (43796651),Raymond Burgos,43796651,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,8.15
,,,,,,,,,,,,,,,SP,Ricky Tiedemann (43796661),Ricky Tiedemann,43796661,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Joe La Sorsa (43796702),Joe La Sorsa,43796702,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,0.15
,,,,,,,,,,,,,,,RP,Greg Weissert (43796703),Greg Weissert,43796703,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,2.65
,,,,,,,,,,,,,,,RP,Jovani Moran (43796710),Jovani Moran,43796710,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,4.74
,,,,,,,,,,,,,,,RP,Lazaro Estrada (43796713),Lazaro Estrada,43796713,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,3.71
,,,,,,,,,,,,,,,RP,Louis Varland (43796724),Louis Varland,43796724,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,4.62
,,,,,,,,,,,,,,,RP,Tyron Guerrero (43796726),Tyron Guerrero,43796726,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,3.64
,,,,,,,,,,,,,,,RP,Chase Lee (43796731),Chase Lee,43796731,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,1.04
,,,,,,,,,,,,,,,RP,Tyler Samaniego (43796735),Tyler Samaniego,43796735,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,2.43
,,,,,,,,,,,,,,,RP,Tyler Rogers (43796748),Tyler Rogers,43796748,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,2.18
,,,,,,,,,,,,,,,RP,Erik Miller (43796754),Erik Miller,43796754,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,3.41
,,,,,,,,,,,,,,,RP,Alec Gamboa (43796759),Alec Gamboa,43796759,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,5.46
,,,,,,,,,,,,,,,RP,Aroldis Chapman (43796789),Aroldis Chapman,43796789,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,3.64
,,,,,,,,,,,,,,,RP,Chad Dallas (43796794),Chad Dallas,43796794,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,3.22
,,,,,,,,,,,,,,,RP,Brendon Little (43796814),Brendon Little,43796814,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,1.34
,,,,,,,,,,,,,,,RP,CJ Van Eyk (43796822),CJ Van Eyk,43796822,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,0.32
,,,,,,,,,,,,,,,RP,John Klein (43796842),John Klein,43796842,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,1.85
,,,,,,,,,,,,,,,RP,Yimi Garcia (43796859),Yimi Garcia,43796859,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Joe Mantiply (43796866),Joe Mantiply,43796866,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,3.24
,,,,,,,,,,,,,,,RP,Zack Kelly (43796876),Zack Kelly,43796876,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,2.21
,,,,,,,,,,,,,,,RP,Garrett Whitlock (43796877),Garrett Whitlock,43796877,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,3.95
,,,,,,,,,,,,,,,RP,Braydon Fisher (43796885),Braydon Fisher,43796885,P,4000,BOS@TOR 08/10/2026 07:07PM ET,TOR,2.90
,,,,,,,,,,,,,,,RP,Justin Slaten (43796897),Justin Slaten,43796897,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,2.72
,,,,,,,,,,,,,,,RP,Seth Martinez (43802793),Seth Martinez,43802793,P,4000,BOS@TOR 08/10/2026 07:07PM ET,BOS,0
,,,,,,,,,,,,,,,3B,Bo Bichette (43796013),Bo Bichette,43796013,3B,4000,NYM@ATL 08/10/2026 07:15PM ET,NYM,6.74
,,,,,,,,,,,,,,,RP,Dylan Ross (43796655),Dylan Ross,43796655,P,4000,NYM@ATL 08/10/2026 07:15PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Joe Jimenez (43796656),Joe Jimenez,43796656,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Cionel Perez (43796670),Cionel Perez,43796670,P,4000,NYM@ATL 08/10/2026 07:15PM ET,NYM,3.05
,,,,,,,,,,,,,,,RP,Robert Suarez (43796679),Robert Suarez,43796679,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,3.86
,,,,,,,,,,,,,,,RP,Dylan Lee (43796684),Dylan Lee,43796684,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,4.07
,,,,,,,,,,,,,,,RP,Raisel Iglesias (43796687),Raisel Iglesias,43796687,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,3.27
,,,,,,,,,,,,,,,RP,Tyler Kinley (43796688),Tyler Kinley,43796688,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,2.75
,,,,,,,,,,,,,,,RP,Rolddy Munoz (43796705),Rolddy Munoz,43796705,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,0.9
,,,,,,,,,,,,,,,RP,Devin Williams (43796707),Devin Williams,43796707,P,4000,NYM@ATL 08/10/2026 07:15PM ET,NYM,2.92
,,,,,,,,,,,,,,,RP,Daniel Duarte (43796714),Daniel Duarte,43796714,P,4000,NYM@ATL 08/10/2026 07:15PM ET,NYM,4.43
,,,,,,,,,,,,,,,SP,Duncan Davitt (43796727),Duncan Davitt,43796727,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,1.35
,,,,,,,,,,,,,,,RP,Dedniel Nunez (43796747),Dedniel Nunez,43796747,P,4000,NYM@ATL 08/10/2026 07:15PM ET,NYM,0.45
,,,,,,,,,,,,,,,RP,James Karinchak (43796757),James Karinchak,43796757,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,3.15
,,,,,,,,,,,,,,,RP,Reed Garrett (43796771),Reed Garrett,43796771,P,4000,NYM@ATL 08/10/2026 07:15PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Joey Gerber (43796779),Joey Gerber,43796779,P,4000,NYM@ATL 08/10/2026 07:15PM ET,NYM,2.96
,,,,,,,,,,,,,,,RP,Brent Suter (43796784),Brent Suter,43796784,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,3.67
,,,,,,,,,,,,,,,RP,Tyler Uberstine (43796804),Tyler Uberstine,43796804,P,4000,NYM@ATL 08/10/2026 07:15PM ET,ATL,5.6
,,,,,,,,,,,,,,,RP,Jonathan Pintaro (43796851),Jonathan Pintaro,43796851,P,4000,NYM@ATL 08/10/2026 07:15PM ET,NYM,6.64
