Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5207341319,MLB $6K Solo Shot,193142624,$1,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5207341857,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,2. Your current lineup is listed next to each entry (blank for reservations)
5207341864,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5207341880,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5207347516,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,5. For faster processing only include entries you are changing in the file you upload
5207347803,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,
5207348036,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Ryan Walker (43742836),Ryan Walker,43742836,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,0.88
,,,,,,,,,,,,,,,RP,Luis Curvelo (43742838),Luis Curvelo,43742838,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,-0.13
,,,,,,,,,,,,,,,RP,Gavin Collyer (43742842),Gavin Collyer,43742842,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,2.16
,,,,,,,,,,,,,,,RP,Peyton Gray (43742852),Peyton Gray,43742852,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,4.02
,,,,,,,,,,,,,,,2B/SS,Ben Williamson (43742262),Ben Williamson,43742262,2B/SS,4000,TB@COL 08/03/2026 08:40PM ET,TB,5.15
,,,,,,,,,,,,,,,RP,Eiberson Castellano (43742673),Eiberson Castellano,43742673,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,7.75
,,,,,,,,,,,,,,,RP,Jon Heasley (43742674),Jon Heasley,43742674,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,-1.8
,,,,,,,,,,,,,,,RP,RJ Petit (43742678),RJ Petit,43742678,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Michael Grove (43742685),Michael Grove,43742685,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,18.15
,,,,,,,,,,,,,,,SP,Nick Frasso (43742689),Nick Frasso,43742689,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Blas Castano (43742694),Blas Castano,43742694,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,4.85
,,,,,,,,,,,,,,,SP,McCade Brown (43742695),McCade Brown,43742695,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Chris Roycroft (43742700),Chris Roycroft,43742700,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,1.04
,,,,,,,,,,,,,,,RP,Chase Solesky (43742707),Chase Solesky,43742707,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,6.55
,,,,,,,,,,,,,,,RP,Alex Cook (43742715),Alex Cook,43742715,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,1.32
,,,,,,,,,,,,,,,RP,Craig Kimbrel (43742719),Craig Kimbrel,43742719,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,2.29
,,,,,,,,,,,,,,,RP,Cole Sulser (43742733),Cole Sulser,43742733,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Casey Legumina (43742736),Casey Legumina,43742736,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,2.73
,,,,,,,,,,,,,,,RP,Edwin Uceta (43742737),Edwin Uceta,43742737,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Jordan Romano (43742759),Jordan Romano,43742759,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,2.23
,,,,,,,,,,,,,,,RP,Jimmy Herget (43742771),Jimmy Herget,43742771,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,1.52
,,,,,,,,,,,,,,,RP,Brennan Bernardino (43742772),Brennan Bernardino,43742772,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,2.36
,,,,,,,,,,,,,,,RP,Kevin Kelly (43742774),Kevin Kelly,43742774,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,3.64
,,,,,,,,,,,,,,,RP,Hunter Bigge (43742777),Hunter Bigge,43742777,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,1.59
,,,,,,,,,,,,,,,RP,Juan Mejia (43742783),Juan Mejia,43742783,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,2.59
,,,,,,,,,,,,,,,RP,Garrett Cleavinger (43742791),Garrett Cleavinger,43742791,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,3.41
,,,,,,,,,,,,,,,RP,Welinton Herrera (43742799),Welinton Herrera,43742799,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,2.48
,,,,,,,,,,,,,,,RP,Trevor Martin (43742801),Trevor Martin,43742801,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Manuel Rodriguez (43742815),Manuel Rodriguez,43742815,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,TJ Shook (43742820),TJ Shook,43742820,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,1.54
,,,,,,,,,,,,,,,RP,Bryan Baker (43742831),Bryan Baker,43742831,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,3.48
,,,,,,,,,,,,,,,RP,Victor Vodnik (43742834),Victor Vodnik,43742834,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,1.99
,,,,,,,,,,,,,,,RP,Jeff Criswell (43742840),Jeff Criswell,43742840,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,2.27
,,,,,,,,,,,,,,,RP,Cam Booser (43742847),Cam Booser,43742847,P,4000,TB@COL 08/03/2026 08:40PM ET,TB,4.19
,,,,,,,,,,,,,,,RP,Jaden Hill (43742855),Jaden Hill,43742855,P,4000,TB@COL 08/03/2026 08:40PM ET,COL,1.81
,,,,,,,,,,,,,,,3B,Kazuma Okamoto (43742260),Kazuma Okamoto,43742260,3B,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,7.49
,,,,,,,,,,,,,,,1B,Christian Walker (43742261),Christian Walker,43742261,1B,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,7.50
,,,,,,,,,,,,,,,SP,Jake Bloss (43742677),Jake Bloss,43742677,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Ricky Tiedemann (43742684),Ricky Tiedemann,43742684,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Louis Varland (43742701),Louis Varland,43742701,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,4.59
,,,,,,,,,,,,,,,RP,Brendon Little (43742711),Brendon Little,43742711,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,0.44
,,,,,,,,,,,,,,,RP,Braydon Fisher (43742721),Braydon Fisher,43742721,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,2.90
,,,,,,,,,,,,,,,RP,CJ Van Eyk (43742722),CJ Van Eyk,43742722,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,0.32
,,,,,,,,,,,,,,,SP,Miguel Ullola (43742724),Miguel Ullola,43742724,P,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,5.42
,,,,,,,,,,,,,,,RP,Alimber Santa (43742725),Alimber Santa,43742725,P,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,4.01
,,,,,,,,,,,,,,,RP,Jeff Hoffman (43742745),Jeff Hoffman,43742745,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,3.86
,,,,,,,,,,,,,,,RP,Logan VanWey (43742748),Logan VanWey,43742748,P,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,4.5
,,,,,,,,,,,,,,,RP,Joe Mantiply (43742756),Joe Mantiply,43742756,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,3.24
,,,,,,,,,,,,,,,RP,Tyler Rogers (43742763),Tyler Rogers,43742763,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,2.31
,,,,,,,,,,,,,,,RP,Bryan King (43742769),Bryan King,43742769,P,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,2.42
,,,,,,,,,,,,,,,RP,Enyel De Los Santos (43742770),Enyel De Los Santos,43742770,P,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,2.65
,,,,,,,,,,,,,,,RP,Lazaro Estrada (43742779),Lazaro Estrada,43742779,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,4.4
,,,,,,,,,,,,,,,RP,Steven Okert (43742790),Steven Okert,43742790,P,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,3.64
,,,,,,,,,,,,,,,RP,Bryan Abreu (43742793),Bryan Abreu,43742793,P,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,2.94
,,,,,,,,,,,,,,,RP,Chad Dallas (43742806),Chad Dallas,43742806,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,7.75
,,,,,,,,,,,,,,,RP,Chase Lee (43742816),Chase Lee,43742816,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,-0.03
,,,,,,,,,,,,,,,RP,Bennett Sousa (43742817),Bennett Sousa,43742817,P,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,1.90
,,,,,,,,,,,,,,,RP,Josh Hader (43742843),Josh Hader,43742843,P,4000,TOR@HOU 08/03/2026 08:10PM ET,HOU,4.55
,,,,,,,,,,,,,,,RP,Yimi Garcia (43742860),Yimi Garcia,43742860,P,4000,TOR@HOU 08/03/2026 08:10PM ET,TOR,0
,,,,,,,,,,,,,,,OF,Garrett Mitchell (43742259),Garrett Mitchell,43742259,OF,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,6.99
,,,,,,,,,,,,,,,1B,Spencer Horwitz (43742410),Spencer Horwitz,43742410,1B,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,7.16
,,,,,,,,,,,,,,,RP,Khristian Curtis (43742691),Khristian Curtis,43742691,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,16.85
,,,,,,,,,,,,,,,RP,Gregory Soto (43742699),Gregory Soto,43742699,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,3.43
,,,,,,,,,,,,,,,RP,Angel Zerpa (43742702),Angel Zerpa,43742702,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,1.11
,,,,,,,,,,,,,,,RP,Drew Rom (43742729),Drew Rom,43742729,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,5.75
,,,,,,,,,,,,,,,RP,Codi Heuer (43742740),Codi Heuer,43742740,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,1.62
,,,,,,,,,,,,,,,RP,Hunter Stratton (43742744),Hunter Stratton,43742744,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,1.97
,,,,,,,,,,,,,,,RP,Rob Zastryzny (43742747),Rob Zastryzny,43742747,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Grant Anderson (43742775),Grant Anderson,43742775,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,2.97
,,,,,,,,,,,,,,,RP,Mason Montgomery (43742782),Mason Montgomery,43742782,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,4.02
,,,,,,,,,,,,,,,RP,Aaron Ashby (43742784),Aaron Ashby,43742784,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,4.74
,,,,,,,,,,,,,,,RP,Trevor Megill (43742786),Trevor Megill,43742786,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,3.51
,,,,,,,,,,,,,,,RP,Camilo Doval (43742797),Camilo Doval,43742797,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,2.42
,,,,,,,,,,,,,,,SP,Noah Murdock (43742798),Noah Murdock,43742798,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,5.58
,,,,,,,,,,,,,,,RP,Brandan Bidois (43742804),Brandan Bidois,43742804,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,2.27
,,,,,,,,,,,,,,,RP,Brian Fitzpatrick (43742805),Brian Fitzpatrick,43742805,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,3.4
,,,,,,,,,,,,,,,RP,Chris Devenski (43742810),Chris Devenski,43742810,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,1.42
,,,,,,,,,,,,,,,RP,Brandon Eisert (43742813),Brandon Eisert,43742813,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,2.76
,,,,,,,,,,,,,,,RP,Evan Sisk (43742822),Evan Sisk,43742822,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,3.89
,,,,,,,,,,,,,,,RP,Carlos Rodriguez (43742824),Carlos Rodriguez,43742824,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,5.15
,,,,,,,,,,,,,,,RP,Abner Uribe (43742825),Abner Uribe,43742825,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,3.43
,,,,,,,,,,,,,,,RP,Joel Kuhnel (43742837),Joel Kuhnel,43742837,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,1.63
,,,,,,,,,,,,,,,RP,Isaac Mattson (43742848),Isaac Mattson,43742848,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,2.03
,,,,,,,,,,,,,,,RP,Garrett Stallings (43742850),Garrett Stallings,43742850,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,6.48
,,,,,,,,,,,,,,,RP,Ron Marinaccio (43742853),Ron Marinaccio,43742853,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,2.80
,,,,,,,,,,,,,,,RP,Jared Koenig (43742856),Jared Koenig,43742856,P,4000,PIT@MIL 08/03/2026 07:40PM ET,MIL,0.42
,,,,,,,,,,,,,,,RP,Yohan Ramirez (43742857),Yohan Ramirez,43742857,P,4000,PIT@MIL 08/03/2026 07:40PM ET,PIT,4.4
,,,,,,,,,,,,,,,OF,Ian Happ (43742258),Ian Happ,43742258,OF,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,7.54
,,,,,,,,,,,,,,,C,Will Smith (43742409),Will Smith,43742409,C,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,6.21
,,,,,,,,,,,,,,,RP,Jake Cousins (43742681),Jake Cousins,43742681,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Ronan Kopp (43742682),Ronan Kopp,43742682,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Brusdar Graterol (43742687),Brusdar Graterol,43742687,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Antoine Kelly (43742688),Antoine Kelly,43742688,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,4.4
,,,,,,,,,,,,,,,RP,Tyler Beede (43742692),Tyler Beede,43742692,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Blake Treinen (43742709),Blake Treinen,43742709,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,2.78
,,,,,,,,,,,,,,,RP,Hoby Milner (43742718),Hoby Milner,43742718,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,1.70
,,,,,,,,,,,,,,,RP,Luke Little (43742720),Luke Little,43742720,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,1.05
,,,,,,,,,,,,,,,RP,Edgardo Henriquez (43742723),Edgardo Henriquez,43742723,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,3.41
,,,,,,,,,,,,,,,RP,Evan Phillips (43742728),Evan Phillips,43742728,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,2.31
,,,,,,,,,,,,,,,RP,Paul Gervase (43742730),Paul Gervase,43742730,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,5.51
,,,,,,,,,,,,,,,RP,Daniel Palencia (43742731),Daniel Palencia,43742731,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,3.14
,,,,,,,,,,,,,,,RP,Alex Vesia (43742734),Alex Vesia,43742734,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,3.00
,,,,,,,,,,,,,,,RP,Porter Hodge (43742735),Porter Hodge,43742735,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Riley Martin (43742741),Riley Martin,43742741,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,3.82
,,,,,,,,,,,,,,,RP,Brock Stewart (43742749),Brock Stewart,43742749,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,3.31
,,,,,,,,,,,,,,,RP,Shelby Miller (43742757),Shelby Miller,43742757,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Trent Thornton (43742761),Trent Thornton,43742761,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,2.42
,,,,,,,,,,,,,,,RP,Ryan Rolison (43742764),Ryan Rolison,43742764,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,3.88
,,,,,,,,,,,,,,,RP,Phil Maton (43742765),Phil Maton,43742765,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,1.72
,,,,,,,,,,,,,,,RP,Caleb Thielbar (43742766),Caleb Thielbar,43742766,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,3.07
,,,,,,,,,,,,,,,RP,Jayden Murray (43742768),Jayden Murray,43742768,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,1.04
,,,,,,,,,,,,,,,RP,Edwin Diaz (43742780),Edwin Diaz,43742780,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,2.13
,,,,,,,,,,,,,,,RP,Tanner Scott (43742781),Tanner Scott,43742781,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,3.64
,,,,,,,,,,,,,,,RP,Hunter Harvey (43742792),Hunter Harvey,43742792,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,1.85
,,,,,,,,,,,,,,,RP,Seth Halvorsen (43742807),Seth Halvorsen,43742807,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,1.64
,,,,,,,,,,,,,,,RP,Tyler Ferguson (43742808),Tyler Ferguson,43742808,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,2.41
,,,,,,,,,,,,,,,RP,Kyle Hurt (43742809),Kyle Hurt,43742809,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,3.30
,,,,,,,,,,,,,,,RP,Jack Dreyer (43742812),Jack Dreyer,43742812,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,3.65
,,,,,,,,,,,,,,,RP,Gavin Hollowell (43742821),Gavin Hollowell,43742821,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,2.73
,,,,,,,,,,,,,,,RP,Jacob Webb (43742823),Jacob Webb,43742823,P,4000,LAD@CHC 08/03/2026 08:05PM ET,CHC,3.53
,,,,,,,,,,,,,,,RP,Ben Casparius (43742844),Ben Casparius,43742844,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,0.5
,,,,,,,,,,,,,,,RP,Will Klein (43742846),Will Klein,43742846,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,3.58
,,,,,,,,,,,,,,,RP,Carlos Duran (43742858),Carlos Duran,43742858,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Wyatt Mills (43742859),Wyatt Mills,43742859,P,4000,LAD@CHC 08/03/2026 08:05PM ET,LAD,1.11
,,,,,,,,,,,,,,,SP,Chase Hampton (43742679),Chase Hampton,43742679,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Bradley Hanner (43742683),Bradley Hanner,43742683,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Cooper Hjerpe (43742686),Cooper Hjerpe,43742686,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,0
,,,,,,,,,,,,,,,RP,Luis Gastelum (43742708),Luis Gastelum,43742708,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,1.59
,,,,,,,,,,,,,,,RP,Brendan Beck (43742713),Brendan Beck,43742713,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,0.9
,,,,,,,,,,,,,,,RP,Brent Headrick (43742716),Brent Headrick,43742716,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,4.09
,,,,,,,,,,,,,,,RP,Yerry de los Santos (43742726),Yerry de los Santos,43742726,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,4.86
,,,,,,,,,,,,,,,RP,Yovanny Cruz (43742727),Yovanny Cruz,43742727,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,4.75
,,,,,,,,,,,,,,,SP,Riley O'Brien (43742742),Riley O'Brien,43742742,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,2.99
,,,,,,,,,,,,,,,RP,Max Rajcic (43742750),Max Rajcic,43742750,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,3.18
,,,,,,,,,,,,,,,RP,Ryne Stanek (43742767),Ryne Stanek,43742767,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,2.49
,,,,,,,,,,,,,,,RP,Tim Hill (43742773),Tim Hill,43742773,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,1.46
,,,,,,,,,,,,,,,RP,JoJo Romero (43742778),JoJo Romero,43742778,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,2.70
,,,,,,,,,,,,,,,RP,David Bednar (43742787),David Bednar,43742787,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,3.84
,,,,,,,,,,,,,,,RP,George Soriano (43742788),George Soriano,43742788,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,2.95
,,,,,,,,,,,,,,,RP,Peter Strzelecki (43742789),Peter Strzelecki,43742789,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,1.23
,,,,,,,,,,,,,,,RP,Ryan Fernandez (43742794),Ryan Fernandez,43742794,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,5.02
,,,,,,,,,,,,,,,RP,Gordon Graceffo (43742796),Gordon Graceffo,43742796,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,3.08
,,,,,,,,,,,,,,,RP,Jake Bird (43742811),Jake Bird,43742811,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,1.75
,,,,,,,,,,,,,,,RP,Kervin Castro (43742814),Kervin Castro,43742814,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,5.4
,,,,,,,,,,,,,,,RP,Fernando Cruz (43742818),Fernando Cruz,43742818,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,3.25
,,,,,,,,,,,,,,,RP,Justin Bruihl (43742827),Justin Bruihl,43742827,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,2.25
,,,,,,,,,,,,,,,RP,Angel Chivilli (43742832),Angel Chivilli,43742832,P,4000,STL@NYY 08/03/2026 07:05PM ET,NYY,4.26
,,,,,,,,,,,,,,,RP,Matt Svanson (43742854),Matt Svanson,43742854,P,4000,STL@NYY 08/03/2026 07:05PM ET,STL,1.72
,,,,,,,,,,,,,,,SS,Xander Bogaerts (43742265),Xander Bogaerts,43742265,SS,3900,SD@ARI 08/03/2026 09:40PM ET,SD,6.41
,,,,,,,,,,,,,,,2B,Richie Palacios (43742267),Richie Palacios,43742267,2B,3900,TB@COL 08/03/2026 08:40PM ET,TB,5.38
,,,,,,,,,,,,,,,OF,Brenton Doyle (43742268),Brenton Doyle,43742268,OF,3900,TB@COL 08/03/2026 08:40PM ET,COL,4.78
,,,,,,,,,,,,,,,C,Dalton Rushing (43742266),Dalton Rushing,43742266,C,3900,LAD@CHC 08/03/2026 08:05PM ET,LAD,6.39
,,,,,,,,,,,,,,,1B,Paul Goldschmidt (43742264),Paul Goldschmidt,43742264,1B,3900,STL@NYY 08/03/2026 07:05PM ET,NYY,6.89
,,,,,,,,,,,,,,,1B,Bryce Eldridge (43742270),Bryce Eldridge,43742270,1B,3800,SF@TEX 08/03/2026 08:05PM ET,SF,7.1
,,,,,,,,,,,,,,,3B/SS,Ezequiel Duran (43742273),Ezequiel Duran,43742273,3B/SS,3800,SF@TEX 08/03/2026 08:05PM ET,TEX,7.14
,,,,,,,,,,,,,,,3B/OF,Addison Barger (43742411),Addison Barger,43742411,3B/OF,3800,TOR@HOU 08/03/2026 08:10PM ET,TOR,2.56
,,,,,,,,,,,,,,,OF,Jake Mangum (43742272),Jake Mangum,43742272,OF,3800,PIT@MIL 08/03/2026 07:40PM ET,PIT,6.57
,,,,,,,,,,,,,,,C,Gary Sanchez (43742275),Gary Sanchez,43742275,C,3800,PIT@MIL 08/03/2026 07:40PM ET,MIL,6.03
,,,,,,,,,,,,,,,2B,Nico Hoerner (43742271),Nico Hoerner,43742271,2B,3800,LAD@CHC 08/03/2026 08:05PM ET,CHC,7.23
,,,,,,,,,,,,,,,OF,Jasson Dominguez (43742269),Jasson Dominguez,43742269,OF,3800,STL@NYY 08/03/2026 07:05PM ET,NYY,6.31
,,,,,,,,,,,,,,,2B/OF,Luis Rengifo (43742278),Luis Rengifo,43742278,2B/OF,3700,SD@ARI 08/03/2026 09:40PM ET,SD,5.54
,,,,,,,,,,,,,,,SS,Taylor Walls (43742282),Taylor Walls,43742282,SS,3700,TB@COL 08/03/2026 08:40PM ET,TB,5.24
,,,,,,,,,,,,,,,2B/SS,Ernie Clement (43742276),Ernie Clement,43742276,2B/SS,3700,TOR@HOU 08/03/2026 08:10PM ET,TOR,6.41
