Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5225703631,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,1. Column A lists all of your contest entries for this draftgroup
5225704150,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,2. Your current lineup is listed next to each entry (blank for reservations)
5225704151,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5225704152,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5225704153,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,5. For faster processing only include entries you are changing in the file you upload
5225704154,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,
5225704155,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Hayden Birdsong (43897427),Hayden Birdsong,43897427,P,5600,SF@BOS 08/21/2026 07:10PM ET,SF,0
,,,,,,,,,,,,,,,SP,Gunnar Hoglund (43897402),Gunnar Hoglund,43897402,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Kade Morris (43897408),Kade Morris,43897408,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,-2.17
,,,,,,,,,,,,,,,SP,Luis Medina (43897409),Luis Medina,43897409,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,4.21
,,,,,,,,,,,,,,,RP,Seth Johnson (43897410),Seth Johnson,43897410,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,2.07
,,,,,,,,,,,,,,,RP,Yunior Tur (43897411),Yunior Tur,43897411,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,-7.63
,,,,,,,,,,,,,,,RP,Jose Suarez (43897412),Jose Suarez,43897412,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,3.18
,,,,,,,,,,,,,,,RP,Joe Rock (43897413),Joe Rock,43897413,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,6.21
,,,,,,,,,,,,,,,RP,Jack Perkins (43897414),Jack Perkins,43897414,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,6.1
,,,,,,,,,,,,,,,RP,Joey Estes (43897423),Joey Estes,43897423,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,6.15
,,,,,,,,,,,,,,,RP,Jeffrey Springs (43897424),Jeffrey Springs,43897424,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,8.31
,,,,,,,,,,,,,,,RP,Mason Barnett (43897425),Mason Barnett,43897425,P,5600,ATH@HOU 08/21/2026 08:10PM ET,ATH,3.71
,,,,,,,,,,,,,,,OF,Seiya Suzuki (43896538),Seiya Suzuki,43896538,OF,5600,CHC@SEA 08/21/2026 10:10PM ET,CHC,8.79
,,,,,,,,,,,,,,,RP,Luinder Avila (43897403),Luinder Avila,43897403,P,5600,DET@KC 08/21/2026 08:10PM ET,KC,6.98
,,,,,,,,,,,,,,,RP,Mason Black (43897404),Mason Black,43897404,P,5600,DET@KC 08/21/2026 08:10PM ET,KC,3.35
,,,,,,,,,,,,,,,RP,Mitch Spence (43897405),Mitch Spence,43897405,P,5600,DET@KC 08/21/2026 08:10PM ET,KC,-9.27
,,,,,,,,,,,,,,,RP,Sawyer Gipson-Long (43897406),Sawyer Gipson-Long,43897406,P,5600,DET@KC 08/21/2026 08:10PM ET,DET,0
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (43897407),Daniel Lynch IV,43897407,P,5600,DET@KC 08/21/2026 08:10PM ET,KC,3.09
,,,,,,,,,,,,,,,OF,Fernando Tatis Jr. (43896537),Fernando Tatis Jr.,43896537,OF,5600,MIN@SD 08/21/2026 09:40PM ET,SD,8.73
,,,,,,,,,,,,,,,1B,Pete Alonso (43896539),Pete Alonso,43896539,1B,5500,TB@BAL 08/21/2026 07:15PM ET,BAL,8.77
,,,,,,,,,,,,,,,SP,Adrian Houser (43897428),Adrian Houser,43897428,P,5500,SF@BOS 08/21/2026 07:10PM ET,SF,8.78
,,,,,,,,,,,,,,,SP,Carson Whisenhunt (43897429),Carson Whisenhunt,43897429,P,5500,SF@BOS 08/21/2026 07:10PM ET,SF,6.29
,,,,,,,,,,,,,,,1B,Munetaka Murakami (43896540),Munetaka Murakami,43896540,1B,5500,NYM@CWS 08/21/2026 07:40PM ET,CWS,9.25
,,,,,,,,,,,,,,,OF,James Wood (43896921),James Wood,43896921,OF,5500,WSH@MIA 08/21/2026 07:10PM ET,WSH,10.82
,,,,,,,,,,,,,,,OF,Wilyer Abreu (43896545),Wilyer Abreu,43896545,OF,5400,SF@BOS 08/21/2026 07:10PM ET,BOS,8.26
,,,,,,,,,,,,,,,RP,Robert Stock (43897430),Robert Stock,43897430,P,5400,NYM@CWS 08/21/2026 07:40PM ET,NYM,9.22
,,,,,,,,,,,,,,,RP,Justin Hagenman (43897431),Justin Hagenman,43897431,P,5400,NYM@CWS 08/21/2026 07:40PM ET,NYM,0
,,,,,,,,,,,,,,,SP,Tobias Myers (43897432),Tobias Myers,43897432,P,5400,NYM@CWS 08/21/2026 07:40PM ET,NYM,2.58
,,,,,,,,,,,,,,,RP,Xzavion Curry (43897433),Xzavion Curry,43897433,P,5400,NYM@CWS 08/21/2026 07:40PM ET,NYM,4.77
,,,,,,,,,,,,,,,RP,Chayce McDermott (43897434),Chayce McDermott,43897434,P,5400,NYM@CWS 08/21/2026 07:40PM ET,NYM,3.14
,,,,,,,,,,,,,,,SP,Kodai Senga (43897435),Kodai Senga,43897435,P,5400,NYM@CWS 08/21/2026 07:40PM ET,NYM,4.90
,,,,,,,,,,,,,,,SP,Jonah Tong (43897436),Jonah Tong,43897436,P,5400,NYM@CWS 08/21/2026 07:40PM ET,NYM,7.83
,,,,,,,,,,,,,,,OF,Jake McCarthy (43896542),Jake McCarthy,43896542,OF,5400,CLE@COL 08/21/2026 08:40PM ET,COL,8.54
,,,,,,,,,,,,,,,C,Hunter Goodman (43896922),Hunter Goodman,43896922,C,5400,CLE@COL 08/21/2026 08:40PM ET,COL,8.78
,,,,,,,,,,,,,,,C,Dillon Dingler (43896541),Dillon Dingler,43896541,C,5400,DET@KC 08/21/2026 08:10PM ET,DET,8.20
,,,,,,,,,,,,,,,1B/OF,Jac Caglianone (43896543),Jac Caglianone,43896543,1B/OF,5400,DET@KC 08/21/2026 08:10PM ET,KC,7.56
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (43896546),Yandy Diaz,43896546,1B/3B,5300,TB@BAL 08/21/2026 07:15PM ET,TB,8.53
,,,,,,,,,,,,,,,3B,Miguel Vargas (43896548),Miguel Vargas,43896548,3B,5300,NYM@CWS 08/21/2026 07:40PM ET,CWS,9.03
,,,,,,,,,,,,,,,OF,Mickey Moniak (43896549),Mickey Moniak,43896549,OF,5300,CLE@COL 08/21/2026 08:40PM ET,COL,7.75
,,,,,,,,,,,,,,,3B,Alex Bregman (43896550),Alex Bregman,43896550,3B,5300,CHC@SEA 08/21/2026 10:10PM ET,CHC,7.69
,,,,,,,,,,,,,,,RP,Mason Fluharty (43897437),Mason Fluharty,43897437,P,5300,TOR@NYY 08/21/2026 07:05PM ET,TOR,2.48
,,,,,,,,,,,,,,,RP,Spencer Miles (43897438),Spencer Miles,43897438,P,5300,TOR@NYY 08/21/2026 07:05PM ET,TOR,6.13
,,,,,,,,,,,,,,,RP,Bowden Francis (43897439),Bowden Francis,43897439,P,5300,TOR@NYY 08/21/2026 07:05PM ET,TOR,0
,,,,,,,,,,,,,,,OF,Corbin Carroll (43896551),Corbin Carroll,43896551,OF,5200,CIN@ARI 08/21/2026 09:40PM ET,ARI,8.82
,,,,,,,,,,,,,,,1B,Sal Stewart (43896554),Sal Stewart,43896554,1B,5200,CIN@ARI 08/21/2026 09:40PM ET,CIN,8.79
,,,,,,,,,,,,,,,RP,Ryan Johnson (43897442),Ryan Johnson,43897442,P,5200,LAA@TEX 08/21/2026 08:15PM ET,LAA,6.28
,,,,,,,,,,,,,,,SP,Jack Kochanowicz (43897443),Jack Kochanowicz,43897443,P,5200,LAA@TEX 08/21/2026 08:15PM ET,LAA,7.26
,,,,,,,,,,,,,,,RP,Brad Lord (43896522),Brad Lord,43896522,P,5200,WSH@MIA 08/21/2026 07:10PM ET,WSH,5.60
,,,,,,,,,,,,,,,SP,Michael Lorenzen (43897440),Michael Lorenzen,43897440,P,5200,CLE@COL 08/21/2026 08:40PM ET,COL,4.48
,,,,,,,,,,,,,,,2B,Brandon Lowe (43896553),Brandon Lowe,43896553,2B,5200,PIT@LAD 08/21/2026 10:10PM ET,PIT,8.53
,,,,,,,,,,,,,,,OF,Byron Buxton (43896552),Byron Buxton,43896552,OF,5200,MIN@SD 08/21/2026 09:40PM ET,MIN,9.08
,,,,,,,,,,,,,,,RP,Simeon Woods Richardson (43897441),Simeon Woods Richardson,43897441,P,5200,TOR@NYY 08/21/2026 07:05PM ET,TOR,4.14
,,,,,,,,,,,,,,,OF,Mike Trout (43896560),Mike Trout,43896560,OF,5100,LAA@TEX 08/21/2026 08:15PM ET,LAA,8.46
,,,,,,,,,,,,,,,SS,Gunnar Henderson (43896559),Gunnar Henderson,43896559,SS,5100,TB@BAL 08/21/2026 07:15PM ET,BAL,7.66
,,,,,,,,,,,,,,,RP,Keegan Akin (43897444),Keegan Akin,43897444,P,5100,TB@BAL 08/21/2026 07:15PM ET,BAL,1.53
,,,,,,,,,,,,,,,SP,Chris Bassitt (43897445),Chris Bassitt,43897445,P,5100,TB@BAL 08/21/2026 07:15PM ET,BAL,8.09
,,,,,,,,,,,,,,,SP,Trey Gibson (43897446),Trey Gibson,43897446,P,5100,TB@BAL 08/21/2026 07:15PM ET,BAL,5.73
,,,,,,,,,,,,,,,SS,Jeremy Pena (43896555),Jeremy Pena,43896555,SS,5100,ATH@HOU 08/21/2026 08:10PM ET,HOU,8.70
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (43896556),Kevin McGonigle,43896556,3B/SS,5100,DET@KC 08/21/2026 08:10PM ET,DET,8.43
,,,,,,,,,,,,,,,3B,Max Muncy (43896558),Max Muncy,43896558,3B,5100,PIT@LAD 08/21/2026 10:10PM ET,LAD,7.5
,,,,,,,,,,,,,,,OF,Wyatt Langford (43896563),Wyatt Langford,43896563,OF,5000,LAA@TEX 08/21/2026 08:15PM ET,TEX,8.16
,,,,,,,,,,,,,,,RP,Tanner Gordon (43896523),Tanner Gordon,43896523,P,5000,CLE@COL 08/21/2026 08:40PM ET,COL,7.85
,,,,,,,,,,,,,,,2B,Travis Bazzana (43896562),Travis Bazzana,43896562,2B,5000,CLE@COL 08/21/2026 08:40PM ET,CLE,7.24
,,,,,,,,,,,,,,,3B,Manny Machado (43896564),Manny Machado,43896564,3B,5000,MIN@SD 08/21/2026 09:40PM ET,SD,7.23
,,,,,,,,,,,,,,,1B,Luis Garcia Jr. (43896561),Luis Garcia Jr.,43896561,1B,5000,TOR@NYY 08/21/2026 07:05PM ET,NYY,7.75
,,,,,,,,,,,,,,,OF,Cody Bellinger (43896923),Cody Bellinger,43896923,OF,5000,TOR@NYY 08/21/2026 07:05PM ET,NYY,7.79
,,,,,,,,,,,,,,,OF,Chase DeLauter (43896565),Chase DeLauter,43896565,OF,4900,CLE@COL 08/21/2026 08:40PM ET,CLE,7.81
,,,,,,,,,,,,,,,1B,Jonathan Aranda (43896567),Jonathan Aranda,43896567,1B,4800,TB@BAL 08/21/2026 07:15PM ET,TB,7.63
,,,,,,,,,,,,,,,1B,Willson Contreras (43896572),Willson Contreras,43896572,1B,4800,SF@BOS 08/21/2026 07:10PM ET,BOS,8.73
,,,,,,,,,,,,,,,OF/SS,Cole Carrigg (43896568),Cole Carrigg,43896568,SS/OF,4800,CLE@COL 08/21/2026 08:40PM ET,COL,8.12
,,,,,,,,,,,,,,,SP,Chase Dollander (43897447),Chase Dollander,43897447,P,4800,CLE@COL 08/21/2026 08:40PM ET,COL,13.1
,,,,,,,,,,,,,,,RP,Zach Agnos (43897448),Zach Agnos,43897448,P,4800,CLE@COL 08/21/2026 08:40PM ET,COL,3.14
,,,,,,,,,,,,,,,SP,Pierson Ohl (43897449),Pierson Ohl,43897449,P,4800,CLE@COL 08/21/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Gabriel Hughes (43897450),Gabriel Hughes,43897450,P,4800,CLE@COL 08/21/2026 08:40PM ET,COL,7.79
,,,,,,,,,,,,,,,SP,Sean Sullivan (43897451),Sean Sullivan,43897451,P,4800,CLE@COL 08/21/2026 08:40PM ET,COL,1.89
,,,,,,,,,,,,,,,SP,Ryan Feltner (43897452),Ryan Feltner,43897452,P,4800,CLE@COL 08/21/2026 08:40PM ET,COL,7.81
,,,,,,,,,,,,,,,SP,Kyle Freeland (43897453),Kyle Freeland,43897453,P,4800,CLE@COL 08/21/2026 08:40PM ET,COL,9.00
,,,,,,,,,,,,,,,SP,Tomoyuki Sugano (43897454),Tomoyuki Sugano,43897454,P,4800,CLE@COL 08/21/2026 08:40PM ET,COL,10.6
,,,,,,,,,,,,,,,2B/SS,Nico Hoerner (43896574),Nico Hoerner,43896574,2B/SS,4800,CHC@SEA 08/21/2026 10:10PM ET,CHC,7.29
,,,,,,,,,,,,,,,C,Eduardo Valencia (43896566),Eduardo Valencia,43896566,C,4800,DET@KC 08/21/2026 08:10PM ET,DET,8.52
,,,,,,,,,,,,,,,OF,Andy Pages (43896570),Andy Pages,43896570,OF,4800,PIT@LAD 08/21/2026 10:10PM ET,LAD,8.46
,,,,,,,,,,,,,,,OF,Bryan Reynolds (43896573),Bryan Reynolds,43896573,OF,4800,PIT@LAD 08/21/2026 10:10PM ET,PIT,8.19
,,,,,,,,,,,,,,,2B,Jazz Chisholm Jr. (43896571),Jazz Chisholm Jr.,43896571,2B,4800,TOR@NYY 08/21/2026 07:05PM ET,NYY,7.69
,,,,,,,,,,,,,,,SS,Corey Seager (43896578),Corey Seager,43896578,SS,4700,LAA@TEX 08/21/2026 08:15PM ET,TEX,7.18
,,,,,,,,,,,,,,,C,Liam Hicks (43896576),Liam Hicks,43896576,C,4700,TB@BAL 08/21/2026 07:15PM ET,TB,7.68
,,,,,,,,,,,,,,,1B,Kyle Stowers (43896925),Kyle Stowers,43896925,1B,4700,WSH@MIA 08/21/2026 07:10PM ET,MIA,7.62
,,,,,,,,,,,,,,,OF,Angel Martinez (43896577),Angel Martinez,43896577,OF,4700,CLE@COL 08/21/2026 08:40PM ET,CLE,6.49
,,,,,,,,,,,,,,,RP,Jose Quintana (43897455),Jose Quintana,43897455,P,4700,CLE@COL 08/21/2026 08:40PM ET,COL,6.05
,,,,,,,,,,,,,,,OF,Riley Greene (43896924),Riley Greene,43896924,OF,4700,DET@KC 08/21/2026 08:10PM ET,DET,7.59
,,,,,,,,,,,,,,,2B,Kody Clemens (43896579),Kody Clemens,43896579,2B,4700,MIN@SD 08/21/2026 09:40PM ET,MIN,7.56
,,,,,,,,,,,,,,,2B/3B,Willi Castro (43896581),Willi Castro,43896581,2B/3B,4600,CLE@COL 08/21/2026 08:40PM ET,COL,7.32
,,,,,,,,,,,,,,,3B/OF,Zack Gelof (43896584),Zack Gelof,43896584,3B/OF,4600,ATH@HOU 08/21/2026 08:10PM ET,ATH,7.86
,,,,,,,,,,,,,,,C,Ryan Jeffers (43896583),Ryan Jeffers,43896583,C,4600,MIN@SD 08/21/2026 09:40PM ET,MIN,8.2
,,,,,,,,,,,,,,,OF,Trent Grisham (43896580),Trent Grisham,43896580,OF,4600,TOR@NYY 08/21/2026 07:05PM ET,NYY,7.35
,,,,,,,,,,,,,,,SS,Francisco Lindor (43896586),Francisco Lindor,43896586,SS,4500,NYM@CWS 08/21/2026 07:40PM ET,NYM,7.69
,,,,,,,,,,,,,,,3B/SS,Colson Montgomery (43896591),Colson Montgomery,43896591,3B/SS,4500,NYM@CWS 08/21/2026 07:40PM ET,CWS,7.32
,,,,,,,,,,,,,,,OF,Dylan Crews (43896589),Dylan Crews,43896589,OF,4500,WSH@MIA 08/21/2026 07:10PM ET,WSH,6.48
,,,,,,,,,,,,,,,OF,Jo Adell (43896587),Jo Adell,43896587,OF,4500,CLE@COL 08/21/2026 08:40PM ET,CLE,6.8
,,,,,,,,,,,,,,,1B,TJ Rumfield (43896588),TJ Rumfield,43896588,1B,4500,CLE@COL 08/21/2026 08:40PM ET,COL,7.23
,,,,,,,,,,,,,,,SS,Jacob Wilson (43896595),Jacob Wilson,43896595,SS,4500,ATH@HOU 08/21/2026 08:10PM ET,ATH,6.74
,,,,,,,,,,,,,,,OF,Randy Arozarena (43896590),Randy Arozarena,43896590,OF,4500,CHC@SEA 08/21/2026 10:10PM ET,SEA,8.63
,,,,,,,,,,,,,,,1B,Royce Lewis (43896593),Royce Lewis,43896593,1B,4500,MIN@SD 08/21/2026 09:40PM ET,MIN,7.48
,,,,,,,,,,,,,,,OF,Jackson Merrill (43896594),Jackson Merrill,43896594,OF,4500,MIN@SD 08/21/2026 09:40PM ET,SD,7.82
,,,,,,,,,,,,,,,OF,Giancarlo Stanton (43896926),Giancarlo Stanton,43896926,OF,4500,TOR@NYY 08/21/2026 07:05PM ET,NYY,6.79
,,,,,,,,,,,,,,,SS,Zach Neto (43896599),Zach Neto,43896599,SS,4400,LAA@TEX 08/21/2026 08:15PM ET,LAA,8.36
,,,,,,,,,,,,,,,3B,Christian Encarnacion-Strand (43896597),Christian Encarnacion-Strand,43896597,3B,4400,TB@BAL 08/21/2026 07:15PM ET,BAL,7.15
,,,,,,,,,,,,,,,SS,Otto Lopez (43896596),Otto Lopez,43896596,SS,4400,WSH@MIA 08/21/2026 07:10PM ET,MIA,8.48
,,,,,,,,,,,,,,,1B,Nick Kurtz (43896927),Nick Kurtz,43896927,1B,4400,ATH@HOU 08/21/2026 08:10PM ET,ATH,9.22
,,,,,,,,,,,,,,,1B,Michael Busch (43896600),Michael Busch,43896600,1B,4400,CHC@SEA 08/21/2026 10:10PM ET,CHC,7.21
,,,,,,,,,,,,,,,C,Carter Jensen (43896598),Carter Jensen,43896598,C,4400,DET@KC 08/21/2026 08:10PM ET,KC,6.50
,,,,,,,,,,,,,,,OF,Cedric Mullins (43896601),Cedric Mullins,43896601,OF,4300,TB@BAL 08/21/2026 07:15PM ET,TB,6.36
,,,,,,,,,,,,,,,3B,Jordan Westburg (43896928),Jordan Westburg,43896928,3B,4300,TB@BAL 08/21/2026 07:15PM ET,BAL,0
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43896607),Ceddanne Rafaela,43896607,OF,4300,SF@BOS 08/21/2026 07:10PM ET,BOS,8.18
,,,,,,,,,,,,,,,3B,Bo Bichette (43896602),Bo Bichette,43896602,3B,4300,NYM@CWS 08/21/2026 07:40PM ET,NYM,6.86
,,,,,,,,,,,,,,,2B/OF,Sam Antonacci (43896608),Sam Antonacci,43896608,2B/OF,4300,NYM@CWS 08/21/2026 07:40PM ET,CWS,7.39
,,,,,,,,,,,,,,,1B,Rhys Hoskins (43896929),Rhys Hoskins,43896929,1B,4300,CLE@COL 08/21/2026 08:40PM ET,CLE,5.35
,,,,,,,,,,,,,,,OF,Julio Rodriguez (43896604),Julio Rodriguez,43896604,OF,4300,CHC@SEA 08/21/2026 10:10PM ET,SEA,7.77
,,,,,,,,,,,,,,,2B,Gleyber Torres (43896603),Gleyber Torres,43896603,2B,4300,DET@KC 08/21/2026 08:10PM ET,DET,7.7
,,,,,,,,,,,,,,,3B/SS,Maikel Garcia (43896605),Maikel Garcia,43896605,3B/SS,4300,DET@KC 08/21/2026 08:10PM ET,KC,6.92
,,,,,,,,,,,,,,,OF,Esmerlyn Valdez (43896610),Esmerlyn Valdez,43896610,OF,4300,PIT@LAD 08/21/2026 10:10PM ET,PIT,8.36
,,,,,,,,,,,,,,,C,Gabriel Moreno (43896613),Gabriel Moreno,43896613,C,4200,CIN@ARI 08/21/2026 09:40PM ET,ARI,8.16
,,,,,,,,,,,,,,,OF,Jonny DeLuca (43896611),Jonny DeLuca,43896611,OF,4200,TB@BAL 08/21/2026 07:15PM ET,TB,6.4
,,,,,,,,,,,,,,,C,Samuel Basallo (43896616),Samuel Basallo,43896616,C,4200,TB@BAL 08/21/2026 07:15PM ET,BAL,6.34
,,,,,,,,,,,,,,,OF,Mike Tauchman (43896930),Mike Tauchman,43896930,OF,4200,NYM@CWS 08/21/2026 07:40PM ET,NYM,0
,,,,,,,,,,,,,,,OF,Daylen Lile (43896612),Daylen Lile,43896612,OF,4200,WSH@MIA 08/21/2026 07:10PM ET,WSH,7.17
,,,,,,,,,,,,,,,2B,Jose Altuve (43896615),Jose Altuve,43896615,2B,4200,ATH@HOU 08/21/2026 08:10PM ET,HOU,6.87
,,,,,,,,,,,,,,,OF,Ian Happ (43896617),Ian Happ,43896617,OF,4200,CHC@SEA 08/21/2026 10:10PM ET,CHC,7.19
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (43896614),Vinnie Pasquantino,43896614,1B,4200,DET@KC 08/21/2026 08:10PM ET,KC,6.72
,,,,,,,,,,,,,,,1B/C,Endy Rodriguez (43896931),Endy Rodriguez,43896931,C/1B,4200,PIT@LAD 08/21/2026 10:10PM ET,PIT,7.22
,,,,,,,,,,,,,,,3B/SS,Ezequiel Duran (43896620),Ezequiel Duran,43896620,3B/SS,4100,LAA@TEX 08/21/2026 08:15PM ET,TEX,7.13
,,,,,,,,,,,,,,,1B,Jake Burger (43896626),Jake Burger,43896626,1B,4100,LAA@TEX 08/21/2026 08:15PM ET,TEX,6.91
,,,,,,,,,,,,,,,3B,Josh Jung (43896935),Josh Jung,43896935,3B,4100,LAA@TEX 08/21/2026 08:15PM ET,TEX,7.29
,,,,,,,,,,,,,,,OF,Chandler Simpson (43896619),Chandler Simpson,43896619,OF,4100,TB@BAL 08/21/2026 07:15PM ET,TB,7.02
,,,,,,,,,,,,,,,2B,Jackson Holliday (43896624),Jackson Holliday,43896624,2B,4100,TB@BAL 08/21/2026 07:15PM ET,BAL,5.76
,,,,,,,,,,,,,,,OF,Victor Mesa Jr. (43896934),Victor Mesa Jr.,43896934,OF,4100,TB@BAL 08/21/2026 07:15PM ET,TB,6
,,,,,,,,,,,,,,,1B,Rafael Devers (43896622),Rafael Devers,43896622,1B,4100,SF@BOS 08/21/2026 07:10PM ET,SF,7.68
,,,,,,,,,,,,,,,OF,Roman Anthony (43896933),Roman Anthony,43896933,OF,4100,SF@BOS 08/21/2026 07:10PM ET,BOS,6.1
,,,,,,,,,,,,,,,3B,Casey Schmitt (43896936),Casey Schmitt,43896936,3B,4100,SF@BOS 08/21/2026 07:10PM ET,SF,8.02
,,,,,,,,,,,,,,,OF,Carson Benge (43896618),Carson Benge,43896618,OF,4100,NYM@CWS 08/21/2026 07:40PM ET,NYM,7.65
,,,,,,,,,,,,,,,SS,Mookie Betts (43896623),Mookie Betts,43896623,SS,4100,PIT@LAD 08/21/2026 10:10PM ET,LAD,7
,,,,,,,,,,,,,,,1B,Ryan O'Hearn (43896938),Ryan O'Hearn,43896938,1B,4100,PIT@LAD 08/21/2026 10:10PM ET,PIT,7.95
,,,,,,,,,,,,,,,1B,Ty France (43896625),Ty France,43896625,1B,4100,MIN@SD 08/21/2026 09:40PM ET,SD,6.93
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43896937),Vladimir Guerrero Jr.,43896937,1B,4100,TOR@NYY 08/21/2026 07:05PM ET,TOR,6.76
,,,,,,,,,,,,,,,3B,Nolan Arenado (43896631),Nolan Arenado,43896631,3B,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,7.12
,,,,,,,,,,,,,,,RP,Blake Walston (43897461),Blake Walston,43897461,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Julian Aguiar (43897467),Julian Aguiar,43897467,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Tony Santillan (43897493),Tony Santillan,43897493,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,2.00
,,,,,,,,,,,,,,,RP,Drey Jameson (43897499),Drey Jameson,43897499,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,2.86
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (43897512),Andrew Saalfrank,43897512,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Emilio Pagan (43897515),Emilio Pagan,43897515,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,3.17
,,,,,,,,,,,,,,,RP,Kade Strowd (43897526),Kade Strowd,43897526,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,-0.15
,,,,,,,,,,,,,,,RP,Julian Garcia (43897537),Julian Garcia,43897537,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,4.36
,,,,,,,,,,,,,,,RP,Taylor Clarke (43897550),Taylor Clarke,43897550,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,2.39
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (43897562),Jonathan Loaisiga,43897562,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,2.64
,,,,,,,,,,,,,,,RP,Pierce Johnson (43897564),Pierce Johnson,43897564,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,2.19
,,,,,,,,,,,,,,,RP,Kevin Ginkel (43897571),Kevin Ginkel,43897571,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,2.74
,,,,,,,,,,,,,,,RP,Ryan Thompson (43897588),Ryan Thompson,43897588,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,1.91
,,,,,,,,,,,,,,,RP,Dennis Santana (43897593),Dennis Santana,43897593,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,1.81
,,,,,,,,,,,,,,,RP,Zach Maxwell (43897630),Zach Maxwell,43897630,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,1.04
