Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5211324838,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,1. Column A lists all of your contest entries for this draftgroup
5211324977,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,2. Your current lineup is listed next to each entry (blank for reservations)
5211324978,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5211324979,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5211324980,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,5. For faster processing only include entries you are changing in the file you upload
5211324981,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,
5211324982,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,1B,Freddie Freeman (43772546),Freddie Freeman,43772546,1B,5400,LAD@ARI 08/07/2026 09:40PM ET,LAD,8.14
,,,,,,,,,,,,,,,SP,Gunnar Hoglund (43773325),Gunnar Hoglund,43773325,P,5400,ATH@BOS 08/07/2026 07:10PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Seth Johnson (43773326),Seth Johnson,43773326,P,5400,ATH@BOS 08/07/2026 07:10PM ET,ATH,3.03
,,,,,,,,,,,,,,,SP,Kade Morris (43773327),Kade Morris,43773327,P,5400,ATH@BOS 08/07/2026 07:10PM ET,ATH,-2.17
,,,,,,,,,,,,,,,SP,Luis Medina (43773328),Luis Medina,43773328,P,5400,ATH@BOS 08/07/2026 07:10PM ET,ATH,3.95
,,,,,,,,,,,,,,,RP,Yunior Tur (43773329),Yunior Tur,43773329,P,5400,ATH@BOS 08/07/2026 07:10PM ET,ATH,-12.8
,,,,,,,,,,,,,,,RP,Jose Suarez (43773330),Jose Suarez,43773330,P,5400,ATH@BOS 08/07/2026 07:10PM ET,ATH,3.52
,,,,,,,,,,,,,,,RP,Jeffrey Springs (43773331),Jeffrey Springs,43773331,P,5400,ATH@BOS 08/07/2026 07:10PM ET,ATH,8.44
,,,,,,,,,,,,,,,RP,Joey Estes (43773332),Joey Estes,43773332,P,5400,ATH@BOS 08/07/2026 07:10PM ET,ATH,6.15
,,,,,,,,,,,,,,,OF,Jackson Chourio (43772547),Jackson Chourio,43772547,OF,5400,MIN@MIL 08/07/2026 07:40PM ET,MIL,9.09
,,,,,,,,,,,,,,,OF,Corbin Carroll (43772548),Corbin Carroll,43772548,OF,5300,LAD@ARI 08/07/2026 09:40PM ET,ARI,8.72
,,,,,,,,,,,,,,,3B,Max Muncy (43772550),Max Muncy,43772550,3B,5300,LAD@ARI 08/07/2026 09:40PM ET,LAD,7.55
,,,,,,,,,,,,,,,SP,Mason Black (43772530),Mason Black,43772530,P,5300,CHC@KC 08/07/2026 08:10PM ET,KC,3.10
,,,,,,,,,,,,,,,OF,Seiya Suzuki (43772549),Seiya Suzuki,43772549,OF,5300,CHC@KC 08/07/2026 08:10PM ET,CHC,8.68
,,,,,,,,,,,,,,,RP,Ryan Bergert (43773333),Ryan Bergert,43773333,P,5300,CHC@KC 08/07/2026 08:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,Alec Marsh (43773334),Alec Marsh,43773334,P,5300,CHC@KC 08/07/2026 08:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,Ben Kudrna (43773335),Ben Kudrna,43773335,P,5300,CHC@KC 08/07/2026 08:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Connor Thomas (43773336),Connor Thomas,43773336,P,5300,CHC@KC 08/07/2026 08:10PM ET,KC,-10.18
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (43773337),Daniel Lynch IV,43773337,P,5300,CHC@KC 08/07/2026 08:10PM ET,KC,3.10
,,,,,,,,,,,,,,,RP,Luinder Avila (43773338),Luinder Avila,43773338,P,5300,CHC@KC 08/07/2026 08:10PM ET,KC,6.98
,,,,,,,,,,,,,,,RP,Mitch Spence (43773339),Mitch Spence,43773339,P,5300,CHC@KC 08/07/2026 08:10PM ET,KC,-9.27
,,,,,,,,,,,,,,,RP,Stephen Kolek (43773340),Stephen Kolek,43773340,P,5300,CHC@KC 08/07/2026 08:10PM ET,KC,11.51
,,,,,,,,,,,,,,,1B,Pete Alonso (43772554),Pete Alonso,43772554,1B,5200,BAL@TEX 08/07/2026 08:15PM ET,BAL,8.30
,,,,,,,,,,,,,,,1B,Nick Kurtz (43772888),Nick Kurtz,43772888,1B,5200,ATH@BOS 08/07/2026 07:10PM ET,ATH,9.22
,,,,,,,,,,,,,,,OF,Mike Trout (43772553),Mike Trout,43772553,OF,5200,LAA@MIA 08/07/2026 07:10PM ET,LAA,8.53
,,,,,,,,,,,,,,,RP,Dax Fulton (43773341),Dax Fulton,43773341,P,5200,LAA@MIA 08/07/2026 07:10PM ET,MIA,5.02
,,,,,,,,,,,,,,,SP,Adam Mazur (43773342),Adam Mazur,43773342,P,5200,LAA@MIA 08/07/2026 07:10PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Ryan Gusto (43773343),Ryan Gusto,43773343,P,5200,LAA@MIA 08/07/2026 07:10PM ET,MIA,6.68
,,,,,,,,,,,,,,,SP,Bradley Blalock (43773344),Bradley Blalock,43773344,P,5200,LAA@MIA 08/07/2026 07:10PM ET,MIA,0
,,,,,,,,,,,,,,,2B,Brice Turang (43772552),Brice Turang,43772552,2B,5200,MIN@MIL 08/07/2026 07:40PM ET,MIL,9.16
,,,,,,,,,,,,,,,OF,Byron Buxton (43772887),Byron Buxton,43772887,OF,5200,MIN@MIL 08/07/2026 07:40PM ET,MIN,9.39
,,,,,,,,,,,,,,,OF,Mickey Moniak (43772551),Mickey Moniak,43772551,OF,5200,COL@STL 08/07/2026 08:15PM ET,COL,8.13
,,,,,,,,,,,,,,,3B,Manny Machado (43772555),Manny Machado,43772555,3B,5200,HOU@SD 08/07/2026 09:40PM ET,SD,7.42
,,,,,,,,,,,,,,,1B,Willson Contreras (43772557),Willson Contreras,43772557,1B,5100,ATH@BOS 08/07/2026 07:10PM ET,BOS,8.79
,,,,,,,,,,,,,,,3B,Miguel Vargas (43772556),Miguel Vargas,43772556,3B,5100,CLE@CWS 08/07/2026 07:40PM ET,CWS,8.90
,,,,,,,,,,,,,,,SP,Brett Kerry (43772531),Brett Kerry,43772531,P,5000,LAA@MIA 08/07/2026 07:10PM ET,LAA,9.2
,,,,,,,,,,,,,,,SP,Caden Dana (43773345),Caden Dana,43773345,P,5000,LAA@MIA 08/07/2026 07:10PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Sam Aldegheri (43773346),Sam Aldegheri,43773346,P,5000,LAA@MIA 08/07/2026 07:10PM ET,LAA,7.15
,,,,,,,,,,,,,,,RP,Ryan Johnson (43773347),Ryan Johnson,43773347,P,5000,LAA@MIA 08/07/2026 07:10PM ET,LAA,5.2
,,,,,,,,,,,,,,,SP,George Klassen (43773348),George Klassen,43773348,P,5000,LAA@MIA 08/07/2026 07:10PM ET,LAA,0.15
,,,,,,,,,,,,,,,SP,Jack Kochanowicz (43773349),Jack Kochanowicz,43773349,P,5000,LAA@MIA 08/07/2026 07:10PM ET,LAA,7.26
,,,,,,,,,,,,,,,3B,Jose Ramirez (43772558),Jose Ramirez,43772558,3B,5000,CLE@CWS 08/07/2026 07:40PM ET,CLE,8.64
,,,,,,,,,,,,,,,2B/OF,Kody Clemens (43772561),Kody Clemens,43772561,2B/OF,5000,MIN@MIL 08/07/2026 07:40PM ET,MIN,7.52
,,,,,,,,,,,,,,,SS,Jeremy Pena (43772559),Jeremy Pena,43772559,SS,5000,HOU@SD 08/07/2026 09:40PM ET,HOU,9.46
,,,,,,,,,,,,,,,1B,Matt Olson (43772560),Matt Olson,43772560,1B,5000,ATL@NYY 08/07/2026 07:05PM ET,ATL,9.25
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (43772564),Yandy Diaz,43772564,1B/3B,4900,TB@SEA 08/07/2026 09:45PM ET,TB,8.26
,,,,,,,,,,,,,,,OF,Randy Arozarena (43772566),Randy Arozarena,43772566,OF,4900,TB@SEA 08/07/2026 09:45PM ET,SEA,8.82
,,,,,,,,,,,,,,,2B,JJ Wetherholt (43772567),JJ Wetherholt,43772567,2B,4900,COL@STL 08/07/2026 08:15PM ET,STL,8.03
,,,,,,,,,,,,,,,1B,Luis Garcia Jr. (43772563),Luis Garcia Jr.,43772563,1B,4900,ATL@NYY 08/07/2026 07:05PM ET,NYY,7.97
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (43772568),Kevin McGonigle,43772568,3B/SS,4900,DET@SF 08/07/2026 10:15PM ET,DET,8.47
,,,,,,,,,,,,,,,2B,Ketel Marte (43772572),Ketel Marte,43772572,2B,4800,LAD@ARI 08/07/2026 09:40PM ET,ARI,7.86
,,,,,,,,,,,,,,,SS,Gunnar Henderson (43772574),Gunnar Henderson,43772574,SS,4800,BAL@TEX 08/07/2026 08:15PM ET,BAL,7.52
,,,,,,,,,,,,,,,OF,Wilyer Abreu (43772571),Wilyer Abreu,43772571,OF,4800,ATH@BOS 08/07/2026 07:10PM ET,BOS,8.08
,,,,,,,,,,,,,,,C,Carter Jensen (43772573),Carter Jensen,43772573,C,4800,CHC@KC 08/07/2026 08:10PM ET,KC,6.63
,,,,,,,,,,,,,,,1B,Alec Burleson (43772570),Alec Burleson,43772570,1B,4800,COL@STL 08/07/2026 08:15PM ET,STL,8.26
,,,,,,,,,,,,,,,OF,Andy Pages (43772577),Andy Pages,43772577,OF,4700,LAD@ARI 08/07/2026 09:40PM ET,LAD,8.37
,,,,,,,,,,,,,,,SS,Zach Neto (43772578),Zach Neto,43772578,SS,4700,LAA@MIA 08/07/2026 07:10PM ET,LAA,8.35
,,,,,,,,,,,,,,,1B/OF,Jake Bauers (43772575),Jake Bauers,43772575,1B/OF,4700,MIN@MIL 08/07/2026 07:40PM ET,MIL,8.64
,,,,,,,,,,,,,,,OF,Christian Yelich (43772579),Christian Yelich,43772579,OF,4700,MIN@MIL 08/07/2026 07:40PM ET,MIL,7.72
,,,,,,,,,,,,,,,OF,Jackson Merrill (43772581),Jackson Merrill,43772581,OF,4700,HOU@SD 08/07/2026 09:40PM ET,SD,7.69
,,,,,,,,,,,,,,,C,Drake Baldwin (43772580),Drake Baldwin,43772580,C,4700,ATL@NYY 08/07/2026 07:05PM ET,ATL,8.68
,,,,,,,,,,,,,,,2B,Jazz Chisholm Jr. (43772582),Jazz Chisholm Jr.,43772582,2B,4700,ATL@NYY 08/07/2026 07:05PM ET,NYY,7.89
,,,,,,,,,,,,,,,SS,Colson Montgomery (43772584),Colson Montgomery,43772584,SS,4600,CLE@CWS 08/07/2026 07:40PM ET,CWS,7.52
,,,,,,,,,,,,,,,OF,Julio Rodriguez (43772583),Julio Rodriguez,43772583,OF,4600,TB@SEA 08/07/2026 09:45PM ET,SEA,7.86
,,,,,,,,,,,,,,,2B,Gleyber Torres (43772585),Gleyber Torres,43772585,2B,4600,DET@SF 08/07/2026 10:15PM ET,DET,7.83
,,,,,,,,,,,,,,,2B,Tommy Edman (43772590),Tommy Edman,43772590,2B,4500,LAD@ARI 08/07/2026 09:40PM ET,LAD,7.20
,,,,,,,,,,,,,,,SS,Corey Seager (43772591),Corey Seager,43772591,SS,4500,BAL@TEX 08/07/2026 08:15PM ET,TEX,6.96
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43772588),Ceddanne Rafaela,43772588,OF,4500,ATH@BOS 08/07/2026 07:10PM ET,BOS,8.28
,,,,,,,,,,,,,,,OF,Tyler Soderstrom (43772592),Tyler Soderstrom,43772592,OF,4500,ATH@BOS 08/07/2026 07:10PM ET,ATH,7.48
,,,,,,,,,,,,,,,2B/3B,Curtis Mead (43772889),Curtis Mead,43772889,2B/3B,4500,ATH@BOS 08/07/2026 07:10PM ET,BOS,7.80
,,,,,,,,,,,,,,,1B/OF,Jac Caglianone (43772586),Jac Caglianone,43772586,1B/OF,4500,CHC@KC 08/07/2026 08:10PM ET,KC,6.85
,,,,,,,,,,,,,,,C,William Contreras (43772593),William Contreras,43772593,C,4500,MIN@MIL 08/07/2026 07:40PM ET,MIL,7.22
,,,,,,,,,,,,,,,OF,Jake McCarthy (43772589),Jake McCarthy,43772589,OF,4500,COL@STL 08/07/2026 08:15PM ET,COL,8.36
,,,,,,,,,,,,,,,OF,Wyatt Langford (43772599),Wyatt Langford,43772599,OF,4400,BAL@TEX 08/07/2026 08:15PM ET,TEX,8.64
,,,,,,,,,,,,,,,OF,Roman Anthony (43772891),Roman Anthony,43772891,OF,4400,ATH@BOS 08/07/2026 07:10PM ET,BOS,6.1
,,,,,,,,,,,,,,,2B,Travis Bazzana (43772594),Travis Bazzana,43772594,2B,4400,CLE@CWS 08/07/2026 07:40PM ET,CLE,7.81
,,,,,,,,,,,,,,,1B/C,Liam Hicks (43772597),Liam Hicks,43772597,C/1B,4400,TB@SEA 08/07/2026 09:45PM ET,TB,7.73
,,,,,,,,,,,,,,,OF,Cole Carrigg (43772596),Cole Carrigg,43772596,OF,4400,COL@STL 08/07/2026 08:15PM ET,COL,8.62
,,,,,,,,,,,,,,,OF,Riley Greene (43772595),Riley Greene,43772595,OF,4400,DET@SF 08/07/2026 10:15PM ET,DET,7.70
,,,,,,,,,,,,,,,C,Gabriel Moreno (43772603),Gabriel Moreno,43772603,C,4300,LAD@ARI 08/07/2026 09:40PM ET,ARI,7.77
,,,,,,,,,,,,,,,3B,Jordan Westburg (43772893),Jordan Westburg,43772893,3B,4300,BAL@TEX 08/07/2026 08:15PM ET,BAL,0
,,,,,,,,,,,,,,,C,Shea Langeliers (43772892),Shea Langeliers,43772892,C,4300,ATH@BOS 08/07/2026 07:10PM ET,ATH,8.56
,,,,,,,,,,,,,,,SS,Otto Lopez (43772601),Otto Lopez,43772601,SS,4300,LAA@MIA 08/07/2026 07:10PM ET,MIA,8.83
,,,,,,,,,,,,,,,OF,Chase DeLauter (43772600),Chase DeLauter,43772600,OF,4300,CLE@CWS 08/07/2026 07:40PM ET,CLE,7.78
,,,,,,,,,,,,,,,OF,Sam Antonacci (43772605),Sam Antonacci,43772605,OF,4300,CLE@CWS 08/07/2026 07:40PM ET,CWS,7.63
,,,,,,,,,,,,,,,OF,Jonny DeLuca (43772604),Jonny DeLuca,43772604,OF,4300,TB@SEA 08/07/2026 09:45PM ET,TB,6.4
,,,,,,,,,,,,,,,3B,Alex Bregman (43772602),Alex Bregman,43772602,3B,4300,CHC@KC 08/07/2026 08:10PM ET,CHC,7.34
,,,,,,,,,,,,,,,OF,Cody Bellinger (43772894),Cody Bellinger,43772894,OF,4300,ATL@NYY 08/07/2026 07:05PM ET,NYY,7.79
,,,,,,,,,,,,,,,1B,Spencer Torkelson (43772606),Spencer Torkelson,43772606,1B,4300,DET@SF 08/07/2026 10:15PM ET,DET,6.65
,,,,,,,,,,,,,,,SS,Mookie Betts (43772609),Mookie Betts,43772609,SS,4200,LAD@ARI 08/07/2026 09:40PM ET,LAD,6.88
,,,,,,,,,,,,,,,3B,Christian Encarnacion-Strand (43772616),Christian Encarnacion-Strand,43772616,3B,4200,BAL@TEX 08/07/2026 08:15PM ET,BAL,7.5
,,,,,,,,,,,,,,,3B,Josh Jung (43772898),Josh Jung,43772898,3B,4200,BAL@TEX 08/07/2026 08:15PM ET,TEX,7.29
,,,,,,,,,,,,,,,C,Adley Rutschman (43772897),Adley Rutschman,43772897,C,4200,ATH@BOS 08/07/2026 07:10PM ET,BOS,7.51
,,,,,,,,,,,,,,,1B,Jonathan Aranda (43772608),Jonathan Aranda,43772608,1B,4200,TB@SEA 08/07/2026 09:45PM ET,TB,7.82
,,,,,,,,,,,,,,,OF,Taylor Ward (43772610),Taylor Ward,43772610,OF,4200,TB@SEA 08/07/2026 09:45PM ET,SEA,6.95
,,,,,,,,,,,,,,,3B/SS,Maikel Garcia (43772895),Maikel Garcia,43772895,3B/SS,4200,CHC@KC 08/07/2026 08:10PM ET,KC,6.84
,,,,,,,,,,,,,,,OF,Garrett Mitchell (43772612),Garrett Mitchell,43772612,OF,4200,MIN@MIL 08/07/2026 07:40PM ET,MIL,6.96
,,,,,,,,,,,,,,,C,Ivan Herrera (43772607),Ivan Herrera,43772607,C,4200,COL@STL 08/07/2026 08:15PM ET,STL,7.46
,,,,,,,,,,,,,,,OF,Michael Harris II (43772613),Michael Harris II,43772613,OF,4200,ATL@NYY 08/07/2026 07:05PM ET,ATL,8.03
,,,,,,,,,,,,,,,OF,Trent Grisham (43772614),Trent Grisham,43772614,OF,4200,ATL@NYY 08/07/2026 07:05PM ET,NYY,6.90
,,,,,,,,,,,,,,,2B,Ozzie Albies (43772615),Ozzie Albies,43772615,2B,4200,ATL@NYY 08/07/2026 07:05PM ET,ATL,7.63
,,,,,,,,,,,,,,,OF,Giancarlo Stanton (43772899),Giancarlo Stanton,43772899,OF,4200,ATL@NYY 08/07/2026 07:05PM ET,NYY,6.79
,,,,,,,,,,,,,,,1B,Rafael Devers (43772611),Rafael Devers,43772611,1B,4200,DET@SF 08/07/2026 10:15PM ET,SF,7.70
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (43772622),Geraldo Perdomo,43772622,SS,4100,LAD@ARI 08/07/2026 09:40PM ET,ARI,7.38
,,,,,,,,,,,,,,,3B/OF,Zack Gelof (43772900),Zack Gelof,43772900,3B/OF,4100,ATH@BOS 08/07/2026 07:10PM ET,ATH,7.55
,,,,,,,,,,,,,,,OF,Chandler Simpson (43772620),Chandler Simpson,43772620,OF,4100,TB@SEA 08/07/2026 09:45PM ET,TB,6.83
,,,,,,,,,,,,,,,1B,Michael Busch (43772621),Michael Busch,43772621,1B,4100,CHC@KC 08/07/2026 08:10PM ET,CHC,7.4
,,,,,,,,,,,,,,,2B/3B,Willi Castro (43772618),Willi Castro,43772618,2B/3B,4100,COL@STL 08/07/2026 08:15PM ET,COL,7.30
,,,,,,,,,,,,,,,1B,Ty France (43772617),Ty France,43772617,1B,4100,HOU@SD 08/07/2026 09:40PM ET,SD,7.04
,,,,,,,,,,,,,,,OF,Kyle Tucker (43772625),Kyle Tucker,43772625,OF,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,7.17
,,,,,,,,,,,,,,,C,Will Smith (43772903),Will Smith,43772903,C,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,6.21
,,,,,,,,,,,,,,,RP,Blake Walston (43773356),Blake Walston,43773356,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Brusdar Graterol (43773365),Brusdar Graterol,43773365,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Ronan Kopp (43773370),Ronan Kopp,43773370,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Jake Cousins (43773375),Jake Cousins,43773375,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Justin Martinez (43773393),Justin Martinez,43773393,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Juan Burgos (43773398),Juan Burgos,43773398,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,0.8
,,,,,,,,,,,,,,,RP,Paul Sewald (43773402),Paul Sewald,43773402,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,2.28
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (43773403),Jonathan Loaisiga,43773403,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,2.56
,,,,,,,,,,,,,,,RP,Brock Stewart (43773405),Brock Stewart,43773405,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,3.31
,,,,,,,,,,,,,,,RP,Kade Strowd (43773407),Kade Strowd,43773407,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,-0.15
,,,,,,,,,,,,,,,RP,Blake Treinen (43773417),Blake Treinen,43773417,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,2.78
,,,,,,,,,,,,,,,RP,Seth Halvorsen (43773434),Seth Halvorsen,43773434,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,1.64
,,,,,,,,,,,,,,,RP,Alex Vesia (43773438),Alex Vesia,43773438,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,2.87
,,,,,,,,,,,,,,,RP,Andrew Hoffmann (43773439),Andrew Hoffmann,43773439,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,2.08
,,,,,,,,,,,,,,,RP,Jack Dreyer (43773455),Jack Dreyer,43773455,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,3.57
,,,,,,,,,,,,,,,RP,Kevin Ginkel (43773462),Kevin Ginkel,43773462,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,2.66
,,,,,,,,,,,,,,,RP,Brandyn Garcia (43773463),Brandyn Garcia,43773463,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,3.00
,,,,,,,,,,,,,,,RP,Ryan Thompson (43773464),Ryan Thompson,43773464,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,1.91
,,,,,,,,,,,,,,,RP,Taylor Clarke (43773480),Taylor Clarke,43773480,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,2.54
,,,,,,,,,,,,,,,RP,Paul Gervase (43773492),Paul Gervase,43773492,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,5.51
,,,,,,,,,,,,,,,RP,Tanner Scott (43773517),Tanner Scott,43773517,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,3.65
,,,,,,,,,,,,,,,RP,Evan Phillips (43773520),Evan Phillips,43773520,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,1.98
,,,,,,,,,,,,,,,RP,Philip Abner (43773524),Philip Abner,43773524,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,1.62
,,,,,,,,,,,,,,,RP,Juan Morillo (43773527),Juan Morillo,43773527,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,3.44
,,,,,,,,,,,,,,,RP,Edwin Diaz (43773539),Edwin Diaz,43773539,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,1.89
,,,,,,,,,,,,,,,RP,Jonathan Hernandez (43773554),Jonathan Hernandez,43773554,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,2.04
,,,,,,,,,,,,,,,RP,Kyle Hurt (43773582),Kyle Hurt,43773582,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,3.31
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (43773618),Andrew Saalfrank,43773618,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Will Klein (43773621),Will Klein,43773621,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,3.58
,,,,,,,,,,,,,,,RP,Drey Jameson (43773628),Drey Jameson,43773628,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,2.86
,,,,,,,,,,,,,,,RP,Edgardo Henriquez (43773651),Edgardo Henriquez,43773651,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,3.37
,,,,,,,,,,,,,,,RP,Ben Casparius (43773655),Ben Casparius,43773655,P,4000,LAD@ARI 08/07/2026 09:40PM ET,LAD,0.5
,,,,,,,,,,,,,,,RP,A.J. Puk (43773665),A.J. Puk,43773665,P,4000,LAD@ARI 08/07/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,C,Samuel Basallo (43772905),Samuel Basallo,43772905,C,4000,BAL@TEX 08/07/2026 08:15PM ET,BAL,6.43
,,,,,,,,,,,,,,,RP,Cameron Weston (43773355),Cameron Weston,43773355,P,4000,BAL@TEX 08/07/2026 08:15PM ET,BAL,3.65
,,,,,,,,,,,,,,,RP,Winston Santos (43773383),Winston Santos,43773383,P,4000,BAL@TEX 08/07/2026 08:15PM ET,TEX,0.7
,,,,,,,,,,,,,,,RP,Yaramil Hiraldo (43773395),Yaramil Hiraldo,43773395,P,4000,BAL@TEX 08/07/2026 08:15PM ET,BAL,1.4
,,,,,,,,,,,,,,,RP,Alex Hoppe (43773410),Alex Hoppe,43773410,P,4000,BAL@TEX 08/07/2026 08:15PM ET,BAL,2.9
,,,,,,,,,,,,,,,RP,Cole Winn (43773418),Cole Winn,43773418,P,4000,BAL@TEX 08/07/2026 08:15PM ET,TEX,2.22
,,,,,,,,,,,,,,,RP,Rico Garcia (43773443),Rico Garcia,43773443,P,4000,BAL@TEX 08/07/2026 08:15PM ET,BAL,3.15
,,,,,,,,,,,,,,,RP,Nolan Kingham (43773445),Nolan Kingham,43773445,P,4000,BAL@TEX 08/07/2026 08:15PM ET,TEX,0.45
,,,,,,,,,,,,,,,RP,Anthony Nunez (43773458),Anthony Nunez,43773458,P,4000,BAL@TEX 08/07/2026 08:15PM ET,BAL,2.99
,,,,,,,,,,,,,,,RP,Andrew Kittredge (43773465),Andrew Kittredge,43773465,P,4000,BAL@TEX 08/07/2026 08:15PM ET,BAL,2.00
,,,,,,,,,,,,,,,RP,Gavin Collyer (43773471),Gavin Collyer,43773471,P,4000,BAL@TEX 08/07/2026 08:15PM ET,TEX,2.16
,,,,,,,,,,,,,,,RP,Yennier Cano (43773472),Yennier Cano,43773472,P,4000,BAL@TEX 08/07/2026 08:15PM ET,BAL,2.53
,,,,,,,,,,,,,,,RP,Luis Curvelo (43773473),Luis Curvelo,43773473,P,4000,BAL@TEX 08/07/2026 08:15PM ET,TEX,-0.13
,,,,,,,,,,,,,,,RP,Robby Ahlstrom (43773477),Robby Ahlstrom,43773477,P,4000,BAL@TEX 08/07/2026 08:15PM ET,TEX,2.26
