Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5209342971,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,1. Column A lists all of your contest entries for this draftgroup
5209352493,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,2. Your current lineup is listed next to each entry (blank for reservations)
5209352494,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5209352495,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5209352496,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,5. For faster processing only include entries you are changing in the file you upload
5209352497,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,
5209352498,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,John King (43756144),John King,43756144,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,3.09
,,,,,,,,,,,,,,,RP,Calvin Faucher (43756164),Calvin Faucher,43756164,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.85
,,,,,,,,,,,,,,,RP,Tyler Uberstine (43756183),Tyler Uberstine,43756183,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,5.6
,,,,,,,,,,,,,,,RP,Rolddy Munoz (43756197),Rolddy Munoz,43756197,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,0.9
,,,,,,,,,,,,,,,RP,James Karinchak (43756201),James Karinchak,43756201,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,3.15
,,,,,,,,,,,,,,,RP,Dylan Lee (43756219),Dylan Lee,43756219,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,4.12
,,,,,,,,,,,,,,,RP,Victor Vodnik (43756220),Victor Vodnik,43756220,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,1.95
,,,,,,,,,,,,,,,RP,Josh White (43756223),Josh White,43756223,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,-10.1
,,,,,,,,,,,,,,,RP,Ronny Henriquez (43756224),Ronny Henriquez,43756224,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Danny Young (43756226),Danny Young,43756226,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,1.26
,,,,,,,,,,,,,,,RP,Tyler Kinley (43756229),Tyler Kinley,43756229,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,2.75
,,,,,,,,,,,,,,,SP,Drew Thorpe (43756042),Drew Thorpe,43756042,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Ky Bush (43756044),Ky Bush,43756044,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Prelander Berroa (43756046),Prelander Berroa,43756046,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Tanner McDougal (43756047),Tanner McDougal,43756047,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Alec Gamboa (43756068),Alec Gamboa,43756068,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,5.46
,,,,,,,,,,,,,,,RP,Tyler Schweitzer (43756072),Tyler Schweitzer,43756072,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,4.14
,,,,,,,,,,,,,,,RP,Wikelman Gonzalez (43756078),Wikelman Gonzalez,43756078,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Justin Slaten (43756079),Justin Slaten,43756079,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,2.86
,,,,,,,,,,,,,,,RP,Jordan Hicks (43756093),Jordan Hicks,43756093,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,2.85
,,,,,,,,,,,,,,,RP,Zack Kelly (43756094),Zack Kelly,43756094,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,2.21
,,,,,,,,,,,,,,,RP,Greg Weissert (43756116),Greg Weissert,43756116,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,2.61
,,,,,,,,,,,,,,,RP,Chris Murphy (43756127),Chris Murphy,43756127,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,2.83
,,,,,,,,,,,,,,,RP,Tyron Guerrero (43756145),Tyron Guerrero,43756145,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,3.57
,,,,,,,,,,,,,,,RP,Joe La Sorsa (43756150),Joe La Sorsa,43756150,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,0.15
,,,,,,,,,,,,,,,RP,Erik Miller (43756155),Erik Miller,43756155,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,3.23
,,,,,,,,,,,,,,,RP,Ryan Watson (43756160),Ryan Watson,43756160,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,3.25
,,,,,,,,,,,,,,,RP,Garrett Whitlock (43756186),Garrett Whitlock,43756186,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,3.87
,,,,,,,,,,,,,,,RP,Huascar Brazoban (43756188),Huascar Brazoban,43756188,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,3.78
,,,,,,,,,,,,,,,RP,Tyler Gilbert (43756191),Tyler Gilbert,43756191,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,-1.59
,,,,,,,,,,,,,,,RP,Aroldis Chapman (43756195),Aroldis Chapman,43756195,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,3.88
,,,,,,,,,,,,,,,RP,Tyler Samaniego (43756196),Tyler Samaniego,43756196,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,2.43
,,,,,,,,,,,,,,,RP,Tyler Davis (43756198),Tyler Davis,43756198,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Bryan Hudson (43756204),Bryan Hudson,43756204,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,2.86
,,,,,,,,,,,,,,,RP,Jordan Leasure (43756217),Jordan Leasure,43756217,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,2.57
,,,,,,,,,,,,,,,RP,Sean Newcomb (43756221),Sean Newcomb,43756221,P,4000,CWS@BOS 08/05/2026 07:10PM ET,CWS,4.17
,,,,,,,,,,,,,,,RP,Jovani Moran (43756227),Jovani Moran,43756227,P,4000,CWS@BOS 08/05/2026 07:10PM ET,BOS,4.78
,,,,,,,,,,,,,,,C,Cal Raleigh (43755627),Cal Raleigh,43755627,C,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,5.94
,,,,,,,,,,,,,,,SP,Jake Miller (43756049),Jake Miller,43756049,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,0
,,,,,,,,,,,,,,,SP,River Ryan (43756052),River Ryan,43756052,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Robinson Ortiz (43756053),Robinson Ortiz,43756053,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Eduard Bazardo (43756059),Eduard Bazardo,43756059,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,2.84
,,,,,,,,,,,,,,,RP,Ricky Vanasco (43756060),Ricky Vanasco,43756060,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,-2.35
,,,,,,,,,,,,,,,RP,Beau Brieske (43756070),Beau Brieske,43756070,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,1.9
,,,,,,,,,,,,,,,RP,Troy Taylor (43756086),Troy Taylor,43756086,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Drew Sommers (43756097),Drew Sommers,43756097,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,2.34
,,,,,,,,,,,,,,,RP,Bailey Horn (43756099),Bailey Horn,43756099,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Andres Munoz (43756101),Andres Munoz,43756101,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,3.96
,,,,,,,,,,,,,,,RP,Carlos Vargas (43756108),Carlos Vargas,43756108,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Brenan Hanifee (43756109),Brenan Hanifee,43756109,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,1.28
,,,,,,,,,,,,,,,RP,Gabe Speier (43756112),Gabe Speier,43756112,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,2.66
,,,,,,,,,,,,,,,RP,Jose A. Ferrer (43756121),Jose A. Ferrer,43756121,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,2.38
,,,,,,,,,,,,,,,RP,Jacob Waguespack (43756126),Jacob Waguespack,43756126,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,3.49
,,,,,,,,,,,,,,,RP,Josh Simpson (43756129),Josh Simpson,43756129,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,1.76
,,,,,,,,,,,,,,,RP,Brant Hurter (43756132),Brant Hurter,43756132,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,3.63
,,,,,,,,,,,,,,,RP,Seranthony Dominguez (43756138),Seranthony Dominguez,43756138,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,2.72
,,,,,,,,,,,,,,,RP,Will Vest (43756165),Will Vest,43756165,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,2.44
,,,,,,,,,,,,,,,RP,Sean Guenther (43756166),Sean Guenther,43756166,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Enmanuel De Jesus (43756170),Enmanuel De Jesus,43756170,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,4.28
,,,,,,,,,,,,,,,RP,Nick Davila (43756173),Nick Davila,43756173,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,1.65
,,,,,,,,,,,,,,,RP,Cole Wilcox (43756187),Cole Wilcox,43756187,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,3.18
,,,,,,,,,,,,,,,RP,Kyle Finnegan (43756190),Kyle Finnegan,43756190,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,2.20
,,,,,,,,,,,,,,,RP,Michael Rucker (43756194),Michael Rucker,43756194,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,3.10
,,,,,,,,,,,,,,,RP,Tyler Holton (43756200),Tyler Holton,43756200,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,2.47
,,,,,,,,,,,,,,,RP,Kenley Jansen (43756202),Kenley Jansen,43756202,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,2.86
,,,,,,,,,,,,,,,RP,Matt Brash (43756212),Matt Brash,43756212,P,4000,DET@SEA 08/05/2026 09:40PM ET,SEA,3.36
,,,,,,,,,,,,,,,RP,Burch Smith (43756214),Burch Smith,43756214,P,4000,DET@SEA 08/05/2026 09:40PM ET,DET,3.94
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (43755787),Vinnie Pasquantino,43755787,1B,4000,MIN@KC 08/05/2026 07:40PM ET,KC,6.46
,,,,,,,,,,,,,,,SP,Steven Zobac (43756045),Steven Zobac,43756045,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,RP,James McArthur (43756055),James McArthur,43756055,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,RP,Alex Lange (43756061),Alex Lange,43756061,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,2.14
,,,,,,,,,,,,,,,RP,Aaron Bummer (43756075),Aaron Bummer,43756075,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,0.75
,,,,,,,,,,,,,,,RP,Nolan Hoffman (43756077),Nolan Hoffman,43756077,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,1.7
,,,,,,,,,,,,,,,RP,Easton McGee (43756090),Easton McGee,43756090,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,2.39
,,,,,,,,,,,,,,,RP,Eric Orze (43756100),Eric Orze,43756100,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,2.28
,,,,,,,,,,,,,,,RP,Taylor Rogers (43756104),Taylor Rogers,43756104,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,2.03
,,,,,,,,,,,,,,,RP,Jose Cuas (43756106),Jose Cuas,43756106,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,4.45
,,,,,,,,,,,,,,,RP,Eli Morgan (43756110),Eli Morgan,43756110,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,2.03
,,,,,,,,,,,,,,,RP,Nick Mears (43756111),Nick Mears,43756111,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,2.00
,,,,,,,,,,,,,,,RP,Anthony Banda (43756115),Anthony Banda,43756115,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,2.18
,,,,,,,,,,,,,,,RP,Beck Way (43756131),Beck Way,43756131,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,2.93
,,,,,,,,,,,,,,,RP,John Schreiber (43756143),John Schreiber,43756143,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,1.89
,,,,,,,,,,,,,,,RP,Tommy Nance (43756148),Tommy Nance,43756148,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,2.99
,,,,,,,,,,,,,,,RP,A.J. Minter (43756149),A.J. Minter,43756149,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,2.95
,,,,,,,,,,,,,,,RP,Taylor Rashi (43756151),Taylor Rashi,43756151,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,3.28
,,,,,,,,,,,,,,,RP,Steven Cruz (43756153),Steven Cruz,43756153,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,3.16
,,,,,,,,,,,,,,,RP,Kody Funderburk (43756156),Kody Funderburk,43756156,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,2.42
,,,,,,,,,,,,,,,RP,Carlos Duran (43756162),Carlos Duran,43756162,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,RP,Nate Pearson (43756169),Nate Pearson,43756169,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,3.07
,,,,,,,,,,,,,,,RP,Connor Seabold (43756174),Connor Seabold,43756174,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,2.08
,,,,,,,,,,,,,,,RP,Andrew Morris (43756176),Andrew Morris,43756176,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,3.69
,,,,,,,,,,,,,,,RP,Garrett Acton (43756179),Garrett Acton,43756179,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,7.05
,,,,,,,,,,,,,,,RP,Jeff Hoffman (43756182),Jeff Hoffman,43756182,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,3.86
,,,,,,,,,,,,,,,RP,Travis Adams (43756185),Travis Adams,43756185,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,3.50
,,,,,,,,,,,,,,,RP,Carlos Estevez (43756192),Carlos Estevez,43756192,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,-14.85
,,,,,,,,,,,,,,,RP,Cole Sands (43756205),Cole Sands,43756205,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,1.42
,,,,,,,,,,,,,,,RP,Woo Suk Go (43756206),Woo Suk Go,43756206,P,4000,MIN@KC 08/05/2026 07:40PM ET,MIN,1.25
,,,,,,,,,,,,,,,RP,Lucas Erceg (43756209),Lucas Erceg,43756209,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,1.43
,,,,,,,,,,,,,,,RP,Matt Strahm (43756218),Matt Strahm,43756218,P,4000,MIN@KC 08/05/2026 07:40PM ET,KC,1.56
,,,,,,,,,,,,,,,OF,Garrett Mitchell (43755628),Garrett Mitchell,43755628,OF,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,6.87
,,,,,,,,,,,,,,,RP,Khristian Curtis (43756051),Khristian Curtis,43756051,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,16.85
,,,,,,,,,,,,,,,RP,JoJo Romero (43756062),JoJo Romero,43756062,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,2.70
,,,,,,,,,,,,,,,RP,Mason Montgomery (43756063),Mason Montgomery,43756063,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,4.10
,,,,,,,,,,,,,,,RP,Luke Weaver (43756067),Luke Weaver,43756067,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,3.72
,,,,,,,,,,,,,,,SP,Noah Murdock (43756076),Noah Murdock,43756076,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,5.58
,,,,,,,,,,,,,,,RP,Gregory Soto (43756081),Gregory Soto,43756081,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,3.50
,,,,,,,,,,,,,,,RP,Grant Anderson (43756088),Grant Anderson,43756088,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,2.97
,,,,,,,,,,,,,,,RP,Aaron Ashby (43756095),Aaron Ashby,43756095,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,4.83
,,,,,,,,,,,,,,,RP,Yohan Ramirez (43756096),Yohan Ramirez,43756096,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,4.40
,,,,,,,,,,,,,,,RP,Garrett Stallings (43756103),Garrett Stallings,43756103,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,8.1
,,,,,,,,,,,,,,,RP,Abner Uribe (43756114),Abner Uribe,43756114,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,3.50
,,,,,,,,,,,,,,,RP,Rob Zastryzny (43756117),Rob Zastryzny,43756117,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Trevor Megill (43756124),Trevor Megill,43756124,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,3.48
,,,,,,,,,,,,,,,RP,Camilo Doval (43756133),Camilo Doval,43756133,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,2.46
,,,,,,,,,,,,,,,RP,Isaac Mattson (43756158),Isaac Mattson,43756158,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,2.03
,,,,,,,,,,,,,,,RP,Brandon Eisert (43756177),Brandon Eisert,43756177,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,2.76
,,,,,,,,,,,,,,,RP,Jared Koenig (43756178),Jared Koenig,43756178,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,0.42
,,,,,,,,,,,,,,,RP,Chris Devenski (43756180),Chris Devenski,43756180,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,1.42
,,,,,,,,,,,,,,,RP,Joel Kuhnel (43756189),Joel Kuhnel,43756189,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,1.63
,,,,,,,,,,,,,,,RP,Drew Rom (43756203),Drew Rom,43756203,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,5.75
,,,,,,,,,,,,,,,RP,Brian Fitzpatrick (43756211),Brian Fitzpatrick,43756211,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,3.4
,,,,,,,,,,,,,,,RP,Angel Zerpa (43756213),Angel Zerpa,43756213,P,4000,PIT@MIL 08/05/2026 07:40PM ET,MIL,1.11
,,,,,,,,,,,,,,,RP,Kirby Yates (43756222),Kirby Yates,43756222,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,2.82
,,,,,,,,,,,,,,,RP,Evan Sisk (43756228),Evan Sisk,43756228,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,3.89
,,,,,,,,,,,,,,,RP,Cooper Hjerpe (43756043),Cooper Hjerpe,43756043,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,0
,,,,,,,,,,,,,,,SP,Chase Hampton (43756050),Chase Hampton,43756050,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Bradley Hanner (43756054),Bradley Hanner,43756054,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Angel Chivilli (43756069),Angel Chivilli,43756069,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,3.09
,,,,,,,,,,,,,,,RP,Luis Gastelum (43756071),Luis Gastelum,43756071,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,1.59
,,,,,,,,,,,,,,,RP,David Bednar (43756084),David Bednar,43756084,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,3.94
,,,,,,,,,,,,,,,SP,Riley O'Brien (43756091),Riley O'Brien,43756091,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,2.99
,,,,,,,,,,,,,,,RP,Max Rajcic (43756107),Max Rajcic,43756107,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,3.18
,,,,,,,,,,,,,,,RP,George Soriano (43756118),George Soriano,43756118,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,2.91
,,,,,,,,,,,,,,,RP,Matt Svanson (43756123),Matt Svanson,43756123,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,1.72
,,,,,,,,,,,,,,,RP,Yerry de los Santos (43756125),Yerry de los Santos,43756125,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,4.86
,,,,,,,,,,,,,,,RP,Ryne Stanek (43756128),Ryne Stanek,43756128,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,2.34
,,,,,,,,,,,,,,,RP,Brendan Beck (43756137),Brendan Beck,43756137,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,0.9
,,,,,,,,,,,,,,,RP,Kervin Castro (43756141),Kervin Castro,43756141,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,5.78
,,,,,,,,,,,,,,,RP,Brent Headrick (43756142),Brent Headrick,43756142,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,4.07
,,,,,,,,,,,,,,,RP,Fernando Cruz (43756157),Fernando Cruz,43756157,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,3.26
,,,,,,,,,,,,,,,RP,Gordon Graceffo (43756167),Gordon Graceffo,43756167,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,3.28
,,,,,,,,,,,,,,,RP,Justin Bruihl (43756171),Justin Bruihl,43756171,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,2.21
,,,,,,,,,,,,,,,RP,Tim Hill (43756172),Tim Hill,43756172,P,4000,STL@NYY 08/05/2026 07:05PM ET,NYY,1.43
,,,,,,,,,,,,,,,RP,Caleb Ferguson (43756184),Caleb Ferguson,43756184,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,2.39
,,,,,,,,,,,,,,,RP,Peter Strzelecki (43756199),Peter Strzelecki,43756199,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,1.23
,,,,,,,,,,,,,,,RP,Ryan Fernandez (43756215),Ryan Fernandez,43756215,P,4000,STL@NYY 08/05/2026 07:05PM ET,STL,5.02
,,,,,,,,,,,,,,,2B,Xavier Edwards (43755631),Xavier Edwards,43755631,2B,3900,MIA@ATL 08/05/2026 07:15PM ET,MIA,7.38
,,,,,,,,,,,,,,,C,Eduardo Valencia (43755632),Eduardo Valencia,43755632,C,3900,DET@SEA 08/05/2026 09:40PM ET,DET,10.73
,,,,,,,,,,,,,,,1B,Spencer Horwitz (43755633),Spencer Horwitz,43755633,1B,3900,PIT@MIL 08/05/2026 07:40PM ET,PIT,7.12
,,,,,,,,,,,,,,,OF,Dominic Canzone (43755636),Dominic Canzone,43755636,OF,3800,DET@SEA 08/05/2026 09:40PM ET,SEA,6.44
,,,,,,,,,,,,,,,1B/2B,Royce Lewis (43755637),Royce Lewis,43755637,1B/2B,3800,MIN@KC 08/05/2026 07:40PM ET,MIN,7.38
,,,,,,,,,,,,,,,3B,Nick Gonzales (43755634),Nick Gonzales,43755634,3B,3800,PIT@MIL 08/05/2026 07:40PM ET,PIT,7.16
,,,,,,,,,,,,,,,C,Gary Sanchez (43755635),Gary Sanchez,43755635,C,3800,PIT@MIL 08/05/2026 07:40PM ET,MIL,6.03
,,,,,,,,,,,,,,,SS,Xander Bogaerts (43755642),Xander Bogaerts,43755642,SS,3700,SD@ARI 08/05/2026 09:40PM ET,SD,6.47
,,,,,,,,,,,,,,,3B,Austin Riley (43755639),Austin Riley,43755639,3B,3700,MIA@ATL 08/05/2026 07:15PM ET,ATL,6.41
,,,,,,,,,,,,,,,OF,Heriberto Hernandez (43755641),Heriberto Hernandez,43755641,OF,3700,MIA@ATL 08/05/2026 07:15PM ET,MIA,6.94
,,,,,,,,,,,,,,,2B,Chase Meidroth (43755643),Chase Meidroth,43755643,2B,3700,CWS@BOS 08/05/2026 07:10PM ET,CWS,6.80
,,,,,,,,,,,,,,,C,Kyle Teel (43755788),Kyle Teel,43755788,C,3700,CWS@BOS 08/05/2026 07:10PM ET,CWS,6
,,,,,,,,,,,,,,,1B,Paul Goldschmidt (43755640),Paul Goldschmidt,43755640,1B,3700,STL@NYY 08/05/2026 07:05PM ET,NYY,6.81
,,,,,,,,,,,,,,,3B,Nolan Arenado (43755649),Nolan Arenado,43755649,3B,3600,SD@ARI 08/05/2026 09:40PM ET,ARI,6.86
,,,,,,,,,,,,,,,OF,Lane Thomas (43755646),Lane Thomas,43755646,OF,3600,MIA@ATL 08/05/2026 07:15PM ET,ATL,5.66
