Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5213207899,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,1. Column A lists all of your contest entries for this draftgroup
5213219422,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,2. Your current lineup is listed next to each entry (blank for reservations)
5213219423,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5213219424,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5213219425,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,5. For faster processing only include entries you are changing in the file you upload
5213219426,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,
5213219427,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,1B/OF,Jake Bauers (43790711),Jake Bauers,43790711,1B/OF,4900,MIN@MIL 08/09/2026 02:10PM ET,MIL,8.54
,,,,,,,,,,,,,,,SS,Trea Turner (43790717),Trea Turner,43790717,SS,4800,TOR@PHI 08/09/2026 01:35PM ET,PHI,8.05
,,,,,,,,,,,,,,,2B/OF,Kody Clemens (43790715),Kody Clemens,43790715,2B/OF,4800,MIN@MIL 08/09/2026 02:10PM ET,MIN,7.40
,,,,,,,,,,,,,,,1B,Matt Olson (43790714),Matt Olson,43790714,1B,4800,ATL@NYY 08/09/2026 01:35PM ET,ATL,9.21
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43790718),Ceddanne Rafaela,43790718,OF,4700,ATH@BOS 08/09/2026 01:35PM ET,BOS,8.27
,,,,,,,,,,,,,,,SS,Otto Lopez (43790722),Otto Lopez,43790722,SS,4700,LAA@MIA 08/09/2026 01:40PM ET,MIA,8.80
,,,,,,,,,,,,,,,2B,Travis Bazzana (43790720),Travis Bazzana,43790720,2B,4700,CLE@CWS 08/09/2026 02:10PM ET,CLE,7.75
,,,,,,,,,,,,,,,C,Carter Jensen (43790719),Carter Jensen,43790719,C,4700,CHC@KC 08/09/2026 02:10PM ET,KC,6.71
,,,,,,,,,,,,,,,1B,Luis Garcia Jr. (43790721),Luis Garcia Jr.,43790721,1B,4700,ATL@NYY 08/09/2026 01:35PM ET,NYY,7.96
,,,,,,,,,,,,,,,2B/3B,Curtis Mead (43790992),Curtis Mead,43790992,2B/3B,4600,ATH@BOS 08/09/2026 01:35PM ET,BOS,7.80
,,,,,,,,,,,,,,,1B,Kyle Stowers (43790727),Kyle Stowers,43790727,1B,4600,LAA@MIA 08/09/2026 01:40PM ET,MIA,7.52
,,,,,,,,,,,,,,,SS,Francisco Lindor (43790723),Francisco Lindor,43790723,SS,4600,NYM@PIT 08/09/2026 01:35PM ET,NYM,7.54
,,,,,,,,,,,,,,,OF,Christian Yelich (43790724),Christian Yelich,43790724,OF,4600,MIN@MIL 08/09/2026 02:10PM ET,MIL,7.68
,,,,,,,,,,,,,,,2B,Jazz Chisholm Jr. (43790725),Jazz Chisholm Jr.,43790725,2B,4600,ATL@NYY 08/09/2026 01:35PM ET,NYY,7.82
,,,,,,,,,,,,,,,C,Drake Baldwin (43790726),Drake Baldwin,43790726,C,4600,ATL@NYY 08/09/2026 01:35PM ET,ATL,8.60
,,,,,,,,,,,,,,,OF,Cody Bellinger (43790994),Cody Bellinger,43790994,OF,4600,ATL@NYY 08/09/2026 01:35PM ET,NYY,7.79
,,,,,,,,,,,,,,,SS,Gunnar Henderson (43790728),Gunnar Henderson,43790728,SS,4500,BAL@TEX 08/09/2026 02:35PM ET,BAL,7.40
,,,,,,,,,,,,,,,3B,Jordan Westburg (43790995),Jordan Westburg,43790995,3B,4500,BAL@TEX 08/09/2026 02:35PM ET,BAL,0
,,,,,,,,,,,,,,,OF,Roman Anthony (43790996),Roman Anthony,43790996,OF,4500,ATH@BOS 08/09/2026 01:35PM ET,BOS,6.1
,,,,,,,,,,,,,,,2B,Luis Arraez (43790731),Luis Arraez,43790731,2B,4500,TOR@PHI 08/09/2026 01:35PM ET,PHI,7.86
,,,,,,,,,,,,,,,3B,Alex Bregman (43790729),Alex Bregman,43790729,3B,4500,CHC@KC 08/09/2026 02:10PM ET,CHC,7.30
,,,,,,,,,,,,,,,1B/OF,Jac Caglianone (43790732),Jac Caglianone,43790732,1B/OF,4500,CHC@KC 08/09/2026 02:10PM ET,KC,7.18
,,,,,,,,,,,,,,,C,William Contreras (43790730),William Contreras,43790730,C,4500,MIN@MIL 08/09/2026 02:10PM ET,MIL,7.15
,,,,,,,,,,,,,,,OF,Giancarlo Stanton (43790997),Giancarlo Stanton,43790997,OF,4500,ATL@NYY 08/09/2026 01:35PM ET,NYY,6.79
,,,,,,,,,,,,,,,OF,Tyler Soderstrom (43790734),Tyler Soderstrom,43790734,OF,4400,ATH@BOS 08/09/2026 01:35PM ET,ATH,7.62
,,,,,,,,,,,,,,,C,Shea Langeliers (43790998),Shea Langeliers,43790998,C,4400,ATH@BOS 08/09/2026 01:35PM ET,ATH,8.56
,,,,,,,,,,,,,,,3B/SS,Colson Montgomery (43790735),Colson Montgomery,43790735,3B/SS,4400,CLE@CWS 08/09/2026 02:10PM ET,CWS,7.41
,,,,,,,,,,,,,,,1B/C,Endy Rodriguez (43790737),Endy Rodriguez,43790737,C/1B,4400,NYM@PIT 08/09/2026 01:35PM ET,PIT,7.22
,,,,,,,,,,,,,,,OF,Jake McCarthy (43790739),Jake McCarthy,43790739,OF,4400,COL@STL 08/09/2026 02:15PM ET,COL,8.79
,,,,,,,,,,,,,,,SS,Corey Seager (43790741),Corey Seager,43790741,SS,4300,BAL@TEX 08/09/2026 02:35PM ET,TEX,7.03
,,,,,,,,,,,,,,,OF,Wyatt Langford (43790742),Wyatt Langford,43790742,OF,4300,BAL@TEX 08/09/2026 02:35PM ET,TEX,8.46
,,,,,,,,,,,,,,,C,Adley Rutschman (43791000),Adley Rutschman,43791000,C,4300,ATH@BOS 08/09/2026 01:35PM ET,BOS,7.51
,,,,,,,,,,,,,,,OF,Chase DeLauter (43790744),Chase DeLauter,43790744,OF,4300,CLE@CWS 08/09/2026 02:10PM ET,CLE,7.73
,,,,,,,,,,,,,,,1B,Michael Busch (43790740),Michael Busch,43790740,1B,4300,CHC@KC 08/09/2026 02:10PM ET,CHC,7.38
,,,,,,,,,,,,,,,3B,Bo Bichette (43790743),Bo Bichette,43790743,3B,4300,NYM@PIT 08/09/2026 01:35PM ET,NYM,6.51
,,,,,,,,,,,,,,,OF,Esmerlyn Valdez (43790745),Esmerlyn Valdez,43790745,OF,4300,NYM@PIT 08/09/2026 01:35PM ET,PIT,8.94
,,,,,,,,,,,,,,,1B,Ryan O'Hearn (43790999),Ryan O'Hearn,43790999,1B,4300,NYM@PIT 08/09/2026 01:35PM ET,PIT,7.95
,,,,,,,,,,,,,,,C,Samuel Basallo (43791001),Samuel Basallo,43791001,C,4200,BAL@TEX 08/09/2026 02:35PM ET,BAL,6.43
,,,,,,,,,,,,,,,3B/OF,Zack Gelof (43791004),Zack Gelof,43791004,3B/OF,4200,ATH@BOS 08/09/2026 01:35PM ET,ATH,7.55
,,,,,,,,,,,,,,,OF,George Springer (43790748),George Springer,43790748,OF,4200,TOR@PHI 08/09/2026 01:35PM ET,TOR,7.26
,,,,,,,,,,,,,,,OF,Ian Happ (43790747),Ian Happ,43790747,OF,4200,CHC@KC 08/09/2026 02:10PM ET,CHC,7.36
,,,,,,,,,,,,,,,2B,Nico Hoerner (43790752),Nico Hoerner,43790752,2B,4200,CHC@KC 08/09/2026 02:10PM ET,CHC,7.21
,,,,,,,,,,,,,,,3B/SS,Maikel Garcia (43791002),Maikel Garcia,43791002,3B/SS,4200,CHC@KC 08/09/2026 02:10PM ET,KC,6.84
,,,,,,,,,,,,,,,OF,A.J. Ewing (43790749),A.J. Ewing,43790749,OF,4200,NYM@PIT 08/09/2026 01:35PM ET,NYM,7.34
,,,,,,,,,,,,,,,1B,Spencer Horwitz (43790751),Spencer Horwitz,43790751,1B,4200,NYM@PIT 08/09/2026 01:35PM ET,PIT,6.99
,,,,,,,,,,,,,,,3B,Brooks Lee (43790753),Brooks Lee,43790753,3B,4200,MIN@MIL 08/09/2026 02:10PM ET,MIN,6.96
,,,,,,,,,,,,,,,OF,Cole Carrigg (43790746),Cole Carrigg,43790746,OF,4200,COL@STL 08/09/2026 02:15PM ET,COL,8.74
,,,,,,,,,,,,,,,C,Ivan Herrera (43790750),Ivan Herrera,43790750,C,4200,COL@STL 08/09/2026 02:15PM ET,STL,7.61
,,,,,,,,,,,,,,,2B,Xavier Edwards (43790757),Xavier Edwards,43790757,2B,4100,LAA@MIA 08/09/2026 01:40PM ET,MIA,7.40
,,,,,,,,,,,,,,,OF,Sam Antonacci (43790754),Sam Antonacci,43790754,OF,4100,CLE@CWS 08/09/2026 02:10PM ET,CWS,7.47
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43790758),Vladimir Guerrero Jr.,43790758,1B,4100,TOR@PHI 08/09/2026 01:35PM ET,TOR,6.86
,,,,,,,,,,,,,,,3B/OF,Addison Barger (43791006),Addison Barger,43791006,3B/OF,4100,TOR@PHI 08/09/2026 01:35PM ET,TOR,2.56
,,,,,,,,,,,,,,,OF,Carson Benge (43790756),Carson Benge,43790756,OF,4100,NYM@PIT 08/09/2026 01:35PM ET,NYM,7.66
,,,,,,,,,,,,,,,3B,Nick Gonzales (43790759),Nick Gonzales,43790759,3B,4100,NYM@PIT 08/09/2026 01:35PM ET,PIT,7.20
,,,,,,,,,,,,,,,OF,Garrett Mitchell (43790755),Garrett Mitchell,43790755,OF,4100,MIN@MIL 08/09/2026 02:10PM ET,MIL,6.90
,,,,,,,,,,,,,,,3B,Christian Encarnacion-Strand (43790761),Christian Encarnacion-Strand,43790761,3B,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,6.75
,,,,,,,,,,,,,,,3B,Josh Jung (43791008),Josh Jung,43791008,3B,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,7.29
,,,,,,,,,,,,,,,RP,Cameron Weston (43791405),Cameron Weston,43791405,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,3.65
,,,,,,,,,,,,,,,RP,Winston Santos (43791423),Winston Santos,43791423,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,0.7
,,,,,,,,,,,,,,,RP,Yosver Zulueta (43791444),Yosver Zulueta,43791444,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Jalen Beeks (43791445),Jalen Beeks,43791445,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.24
,,,,,,,,,,,,,,,RP,Cameron Foster (43791454),Cameron Foster,43791454,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0.88
,,,,,,,,,,,,,,,RP,Josh Walker (43791475),Josh Walker,43791475,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.89
,,,,,,,,,,,,,,,RP,Felix Bautista (43791476),Felix Bautista,43791476,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Robby Ahlstrom (43791485),Robby Ahlstrom,43791485,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.26
,,,,,,,,,,,,,,,RP,Rico Garcia (43791506),Rico Garcia,43791506,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,3.21
,,,,,,,,,,,,,,,RP,Alex Hoppe (43791511),Alex Hoppe,43791511,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.9
,,,,,,,,,,,,,,,RP,Ryan Helsley (43791517),Ryan Helsley,43791517,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.9
,,,,,,,,,,,,,,,RP,Nick Raquet (43791519),Nick Raquet,43791519,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0.16
,,,,,,,,,,,,,,,RP,Carter Baumler (43791533),Carter Baumler,43791533,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,3.54
,,,,,,,,,,,,,,,RP,Colin Selby (43791534),Colin Selby,43791534,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Yennier Cano (43791535),Yennier Cano,43791535,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.53
,,,,,,,,,,,,,,,RP,Andrew Kittredge (43791536),Andrew Kittredge,43791536,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.00
,,,,,,,,,,,,,,,RP,Ben Peoples (43791540),Ben Peoples,43791540,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.11
,,,,,,,,,,,,,,,RP,Grant Wolfram (43791566),Grant Wolfram,43791566,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.34
,,,,,,,,,,,,,,,RP,Cam Sanders (43791570),Cam Sanders,43791570,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.61
,,,,,,,,,,,,,,,RP,Yaramil Hiraldo (43791580),Yaramil Hiraldo,43791580,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,1.4
,,,,,,,,,,,,,,,RP,Peyton Gray (43791589),Peyton Gray,43791589,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,3.86
,,,,,,,,,,,,,,,RP,Gavin Collyer (43791606),Gavin Collyer,43791606,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.16
,,,,,,,,,,,,,,,RP,Jakob Junis (43791610),Jakob Junis,43791610,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.84
,,,,,,,,,,,,,,,RP,Anthony Nunez (43791611),Anthony Nunez,43791611,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.99
,,,,,,,,,,,,,,,RP,Cole Winn (43791617),Cole Winn,43791617,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.22
,,,,,,,,,,,,,,,RP,Codi Heuer (43791622),Codi Heuer,43791622,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,1.62
,,,,,,,,,,,,,,,RP,Emiliano Teodo (43791638),Emiliano Teodo,43791638,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,-1.25
,,,,,,,,,,,,,,,RP,Luis Curvelo (43791640),Luis Curvelo,43791640,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,-0.13
,,,,,,,,,,,,,,,RP,Robert Garcia (43791644),Robert Garcia,43791644,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,1.87
,,,,,,,,,,,,,,,OF,Jarren Duran (43790763),Jarren Duran,43790763,OF,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,7.18
,,,,,,,,,,,,,,,RP,Raymond Burgos (43791415),Raymond Burgos,43791415,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,8.15
,,,,,,,,,,,,,,,SP,Henry Baez (43791416),Henry Baez,43791416,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Braden Nett (43791417),Braden Nett,43791417,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Greg Weissert (43791428),Greg Weissert,43791428,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,2.65
,,,,,,,,,,,,,,,RP,Tyron Guerrero (43791448),Tyron Guerrero,43791448,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,3.62
,,,,,,,,,,,,,,,RP,Elvis Alvarado (43791456),Elvis Alvarado,43791456,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,3.41
,,,,,,,,,,,,,,,RP,Aroldis Chapman (43791468),Aroldis Chapman,43791468,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,3.77
,,,,,,,,,,,,,,,RP,Justin Sterner (43791480),Justin Sterner,43791480,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,1.97
,,,,,,,,,,,,,,,RP,Mark Leiter Jr. (43791481),Mark Leiter Jr.,43791481,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,2.54
,,,,,,,,,,,,,,,RP,Erik Miller (43791486),Erik Miller,43791486,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,3.37
,,,,,,,,,,,,,,,RP,Tyler Samaniego (43791501),Tyler Samaniego,43791501,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,2.43
,,,,,,,,,,,,,,,RP,Alec Gamboa (43791512),Alec Gamboa,43791512,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,5.46
,,,,,,,,,,,,,,,RP,Garrett Whitlock (43791524),Garrett Whitlock,43791524,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,3.92
,,,,,,,,,,,,,,,RP,Scott Blewett (43791532),Scott Blewett,43791532,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,3.17
,,,,,,,,,,,,,,,RP,Brooks Kriske (43791551),Brooks Kriske,43791551,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,4.1
,,,,,,,,,,,,,,,RP,Jovani Moran (43791573),Jovani Moran,43791573,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,4.76
,,,,,,,,,,,,,,,RP,Hogan Harris (43791575),Hogan Harris,43791575,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,3.18
,,,,,,,,,,,,,,,RP,Hayden Juenger (43791579),Hayden Juenger,43791579,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,0.37
,,,,,,,,,,,,,,,RP,Zack Kelly (43791602),Zack Kelly,43791602,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,2.21
,,,,,,,,,,,,,,,RP,Joe La Sorsa (43791619),Joe La Sorsa,43791619,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,0.15
,,,,,,,,,,,,,,,RP,Justin Slaten (43791650),Justin Slaten,43791650,P,4000,ATH@BOS 08/09/2026 01:35PM ET,BOS,2.72
,,,,,,,,,,,,,,,RP,Brady Basso (43791654),Brady Basso,43791654,P,4000,ATH@BOS 08/09/2026 01:35PM ET,ATH,2.58
,,,,,,,,,,,,,,,RP,Jack Ralston (43791406),Jack Ralston,43791406,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Zach Brzykcy (43791435),Zach Brzykcy,43791435,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,2.88
,,,,,,,,,,,,,,,RP,Sam Bachman (43791440),Sam Bachman,43791440,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,2.89
,,,,,,,,,,,,,,,RP,Will Kempner (43791447),Will Kempner,43791447,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,4.82
,,,,,,,,,,,,,,,RP,Jose Fermin (43791469),Jose Fermin,43791469,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,3.67
,,,,,,,,,,,,,,,RP,Luke Murphy (43791473),Luke Murphy,43791473,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,4.37
,,,,,,,,,,,,,,,RP,Michael Petersen (43791478),Michael Petersen,43791478,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,3.45
,,,,,,,,,,,,,,,RP,Tayler Saucedo (43791488),Tayler Saucedo,43791488,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,2.49
,,,,,,,,,,,,,,,RP,Josh Ekness (43791495),Josh Ekness,43791495,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,2.5
,,,,,,,,,,,,,,,RP,Ben Joyce (43791508),Ben Joyce,43791508,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,3.65
,,,,,,,,,,,,,,,RP,Brandan Bidois (43791522),Brandan Bidois,43791522,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,2.27
,,,,,,,,,,,,,,,RP,Calvin Faucher (43791526),Calvin Faucher,43791526,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,3.00
,,,,,,,,,,,,,,,RP,Tyler Zuber (43791530),Tyler Zuber,43791530,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,2.62
,,,,,,,,,,,,,,,RP,Josh White (43791542),Josh White,43791542,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,-10.1
,,,,,,,,,,,,,,,RP,Pete Fairbanks (43791553),Pete Fairbanks,43791553,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,2.89
,,,,,,,,,,,,,,,RP,Shaun Anderson (43791557),Shaun Anderson,43791557,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,3.76
,,,,,,,,,,,,,,,RP,Blake Weiman (43791569),Blake Weiman,43791569,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,1.05
,,,,,,,,,,,,,,,RP,Ryan Watson (43791576),Ryan Watson,43791576,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,3.25
,,,,,,,,,,,,,,,RP,John King (43791588),John King,43791588,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,2.91
,,,,,,,,,,,,,,,RP,Cade Gibson (43791598),Cade Gibson,43791598,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,2.24
,,,,,,,,,,,,,,,RP,Andrew Nardi (43791612),Andrew Nardi,43791612,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,2.85
,,,,,,,,,,,,,,,RP,Ronny Henriquez (43791618),Ronny Henriquez,43791618,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Samy Natera Jr. (43791631),Samy Natera Jr.,43791631,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,5.26
,,,,,,,,,,,,,,,RP,Anthony Bender (43791634),Anthony Bender,43791634,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,3.48
,,,,,,,,,,,,,,,RP,Victor Vodnik (43791637),Victor Vodnik,43791637,P,4000,LAA@MIA 08/09/2026 01:40PM ET,MIA,1.91
,,,,,,,,,,,,,,,RP,Robert Stephenson (43791649),Robert Stephenson,43791649,P,4000,LAA@MIA 08/09/2026 01:40PM ET,LAA,0
,,,,,,,,,,,,,,,SP,Drew Thorpe (43791396),Drew Thorpe,43791396,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Tanner McDougal (43791398),Tanner McDougal,43791398,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Prelander Berroa (43791402),Prelander Berroa,43791402,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Yorman Gomez (43791408),Yorman Gomez,43791408,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,0
,,,,,,,,,,,,,,,SP,Ky Bush (43791412),Ky Bush,43791412,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Austin Peterson (43791419),Austin Peterson,43791419,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Erik Sabrowski (43791433),Erik Sabrowski,43791433,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.35
,,,,,,,,,,,,,,,RP,Andrew Walters (43791434),Andrew Walters,43791434,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Sean Newcomb (43791436),Sean Newcomb,43791436,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.17
,,,,,,,,,,,,,,,RP,Chris Murphy (43791461),Chris Murphy,43791461,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Bryan Hudson (43791463),Bryan Hudson,43791463,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.89
,,,,,,,,,,,,,,,RP,Tyler Gilbert (43791464),Tyler Gilbert,43791464,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,-1.59
,,,,,,,,,,,,,,,RP,Jordan Hicks (43791479),Jordan Hicks,43791479,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.68
,,,,,,,,,,,,,,,RP,Jordan Leasure (43791502),Jordan Leasure,43791502,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.57
,,,,,,,,,,,,,,,RP,Tyler Davis (43791507),Tyler Davis,43791507,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Shawn Armstrong (43791518),Shawn Armstrong,43791518,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,2.16
,,,,,,,,,,,,,,,RP,Colin Holderman (43791527),Colin Holderman,43791527,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.56
,,,,,,,,,,,,,,,RP,Cade Smith (43791531),Cade Smith,43791531,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,4.32
,,,,,,,,,,,,,,,RP,Tim Herrin (43791552),Tim Herrin,43791552,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,1.77
,,,,,,,,,,,,,,,RP,Tyler Schweitzer (43791564),Tyler Schweitzer,43791564,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.14
,,,,,,,,,,,,,,,RP,Franco Aleman (43791583),Franco Aleman,43791583,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.49
,,,,,,,,,,,,,,,RP,Wikelman Gonzalez (43791590),Wikelman Gonzalez,43791590,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Huascar Brazoban (43791599),Huascar Brazoban,43791599,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,3.74
