Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5232134955,MLB $5K Solo Shot [$1K to 1st],194501907,$1,Spencer Arrighetti (43947551),Jose Cabrera (43947918),Hayden Senger (43947786),Juan Yepez (43947755),Alex Freeland (43947777),Christian Arroyo (43947757),Ronny Mauricio (43947749),A.J. Ewing (43947604),Jung Hoo Lee (43947609),Heliot Ramos (43947607),,1. Column A lists all of your contest entries for this draftgroup
5232135488,MLB $5K Solo Shot [$1K to 1st],194501907,$1,Spencer Arrighetti (43947551),Jose Cabrera (43947918),Hayden Senger (43947786),Juan Yepez (43947755),Alex Freeland (43947777),Christian Arroyo (43947757),Ronny Mauricio (43947749),A.J. Ewing (43947604),Jung Hoo Lee (43947609),Heliot Ramos (43947607),,2. Your current lineup is listed next to each entry (blank for reservations)
5232135489,MLB $5K Solo Shot [$1K to 1st],194501907,$1,Spencer Arrighetti (43947551),Jose Cabrera (43947918),Hayden Senger (43947786),Juan Yepez (43947755),Alex Freeland (43947777),Christian Arroyo (43947757),Ronny Mauricio (43947749),A.J. Ewing (43947604),Jung Hoo Lee (43947609),Heliot Ramos (43947607),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5232135490,MLB $5K Solo Shot [$1K to 1st],194501907,$1,Spencer Arrighetti (43947551),Jose Cabrera (43947918),Hayden Senger (43947786),Juan Yepez (43947755),Alex Freeland (43947777),Christian Arroyo (43947757),Ronny Mauricio (43947749),A.J. Ewing (43947604),Jung Hoo Lee (43947609),Heliot Ramos (43947607),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5232135491,MLB $5K Solo Shot [$1K to 1st],194501907,$1,Spencer Arrighetti (43947551),Jose Cabrera (43947918),Hayden Senger (43947786),Juan Yepez (43947755),Alex Freeland (43947777),Christian Arroyo (43947757),Ronny Mauricio (43947749),A.J. Ewing (43947604),Jung Hoo Lee (43947609),Heliot Ramos (43947607),,5. For faster processing only include entries you are changing in the file you upload
5232135492,MLB $5K Solo Shot [$1K to 1st],194501907,$1,Spencer Arrighetti (43947551),Jose Cabrera (43947918),Hayden Senger (43947786),Juan Yepez (43947755),Alex Freeland (43947777),Christian Arroyo (43947757),Ronny Mauricio (43947749),A.J. Ewing (43947604),Jung Hoo Lee (43947609),Heliot Ramos (43947607),,
5232135493,MLB $5K Solo Shot [$1K to 1st],194501907,$1,Spencer Arrighetti (43947551),Jose Cabrera (43947918),Hayden Senger (43947786),Juan Yepez (43947755),Alex Freeland (43947777),Christian Arroyo (43947757),Ronny Mauricio (43947749),A.J. Ewing (43947604),Jung Hoo Lee (43947609),Heliot Ramos (43947607),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Randy Rodriguez (43948011),Randy Rodriguez,43948011,P,4000,ARI@SF 08/27/2026 09:45PM ET,SF,0
,,,,,,,,,,,,,,,RP,Philip Abner (43948023),Philip Abner,43948023,P,4000,ARI@SF 08/27/2026 09:45PM ET,SF,1.38
,,,,,,,,,,,,,,,RP,A.J. Puk (43948024),A.J. Puk,43948024,P,4000,ARI@SF 08/27/2026 09:45PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Jason Foley (43948032),Jason Foley,43948032,P,4000,ARI@SF 08/27/2026 09:45PM ET,SF,2.4
,,,,,,,,,,,,,,,RP,Sam Hentges (43948040),Sam Hentges,43948040,P,4000,ARI@SF 08/27/2026 09:45PM ET,SF,2.25
,,,,,,,,,,,,,,,RP,Kevin Ginkel (43948042),Kevin Ginkel,43948042,P,4000,ARI@SF 08/27/2026 09:45PM ET,ARI,2.83
,,,,,,,,,,,,,,,RP,Spencer Bivens (43948046),Spencer Bivens,43948046,P,4000,ARI@SF 08/27/2026 09:45PM ET,SF,1.12
,,,,,,,,,,,,,,,C,William Contreras (43947587),William Contreras,43947587,C,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,7.20
,,,,,,,,,,,,,,,RP,Dylan Ross (43947927),Dylan Ross,43947927,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Jonathan Pintaro (43947932),Jonathan Pintaro,43947932,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,5.25
,,,,,,,,,,,,,,,RP,Jared Koenig (43947934),Jared Koenig,43947934,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,0.42
,,,,,,,,,,,,,,,RP,Dedniel Nunez (43947936),Dedniel Nunez,43947936,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,1.62
,,,,,,,,,,,,,,,RP,Joel Kuhnel (43947944),Joel Kuhnel,43947944,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,1.63
,,,,,,,,,,,,,,,RP,JoJo Romero (43947971),JoJo Romero,43947971,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,2.70
,,,,,,,,,,,,,,,RP,Austin Warren (43947972),Austin Warren,43947972,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,3.64
,,,,,,,,,,,,,,,RP,Abner Uribe (43947989),Abner Uribe,43947989,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,3.43
,,,,,,,,,,,,,,,RP,Nate Lavender (43947990),Nate Lavender,43947990,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,5.11
,,,,,,,,,,,,,,,RP,Brian Fitzpatrick (43947992),Brian Fitzpatrick,43947992,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,3.4
,,,,,,,,,,,,,,,RP,Reed Garrett (43947998),Reed Garrett,43947998,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Garrett Stallings (43948010),Garrett Stallings,43948010,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,8.1
,,,,,,,,,,,,,,,RP,Cionel Perez (43948013),Cionel Perez,43948013,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,3.05
,,,,,,,,,,,,,,,RP,Joey Gerber (43948014),Joey Gerber,43948014,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,2.96
,,,,,,,,,,,,,,,RP,Jefry Yan (43948017),Jefry Yan,43948017,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,3.32
,,,,,,,,,,,,,,,RP,Trevor Megill (43948025),Trevor Megill,43948025,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,3.55
,,,,,,,,,,,,,,,RP,Daniel Duarte (43948027),Daniel Duarte,43948027,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,4.79
,,,,,,,,,,,,,,,RP,Grant Anderson (43948029),Grant Anderson,43948029,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,3.02
,,,,,,,,,,,,,,,RP,Angel Zerpa (43948033),Angel Zerpa,43948033,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,1.11
,,,,,,,,,,,,,,,RP,Devin Williams (43948036),Devin Williams,43948036,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,2.92
,,,,,,,,,,,,,,,RP,Jack Weisenburger (43948039),Jack Weisenburger,43948039,P,4000,MIL@NYM 08/27/2026 07:10PM ET,NYM,4.25
,,,,,,,,,,,,,,,RP,Rob Zastryzny (43948043),Rob Zastryzny,43948043,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Aaron Ashby (43948044),Aaron Ashby,43948044,P,4000,MIL@NYM 08/27/2026 07:10PM ET,MIL,4.90
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43947590),Vladimir Guerrero Jr.,43947590,1B,3900,KC@TOR 08/27/2026 07:07PM ET,TOR,6.66
,,,,,,,,,,,,,,,SS,Mookie Betts (43947591),Mookie Betts,43947591,SS,3900,LAD@ATL 08/27/2026 07:15PM ET,LAD,6.95
,,,,,,,,,,,,,,,C,Will Smith (43947715),Will Smith,43947715,C,3900,LAD@ATL 08/27/2026 07:15PM ET,LAD,6.21
,,,,,,,,,,,,,,,3B,Isaac Paredes (43947592),Isaac Paredes,43947592,3B,3900,HOU@NYY 08/27/2026 07:05PM ET,HOU,7.26
,,,,,,,,,,,,,,,OF/SS,Tyler Tolbert (43947594),Tyler Tolbert,43947594,SS/OF,3800,KC@TOR 08/27/2026 07:07PM ET,KC,5.10
,,,,,,,,,,,,,,,3B/OF,Addison Barger (43947716),Addison Barger,43947716,3B/OF,3800,KC@TOR 08/27/2026 07:07PM ET,TOR,2.56
,,,,,,,,,,,,,,,3B,Austin Riley (43947596),Austin Riley,43947596,3B,3800,LAD@ATL 08/27/2026 07:15PM ET,ATL,6.34
,,,,,,,,,,,,,,,1B,Christian Walker (43947597),Christian Walker,43947597,1B,3800,HOU@NYY 08/27/2026 07:05PM ET,HOU,7.10
,,,,,,,,,,,,,,,OF,Jasson Dominguez (43947718),Jasson Dominguez,43947718,OF,3800,HOU@NYY 08/27/2026 07:05PM ET,NYY,6.24
,,,,,,,,,,,,,,,OF,Carson Benge (43947593),Carson Benge,43947593,OF,3800,MIL@NYM 08/27/2026 07:10PM ET,NYM,7.80
,,,,,,,,,,,,,,,1B/3B,Kazuma Okamoto (43947599),Kazuma Okamoto,43947599,1B/3B,3700,KC@TOR 08/27/2026 07:07PM ET,TOR,7.28
,,,,,,,,,,,,,,,OF,Kyle Tucker (43947601),Kyle Tucker,43947601,OF,3700,LAD@ATL 08/27/2026 07:15PM ET,LAD,6.88
,,,,,,,,,,,,,,,2B,Ildemaro Vargas (43947598),Ildemaro Vargas,43947598,2B,3700,ARI@SF 08/27/2026 09:45PM ET,ARI,6.04
,,,,,,,,,,,,,,,OF,Mike Tauchman (43947719),Mike Tauchman,43947719,OF,3700,MIL@NYM 08/27/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,C,Dalton Rushing (43947720),Dalton Rushing,43947720,C,3600,LAD@ATL 08/27/2026 07:15PM ET,LAD,6.39
,,,,,,,,,,,,,,,2B/3B,Jose Caballero (43947602),Jose Caballero,43947602,2B/3B,3600,HOU@NYY 08/27/2026 07:05PM ET,NYY,6.52
,,,,,,,,,,,,,,,OF,Heliot Ramos (43947607),Heliot Ramos,43947607,OF,3600,HOU@NYY 08/27/2026 07:05PM ET,NYY,6.36
,,,,,,,,,,,,,,,OF,A.J. Ewing (43947604),A.J. Ewing,43947604,OF,3600,MIL@NYM 08/27/2026 07:10PM ET,NYM,7.05
,,,,,,,,,,,,,,,1B/C,Gary Sanchez (43947605),Gary Sanchez,43947605,C/1B,3600,MIL@NYM 08/27/2026 07:10PM ET,MIL,5.74
,,,,,,,,,,,,,,,C,Salvador Perez (43947608),Salvador Perez,43947608,C,3500,KC@TOR 08/27/2026 07:07PM ET,KC,6.10
,,,,,,,,,,,,,,,2B,Tommy Edman (43947613),Tommy Edman,43947613,2B,3500,LAD@ATL 08/27/2026 07:15PM ET,LAD,7.16
,,,,,,,,,,,,,,,1B,Paul Goldschmidt (43947612),Paul Goldschmidt,43947612,1B,3500,HOU@NYY 08/27/2026 07:05PM ET,NYY,6.54
,,,,,,,,,,,,,,,OF,Jung Hoo Lee (43947609),Jung Hoo Lee,43947609,OF,3500,ARI@SF 08/27/2026 09:45PM ET,SF,7.02
,,,,,,,,,,,,,,,OF,Max Kepler (43947611),Max Kepler,43947611,OF,3500,ARI@SF 08/27/2026 09:45PM ET,ARI,4.73
,,,,,,,,,,,,,,,OF,Garrett Mitchell (43947610),Garrett Mitchell,43947610,OF,3500,MIL@NYM 08/27/2026 07:10PM ET,MIL,6.84
,,,,,,,,,,,,,,,1B/3B,Andrew Vaughn (43947614),Andrew Vaughn,43947614,1B/3B,3500,MIL@NYM 08/27/2026 07:10PM ET,MIL,5.86
,,,,,,,,,,,,,,,SS,Cooper Pratt (43947616),Cooper Pratt,43947616,SS,3500,MIL@NYM 08/27/2026 07:10PM ET,MIL,6.48
,,,,,,,,,,,,,,,C,Alejandro Kirk (43947617),Alejandro Kirk,43947617,C,3400,KC@TOR 08/27/2026 07:07PM ET,TOR,6.29
,,,,,,,,,,,,,,,2B,Michael Massey (43947620),Michael Massey,43947620,2B,3400,KC@TOR 08/27/2026 07:07PM ET,KC,5.74
,,,,,,,,,,,,,,,OF,Daulton Varsho (43947618),Daulton Varsho,43947618,OF,3400,HOU@NYY 08/27/2026 07:05PM ET,HOU,5.83
,,,,,,,,,,,,,,,SS,George Lombard Jr. (43947619),George Lombard Jr.,43947619,SS,3400,HOU@NYY 08/27/2026 07:05PM ET,NYY,6.47
,,,,,,,,,,,,,,,1B/3B,Jose Fernandez (43947621),Jose Fernandez,43947621,1B/3B,3400,ARI@SF 08/27/2026 09:45PM ET,ARI,5.38
,,,,,,,,,,,,,,,SS,Willy Adames (43947721),Willy Adames,43947721,SS,3400,ARI@SF 08/27/2026 09:45PM ET,SF,7.04
,,,,,,,,,,,,,,,2B/SS,Ernie Clement (43947625),Ernie Clement,43947625,2B/SS,3300,KC@TOR 08/27/2026 07:07PM ET,TOR,6.19
,,,,,,,,,,,,,,,OF,Lane Thomas (43947624),Lane Thomas,43947624,OF,3300,LAD@ATL 08/27/2026 07:15PM ET,ATL,5.48
,,,,,,,,,,,,,,,2B/3B,Shay Whitcomb (43947627),Shay Whitcomb,43947627,2B/3B,3300,ARI@SF 08/27/2026 09:45PM ET,SF,3.1
,,,,,,,,,,,,,,,1B,Bryce Eldridge (43947722),Bryce Eldridge,43947722,1B,3300,ARI@SF 08/27/2026 09:45PM ET,SF,7
,,,,,,,,,,,,,,,OF,Luis Robert Jr. (43947623),Luis Robert Jr.,43947623,OF,3300,MIL@NYM 08/27/2026 07:10PM ET,NYM,6.54
,,,,,,,,,,,,,,,OF,Daz Cameron (43947633),Daz Cameron,43947633,OF,3200,KC@TOR 08/27/2026 07:07PM ET,TOR,6
,,,,,,,,,,,,,,,OF,Teoscar Hernandez (43947634),Teoscar Hernandez,43947634,OF,3200,LAD@ATL 08/27/2026 07:15PM ET,LAD,6.43
,,,,,,,,,,,,,,,C,Yainer Diaz (43947631),Yainer Diaz,43947631,C,3200,HOU@NYY 08/27/2026 07:05PM ET,HOU,6.06
,,,,,,,,,,,,,,,OF,Spencer Jones (43947635),Spencer Jones,43947635,OF,3200,HOU@NYY 08/27/2026 07:05PM ET,NYY,6.02
,,,,,,,,,,,,,,,OF,Ryan Waldschmidt (43947632),Ryan Waldschmidt,43947632,OF,3200,ARI@SF 08/27/2026 09:45PM ET,ARI,6.08
,,,,,,,,,,,,,,,3B/SS,David Hamilton (43947629),David Hamilton,43947629,3B/SS,3200,MIL@NYM 08/27/2026 07:10PM ET,MIL,5.72
,,,,,,,,,,,,,,,1B/3B,Mark Vientos (43947723),Mark Vientos,43947723,1B/3B,3200,MIL@NYM 08/27/2026 07:10PM ET,NYM,5.41
,,,,,,,,,,,,,,,3B/OF,Nick Loftin (43947637),Nick Loftin,43947637,3B/OF,3100,KC@TOR 08/27/2026 07:07PM ET,KC,5.73
,,,,,,,,,,,,,,,2B,Jonathan India (43947725),Jonathan India,43947725,2B,3100,KC@TOR 08/27/2026 07:07PM ET,KC,5.41
,,,,,,,,,,,,,,,OF/SS,Mauricio Dubon (43947640),Mauricio Dubon,43947640,SS/OF,3100,LAD@ATL 08/27/2026 07:15PM ET,ATL,6.71
,,,,,,,,,,,,,,,1B/OF,LaMonte Wade Jr. (43947643),LaMonte Wade Jr.,43947643,1B/OF,3100,HOU@NYY 08/27/2026 07:05PM ET,HOU,4.51
,,,,,,,,,,,,,,,OF,Lars Nootbaar (43947642),Lars Nootbaar,43947642,OF,3100,ARI@SF 08/27/2026 09:45PM ET,ARI,5.59
,,,,,,,,,,,,,,,C/OF,Jesus Rodriguez (43947726),Jesus Rodriguez,43947726,C/OF,3100,ARI@SF 08/27/2026 09:45PM ET,SF,4.68
,,,,,,,,,,,,,,,C,Francisco Alvarez (43947636),Francisco Alvarez,43947636,C,3100,MIL@NYM 08/27/2026 07:10PM ET,NYM,5.66
,,,,,,,,,,,,,,,OF,Luis Lara (43947639),Luis Lara,43947639,OF,3100,MIL@NYM 08/27/2026 07:10PM ET,MIL,5.87
,,,,,,,,,,,,,,,2B,Marcus Semien (43947645),Marcus Semien,43947645,2B,3100,MIL@NYM 08/27/2026 07:10PM ET,NYM,5.86
,,,,,,,,,,,,,,,OF,John Rave (43947647),John Rave,43947647,OF,3000,KC@TOR 08/27/2026 07:07PM ET,KC,5.5
,,,,,,,,,,,,,,,SS,Andres Gimenez (43947649),Andres Gimenez,43947649,SS,3000,KC@TOR 08/27/2026 07:07PM ET,TOR,5.61
,,,,,,,,,,,,,,,1B/OF,Dominic Smith (43947650),Dominic Smith,43947650,1B/OF,3000,LAD@ATL 08/27/2026 07:15PM ET,ATL,4.86
,,,,,,,,,,,,,,,OF,Drew Gilbert (43947646),Drew Gilbert,43947646,OF,3000,ARI@SF 08/27/2026 09:45PM ET,SF,4.84
,,,,,,,,,,,,,,,2B,Osleivis Basabe (43947648),Osleivis Basabe,43947648,2B,3000,ARI@SF 08/27/2026 09:45PM ET,SF,5
,,,,,,,,,,,,,,,C,James McCann (43947652),James McCann,43947652,C,3000,ARI@SF 08/27/2026 09:45PM ET,ARI,5.49
,,,,,,,,,,,,,,,C,Daniel Susac (43947728),Daniel Susac,43947728,C,3000,ARI@SF 08/27/2026 09:45PM ET,SF,4.62
,,,,,,,,,,,,,,,C,Adrian Del Castillo (43947730),Adrian Del Castillo,43947730,C,3000,ARI@SF 08/27/2026 09:45PM ET,ARI,4.73
,,,,,,,,,,,,,,,OF,Brandon Lockridge (43947729),Brandon Lockridge,43947729,OF,3000,MIL@NYM 08/27/2026 07:10PM ET,MIL,4.97
,,,,,,,,,,,,,,,3B/OF,Kike Hernandez (43947657),Kike Hernandez,43947657,3B/OF,2900,LAD@ATL 08/27/2026 07:15PM ET,LAD,3.67
,,,,,,,,,,,,,,,2B,Hyeseong Kim (43947732),Hyeseong Kim,43947732,2B,2900,LAD@ATL 08/27/2026 07:15PM ET,LAD,4.91
,,,,,,,,,,,,,,,OF,Cam Smith (43947653),Cam Smith,43947653,OF,2900,HOU@NYY 08/27/2026 07:05PM ET,HOU,6.03
,,,,,,,,,,,,,,,SS,Anthony Volpe (43947733),Anthony Volpe,43947733,SS,2900,HOU@NYY 08/27/2026 07:05PM ET,NYY,5.48
,,,,,,,,,,,,,,,OF,Jordan Lawlar (43947656),Jordan Lawlar,43947656,OF,2900,ARI@SF 08/27/2026 09:45PM ET,ARI,7.45
,,,,,,,,,,,,,,,1B,Tim Tawa (43947659),Tim Tawa,43947659,1B,2900,ARI@SF 08/27/2026 09:45PM ET,ARI,5.54
,,,,,,,,,,,,,,,OF,Lourdes Gurriel Jr. (43947731),Lourdes Gurriel Jr.,43947731,OF,2900,ARI@SF 08/27/2026 09:45PM ET,ARI,4.96
,,,,,,,,,,,,,,,3B/SS,Joey Ortiz (43947654),Joey Ortiz,43947654,3B/SS,2900,MIL@NYM 08/27/2026 07:10PM ET,MIL,5.12
,,,,,,,,,,,,,,,OF,Jesus Sanchez (43947660),Jesus Sanchez,43947660,OF,2800,KC@TOR 08/27/2026 07:07PM ET,TOR,5.17
,,,,,,,,,,,,,,,OF,Isaac Collins (43947662),Isaac Collins,43947662,OF,2800,KC@TOR 08/27/2026 07:07PM ET,KC,5.45
,,,,,,,,,,,,,,,OF,Mike Yastrzemski (43947665),Mike Yastrzemski,43947665,OF,2800,LAD@ATL 08/27/2026 07:15PM ET,ATL,4.67
,,,,,,,,,,,,,,,3B,Amed Rosario (43947661),Amed Rosario,43947661,3B,2800,HOU@NYY 08/27/2026 07:05PM ET,NYY,4.65
,,,,,,,,,,,,,,,OF,Max Schuemann (43947735),Max Schuemann,43947735,OF,2800,HOU@NYY 08/27/2026 07:05PM ET,NYY,3.88
,,,,,,,,,,,,,,,C,Andrew Knizner (43947664),Andrew Knizner,43947664,C,2800,ARI@SF 08/27/2026 09:45PM ET,SF,4.71
,,,,,,,,,,,,,,,SS,Marcelo Mayer (43947734),Marcelo Mayer,43947734,SS,2800,ARI@SF 08/27/2026 09:45PM ET,SF,4.44
,,,,,,,,,,,,,,,1B,Jared Young (43947663),Jared Young,43947663,1B,2800,MIL@NYM 08/27/2026 07:10PM ET,NYM,5.70
,,,,,,,,,,,,,,,OF,Sal Frelick (43947666),Sal Frelick,43947666,OF,2800,MIL@NYM 08/27/2026 07:10PM ET,MIL,5.36
,,,,,,,,,,,,,,,OF,Brett Bateman (43947669),Brett Bateman,43947669,OF,2700,KC@TOR 08/27/2026 07:07PM ET,TOR,7.12
,,,,,,,,,,,,,,,OF,Starling Marte (43947736),Starling Marte,43947736,OF,2700,KC@TOR 08/27/2026 07:07PM ET,KC,3.88
,,,,,,,,,,,,,,,OF,Yohendrick Pinango (43947739),Yohendrick Pinango,43947739,OF,2700,KC@TOR 08/27/2026 07:07PM ET,TOR,4.64
,,,,,,,,,,,,,,,2B/SS,Miguel Rojas (43947670),Miguel Rojas,43947670,2B/SS,2700,LAD@ATL 08/27/2026 07:15PM ET,LAD,3.55
,,,,,,,,,,,,,,,C,Christian Vazquez (43947668),Christian Vazquez,43947668,C,2700,HOU@NYY 08/27/2026 07:05PM ET,HOU,4.35
,,,,,,,,,,,,,,,OF,Jonah Cox (43947667),Jonah Cox,43947667,OF,2700,ARI@SF 08/27/2026 09:45PM ET,SF,3.76
,,,,,,,,,,,,,,,OF,Victor Bericoto (43947737),Victor Bericoto,43947737,OF,2700,ARI@SF 08/27/2026 09:45PM ET,SF,4.30
,,,,,,,,,,,,,,,1B,Tyler Locklear (43947740),Tyler Locklear,43947740,1B,2700,ARI@SF 08/27/2026 09:45PM ET,ARI,5.73
,,,,,,,,,,,,,,,OF,Akil Baddoo (43947738),Akil Baddoo,43947738,OF,2700,MIL@NYM 08/27/2026 07:10PM ET,MIL,0
,,,,,,,,,,,,,,,OF,Kyle Isbel (43947672),Kyle Isbel,43947672,OF,2600,KC@TOR 08/27/2026 07:07PM ET,KC,5.04
,,,,,,,,,,,,,,,OF,Nathan Lukes (43947676),Nathan Lukes,43947676,OF,2600,KC@TOR 08/27/2026 07:07PM ET,TOR,5.35
,,,,,,,,,,,,,,,OF,Taylor Trammell (43947677),Taylor Trammell,43947677,OF,2600,HOU@NYY 08/27/2026 07:05PM ET,HOU,4.65
,,,,,,,,,,,,,,,3B,Ryan McMahon (43947741),Ryan McMahon,43947741,3B,2600,HOU@NYY 08/27/2026 07:05PM ET,NYY,4.37
,,,,,,,,,,,,,,,OF,Turner Hill (43947675),Turner Hill,43947675,OF,2600,ARI@SF 08/27/2026 09:45PM ET,SF,5.78
,,,,,,,,,,,,,,,2B/OF,Brett Baty (43947673),Brett Baty,43947673,2B/OF,2600,MIL@NYM 08/27/2026 07:10PM ET,NYM,5.11
,,,,,,,,,,,,,,,C,Luis Torrens (43947678),Luis Torrens,43947678,C,2600,MIL@NYM 08/27/2026 07:10PM ET,NYM,5.14
,,,,,,,,,,,,,,,C,Brandon Valenzuela (43947682),Brandon Valenzuela,43947682,C,2500,KC@TOR 08/27/2026 07:07PM ET,TOR,4.65
,,,,,,,,,,,,,,,OF,Anthony Santander (43947743),Anthony Santander,43947743,OF,2500,KC@TOR 08/27/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,OF,Brewer Hicklen (43947680),Brewer Hicklen,43947680,OF,2500,LAD@ATL 08/27/2026 07:15PM ET,ATL,5.89
,,,,,,,,,,,,,,,OF,Nelson Velazquez (43947681),Nelson Velazquez,43947681,OF,2500,HOU@NYY 08/27/2026 07:05PM ET,HOU,3.74
,,,,,,,,,,,,,,,OF,Grant McCray (43947679),Grant McCray,43947679,OF,2500,ARI@SF 08/27/2026 09:45PM ET,SF,3.19
,,,,,,,,,,,,,,,OF,Tommy Troy (43947742),Tommy Troy,43947742,OF,2500,ARI@SF 08/27/2026 09:45PM ET,ARI,5.46
,,,,,,,,,,,,,,,OF,Tyler Black (43947744),Tyler Black,43947744,OF,2500,MIL@NYM 08/27/2026 07:10PM ET,MIL,6.11
,,,,,,,,,,,,,,,OF,Myles Straw (43947685),Myles Straw,43947685,OF,2400,KC@TOR 08/27/2026 07:07PM ET,TOR,3.29
,,,,,,,,,,,,,,,OF,Alex Call (43947684),Alex Call,43947684,OF,2400,LAD@ATL 08/27/2026 07:15PM ET,LAD,3.64
,,,,,,,,,,,,,,,C,Austin Wells (43947683),Austin Wells,43947683,C,2400,HOU@NYY 08/27/2026 07:05PM ET,NYY,4.03
,,,,,,,,,,,,,,,2B/SS,Nick Allen (43947686),Nick Allen,43947686,2B/SS,2400,HOU@NYY 08/27/2026 07:05PM ET,HOU,2.93
,,,,,,,,,,,,,,,3B,Josh Rojas (43947745),Josh Rojas,43947745,3B,2300,KC@TOR 08/27/2026 07:07PM ET,KC,3.4
,,,,,,,,,,,,,,,SS,Jim Jarvis (43947746),Jim Jarvis,43947746,SS,2300,LAD@ATL 08/27/2026 07:15PM ET,ATL,3.97
,,,,,,,,,,,,,,,OF,Jake Meyers (43947748),Jake Meyers,43947748,OF,2300,HOU@NYY 08/27/2026 07:05PM ET,HOU,3.72
,,,,,,,,,,,,,,,3B/SS,Christian Koss (43947688),Christian Koss,43947688,3B/SS,2300,ARI@SF 08/27/2026 09:45PM ET,SF,2.98
,,,,,,,,,,,,,,,OF,Jorge Barrosa (43947691),Jorge Barrosa,43947691,OF,2300,ARI@SF 08/27/2026 09:45PM ET,ARI,2.54
,,,,,,,,,,,,,,,C,Drew Cavanaugh (43947692),Drew Cavanaugh,43947692,C,2300,ARI@SF 08/27/2026 09:45PM ET,SF,3.46
,,,,,,,,,,,,,,,1B,Christopher Morel (43947690),Christopher Morel,43947690,1B,2300,MIL@NYM 08/27/2026 07:10PM ET,NYM,2.58
,,,,,,,,,,,,,,,C,Bo Naylor (43947747),Bo Naylor,43947747,C,2300,MIL@NYM 08/27/2026 07:10PM ET,MIL,3.14
,,,,,,,,,,,,,,,2B/3B,Charles McAdoo (43947695),Charles McAdoo,43947695,2B/3B,2200,KC@TOR 08/27/2026 07:07PM ET,TOR,5.55
,,,,,,,,,,,,,,,OF,Alek Thomas (43947693),Alek Thomas,43947693,OF,2200,LAD@ATL 08/27/2026 07:15PM ET,LAD,5.44
,,,,,,,,,,,,,,,C,Ali Sanchez (43947694),Ali Sanchez,43947694,C,2200,HOU@NYY 08/27/2026 07:05PM ET,NYY,2.40
,,,,,,,,,,,,,,,C,Luke Maile (43947698),Luke Maile,43947698,C,2100,KC@TOR 08/27/2026 07:07PM ET,KC,4
,,,,,,,,,,,,,,,C,Hunter Feduccia (43947700),Hunter Feduccia,43947700,C,2100,LAD@ATL 08/27/2026 07:15PM ET,LAD,3.69
,,,,,,,,,,,,,,,3B,Buddy Kennedy (43947697),Buddy Kennedy,43947697,3B,2100,ARI@SF 08/27/2026 09:45PM ET,SF,1.56
,,,,,,,,,,,,,,,1B,Eric Wagaman (43947699),Eric Wagaman,43947699,1B,2100,MIL@NYM 08/27/2026 07:10PM ET,NYM,2.73
,,,,,,,,,,,,,,,OF,Matthew Lugo (43947705),Matthew Lugo,43947705,OF,2000,KC@TOR 08/27/2026 07:07PM ET,KC,0
,,,,,,,,,,,,,,,1B/3B,Juan Yepez (43947755),Juan Yepez,43947755,1B/3B,2000,KC@TOR 08/27/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,2B,Luis Urias (43947766),Luis Urias,43947766,2B,2000,KC@TOR 08/27/2026 07:07PM ET,TOR,4
,,,,,,,,,,,,,,,1B/3B,Sean Keys (43947768),Sean Keys,43947768,1B/3B,2000,KC@TOR 08/27/2026 07:07PM ET,TOR,4.08
