Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
5229987113,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],193028206,$5,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,1. Column A lists all of your contest entries for this draftgroup
5230681933,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,2. Your current lineup is listed next to each entry (blank for reservations)
5230886123,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5230886134,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5230886135,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,5. For faster processing only include entries you are changing in the file you upload
5230894825,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,
5230894832,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,RB,Eli Heidenreich (43727587),Eli Heidenreich,43727587,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,RB,Travis Homer (43727589),Travis Homer,43727589,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,-0.02
,,,,,,,,,,,,,,RB,Lew Nichols (43727591),Lew Nichols,43727591,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,RB,Riley Nowakowski (43727593),Riley Nowakowski,43727593,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,QB,Tyson Bagent (43727275),Tyson Bagent,43727275,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0.86
,,,,,,,,,,,,,,QB,Case Keenum (43727276),Case Keenum,43727276,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,QB,Miller Moss (43727277),Miller Moss,43727277,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,QB,Kenny Pickett (43727319),Kenny Pickett,43727319,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,1.79
,,,,,,,,,,,,,,QB,Haynes King (43727320),Haynes King,43727320,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,RB,Roschon Johnson (43727489),Roschon Johnson,43727489,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0.24
,,,,,,,,,,,,,,RB,Brittain Brown (43727491),Brittain Brown,43727491,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,3.23
,,,,,,,,,,,,,,RB,Salvon Ahmed (43727493),Salvon Ahmed,43727493,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,RB,Coleman Bennett (43727495),Coleman Bennett,43727495,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,RB,AJ Dillon (43727611),AJ Dillon,43727611,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,1.44
,,,,,,,,,,,,,,RB,Anthony Tyus III (43727613),Anthony Tyus III,43727613,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,RB,Miles Davis (43727615),Miles Davis,43727615,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Rashod Bateman (43727741),Rashod Bateman,43727741,WR/FLEX,3900,BAL@IND 09/13/2026 01:00PM ET,BAL,4.26
,,,,,,,,,,,,,,TE,Mark Andrews (43728237),Mark Andrews,43728237,TE/FLEX,3900,BAL@IND 09/13/2026 01:00PM ET,BAL,7.71
,,,,,,,,,,,,,,WR,Isaac TeSlaa (43727739),Isaac TeSlaa,43727739,WR/FLEX,3900,NO@DET 09/13/2026 01:00PM ET,DET,4.46
,,,,,,,,,,,,,,WR,Germie Bernard (43727743),Germie Bernard,43727743,WR/FLEX,3900,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,WR,Hollywood Brown (43727757),Hollywood Brown,43727757,WR/FLEX,3800,WAS@PHI 09/13/2026 04:25PM ET,PHI,8.61
,,,,,,,,,,,,,,WR,Tre' Harris (43727747),Tre' Harris,43727747,WR/FLEX,3800,ARI@LAC 09/13/2026 04:25PM ET,LAC,4.08
,,,,,,,,,,,,,,TE,Kenyon Sadiq (43728239),Kenyon Sadiq,43728239,TE/FLEX,3800,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Zachariah Branch (43727745),Zachariah Branch,43727745,WR/FLEX,3800,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
,,,,,,,,,,,,,,TE,Cade Otton (43728243),Cade Otton,43728243,TE/FLEX,3700,TB@CIN 09/13/2026 01:00PM ET,TB,7.64
,,,,,,,,,,,,,,WR,Nick Westbrook-Ikhine (43727753),Nick Westbrook-Ikhine,43727753,WR/FLEX,3700,BAL@IND 09/13/2026 01:00PM ET,IND,1.33
,,,,,,,,,,,,,,WR,Tank Dell (43727751),Tank Dell,43727751,WR/FLEX,3700,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,TE,Juwan Johnson (43728241),Juwan Johnson,43728241,TE/FLEX,3700,NO@DET 09/13/2026 01:00PM ET,NO,10.7
,,,,,,,,,,,,,,WR,Tutu Atwell (43727755),Tutu Atwell,43727755,WR/FLEX,3700,MIA@LV 09/13/2026 04:25PM ET,MIA,2.84
,,,,,,,,,,,,,,WR,Jahan Dotson (43727749),Jahan Dotson,43727749,WR/FLEX,3700,ATL@PIT 09/13/2026 01:00PM ET,ATL,2.79
,,,,,,,,,,,,,,WR,Xavier Legette (43727767),Xavier Legette,43727767,WR/FLEX,3700,CHI@CAR 09/13/2026 01:00PM ET,CAR,5.69
,,,,,,,,,,,,,,WR,Jaylin Noel (43727761),Jaylin Noel,43727761,WR/FLEX,3600,BUF@HOU 09/13/2026 01:00PM ET,HOU,3.6
,,,,,,,,,,,,,,TE,Brenton Strange (43728245),Brenton Strange,43728245,TE/FLEX,3600,CLE@JAX 09/13/2026 01:00PM ET,JAX,9.3
,,,,,,,,,,,,,,WR,Kendrick Bourne (43727765),Kendrick Bourne,43727765,WR/FLEX,3600,ARI@LAC 09/13/2026 04:25PM ET,ARI,5.45
,,,,,,,,,,,,,,WR,Jack Bech (43727759),Jack Bech,43727759,WR/FLEX,3600,MIA@LV 09/13/2026 04:25PM ET,LV,2.65
,,,,,,,,,,,,,,WR,Elic Ayomanor (43727769),Elic Ayomanor,43727769,WR/FLEX,3600,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.28
,,,,,,,,,,,,,,WR,Zavion Thomas (43727763),Zavion Thomas,43727763,WR/FLEX,3600,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,WR,Deion Burks (43727775),Deion Burks,43727775,WR/FLEX,3500,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,Joshua Palmer (43727773),Joshua Palmer,43727773,WR/FLEX,3500,BUF@HOU 09/13/2026 01:00PM ET,BUF,4.36
,,,,,,,,,,,,,,WR,Luke McCaffrey (43727781),Luke McCaffrey,43727781,WR/FLEX,3500,WAS@PHI 09/13/2026 04:25PM ET,WAS,5.7
,,,,,,,,,,,,,,WR,Devaughn Vele (43727779),Devaughn Vele,43727779,WR/FLEX,3500,NO@DET 09/13/2026 01:00PM ET,NO,5.1
,,,,,,,,,,,,,,TE,Oronde Gadsden II (43728249),Oronde Gadsden II,43728249,TE/FLEX,3500,ARI@LAC 09/13/2026 04:25PM ET,LAC,8.84
,,,,,,,,,,,,,,DST,Chargers  (43728525),Chargers ,43728525,DST,3500,ARI@LAC 09/13/2026 04:25PM ET,LAC,6.72
,,,,,,,,,,,,,,WR,Jalen Tolbert (43727777),Jalen Tolbert,43727777,WR/FLEX,3500,MIA@LV 09/13/2026 04:25PM ET,MIA,3.56
,,,,,,,,,,,,,,TE,Greg Dulcich (43728247),Greg Dulcich,43728247,TE/FLEX,3500,MIA@LV 09/13/2026 04:25PM ET,MIA,6.38
,,,,,,,,,,,,,,WR,Olamide Zaccheaus (43727771),Olamide Zaccheaus,43727771,WR/FLEX,3500,ATL@PIT 09/13/2026 01:00PM ET,ATL,5.25
,,,,,,,,,,,,,,WR,Elijah Sarratt (43727793),Elijah Sarratt,43727793,WR/FLEX,3400,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,TE,Dalton Schultz (43728251),Dalton Schultz,43728251,TE/FLEX,3400,BUF@HOU 09/13/2026 01:00PM ET,HOU,9.93
,,,,,,,,,,,,,,WR,Treylon Burks (43727789),Treylon Burks,43727789,WR/FLEX,3400,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.62
,,,,,,,,,,,,,,WR,Greg Dortch (43727785),Greg Dortch,43727785,WR/FLEX,3400,NO@DET 09/13/2026 01:00PM ET,DET,6.26
,,,,,,,,,,,,,,WR,Cedric Tillman (43727783),Cedric Tillman,43727783,WR/FLEX,3400,CLE@JAX 09/13/2026 01:00PM ET,CLE,4.62
,,,,,,,,,,,,,,WR,Travis Hunter (43727791),Travis Hunter,43727791,WR/FLEX,3400,CLE@JAX 09/13/2026 01:00PM ET,JAX,9.54
,,,,,,,,,,,,,,DST,Jaguars  (43728526),Jaguars ,43728526,DST,3400,CLE@JAX 09/13/2026 01:00PM ET,JAX,8.17
,,,,,,,,,,,,,,WR,Chimere Dike (43727787),Chimere Dike,43727787,WR/FLEX,3400,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.48
,,,,,,,,,,,,,,TE,Pat Freiermuth (43728253),Pat Freiermuth,43728253,TE/FLEX,3400,ATL@PIT 09/13/2026 01:00PM ET,PIT,6.63
,,,,,,,,,,,,,,WR,Andrei Iosivas (43727797),Andrei Iosivas,43727797,WR/FLEX,3300,TB@CIN 09/13/2026 01:00PM ET,CIN,5.29
,,,,,,,,,,,,,,WR,Ted Hurst III (43727805),Ted Hurst III,43727805,WR/FLEX,3300,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,TE,T.J. Hockenson (43728257),T.J. Hockenson,43728257,TE/FLEX,3300,GB@MIN 09/13/2026 04:25PM ET,MIN,7.52
,,,,,,,,,,,,,,WR,Isaiah Bond (43727799),Isaiah Bond,43727799,WR/FLEX,3300,CLE@JAX 09/13/2026 01:00PM ET,CLE,3.42
,,,,,,,,,,,,,,WR,Brenen Thompson (43727803),Brenen Thompson,43727803,WR/FLEX,3300,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,WR,Dont'e Thornton Jr. (43727801),Dont'e Thornton Jr.,43727801,WR/FLEX,3300,MIA@LV 09/13/2026 04:25PM ET,LV,1.57
,,,,,,,,,,,,,,DST,Steelers  (43728527),Steelers ,43728527,DST,3300,ATL@PIT 09/13/2026 01:00PM ET,PIT,7.78
,,,,,,,,,,,,,,WR,Kalif Raymond (43727795),Kalif Raymond,43727795,WR/FLEX,3300,CHI@CAR 09/13/2026 01:00PM ET,CHI,4.45
,,,,,,,,,,,,,,TE,Cole Kmet (43728255),Cole Kmet,43728255,TE/FLEX,3300,CHI@CAR 09/13/2026 01:00PM ET,CHI,5.05
,,,,,,,,,,,,,,WR,Devontez Walker (43727807),Devontez Walker,43727807,WR/FLEX,3200,BAL@IND 09/13/2026 01:00PM ET,BAL,3.13
,,,,,,,,,,,,,,WR,Ashton Dulin (43727813),Ashton Dulin,43727813,WR/FLEX,3200,BAL@IND 09/13/2026 01:00PM ET,IND,1.67
,,,,,,,,,,,,,,WR,Xavier Hutchinson (43727809),Xavier Hutchinson,43727809,WR/FLEX,3200,BUF@HOU 09/13/2026 01:00PM ET,HOU,5.82
,,,,,,,,,,,,,,WR,Savion Williams (43727811),Savion Williams,43727811,WR/FLEX,3200,GB@MIN 09/13/2026 04:25PM ET,GB,2.21
,,,,,,,,,,,,,,WR,Dyami Brown (43727817),Dyami Brown,43727817,WR/FLEX,3200,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.62
,,,,,,,,,,,,,,DST,Eagles  (43728529),Eagles ,43728529,DST,3200,WAS@PHI 09/13/2026 04:25PM ET,PHI,7.78
,,,,,,,,,,,,,,TE,Noah Fant (43728261),Noah Fant,43728261,TE/FLEX,3200,NO@DET 09/13/2026 01:00PM ET,NO,5.19
,,,,,,,,,,,,,,DST,Lions  (43728528),Lions ,43728528,DST,3200,NO@DET 09/13/2026 01:00PM ET,DET,5.71
,,,,,,,,,,,,,,WR,Chris Bell (43727815),Chris Bell,43727815,WR/FLEX,3200,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,TE,Gunnar Helm (43728259),Gunnar Helm,43728259,TE/FLEX,3200,NYJ@TEN 09/13/2026 01:00PM ET,TEN,5.73
,,,,,,,,,,,,,,WR,John Metchie III (43727819),John Metchie III,43727819,WR/FLEX,3200,CHI@CAR 09/13/2026 01:00PM ET,CAR,4.49
,,,,,,,,,,,,,,WR,Colbie Young (43727825),Colbie Young,43727825,WR/FLEX,3100,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,WR,Tez Johnson (43727835),Tez Johnson,43727835,WR/FLEX,3100,TB@CIN 09/13/2026 01:00PM ET,TB,5.78
,,,,,,,,,,,,,,TE,Mike Gesicki (43728263),Mike Gesicki,43728263,TE/FLEX,3100,TB@CIN 09/13/2026 01:00PM ET,CIN,5.44
,,,,,,,,,,,,,,WR,Ja'Kobi Lane (43727839),Ja'Kobi Lane,43727839,WR/FLEX,3100,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,Skyler Bell (43727821),Skyler Bell,43727821,WR/FLEX,3100,BUF@HOU 09/13/2026 01:00PM ET,BUF,0
,,,,,,,,,,,,,,TE,Dawson Knox (43728267),Dawson Knox,43728267,TE/FLEX,3100,BUF@HOU 09/13/2026 01:00PM ET,BUF,6.1
,,,,,,,,,,,,,,DST,Bills  (43728530),Bills ,43728530,DST,3100,BUF@HOU 09/13/2026 01:00PM ET,BUF,6.10
,,,,,,,,,,,,,,WR,Jaylin Lane (43727837),Jaylin Lane,43727837,WR/FLEX,3100,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.35
,,,,,,,,,,,,,,TE,Eli Stowers (43728265),Eli Stowers,43728265,TE/FLEX,3100,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,WR,Bryce Lance (43727829),Bryce Lance,43727829,WR/FLEX,3100,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,WR,Xavier Weaver (43727831),Xavier Weaver,43727831,WR/FLEX,3100,ARI@LAC 09/13/2026 04:25PM ET,ARI,1.37
,,,,,,,,,,,,,,WR,Malik Benson (43727827),Malik Benson,43727827,WR/FLEX,3100,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,DST,Titans  (43728531),Titans ,43728531,DST,3100,NYJ@TEN 09/13/2026 01:00PM ET,TEN,4.76
,,,,,,,,,,,,,,WR,Roman Wilson (43727833),Roman Wilson,43727833,WR/FLEX,3100,ATL@PIT 09/13/2026 01:00PM ET,PIT,3.05
,,,,,,,,,,,,,,WR,Jahdae Walker (43727823),Jahdae Walker,43727823,WR/FLEX,3100,CHI@CAR 09/13/2026 01:00PM ET,CHI,2.97
,,,,,,,,,,,,,,WR,Chris Hilton Jr. (43728159),Chris Hilton Jr.,43728159,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,WR,Ben Patterson (43728191),Ben Patterson,43728191,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,WR,Mitch Tinsley (43727899),Mitch Tinsley,43727899,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,1.86
,,,,,,,,,,,,,,WR,Charlie Jones (43727901),Charlie Jones,43727901,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0.43
,,,,,,,,,,,,,,WR,Ke'Shawn Williams (43727903),Ke'Shawn Williams,43727903,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0.14
,,,,,,,,,,,,,,WR,Jordan Moore (43727905),Jordan Moore,43727905,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,WR,Kendric Pryor (43727907),Kendric Pryor,43727907,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,WR,Xavier Johnson (43727909),Xavier Johnson,43727909,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,WR,Dohnte Meyers (43727911),Dohnte Meyers,43727911,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,WR,Noah Thomas (43727913),Noah Thomas,43727913,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,WR,Kameron Johnson (43728139),Kameron Johnson,43728139,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,1.04
,,,,,,,,,,,,,,WR,David Sills V (43728141),David Sills V,43728141,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,2.89
,,,,,,,,,,,,,,WR,Dennis Houston (43728143),Dennis Houston,43728143,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,Garrett Greene (43728145),Garrett Greene,43728145,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,Eric Rivers Jr. (43728147),Eric Rivers Jr.,43728147,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,Dean Patterson IV (43728149),Dean Patterson IV,43728149,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,Anthony Gould (43727977),Anthony Gould,43727977,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0.24
,,,,,,,,,,,,,,WR,Laquon Treadwell (43727979),Laquon Treadwell,43727979,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,Coleman Owen (43727981),Coleman Owen,43727981,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,Eli Pancol (43727983),Eli Pancol,43727983,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,Sahmir Hagans (43727985),Sahmir Hagans,43727985,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,E.J. Horton Jr. (43727987),E.J. Horton Jr.,43727987,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,Raylen Sharpe (43727989),Raylen Sharpe,43727989,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,Chris Moore (43728197),Chris Moore,43728197,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,2.76
,,,,,,,,,,,,,,WR,LaJohntay Wester (43728199),LaJohntay Wester,43728199,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,-0.06
,,,,,,,,,,,,,,WR,Dayton Wade (43728201),Dayton Wade,43728201,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,Cornelius Johnson (43728203),Cornelius Johnson,43728203,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,Xavier Guillory (43728205),Xavier Guillory,43728205,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,Cortez Braham Jr. (43728207),Cortez Braham Jr.,43728207,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,Octavian Smith Jr. (43728209),Octavian Smith Jr.,43728209,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,DST,Ravens  (43728533),Ravens ,43728533,DST,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,5.71
,,,,,,,,,,,,,,WR,Mecole Hardman Jr. (43727853),Mecole Hardman Jr.,43727853,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,2.13
,,,,,,,,,,,,,,WR,Tyrell Shavers (43727855),Tyrell Shavers,43727855,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,2.66
,,,,,,,,,,,,,,WR,Trent Sherfield Sr. (43727857),Trent Sherfield Sr.,43727857,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.42
,,,,,,,,,,,,,,WR,Jalen Virgil (43727859),Jalen Virgil,43727859,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0
,,,,,,,,,,,,,,WR,Stephen Gosnell (43727861),Stephen Gosnell,43727861,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0
,,,,,,,,,,,,,,WR,Mac Dalena (43727863),Mac Dalena,43727863,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0
,,,,,,,,,,,,,,WR,Max Tomczak (43727865),Max Tomczak,43727865,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0
,,,,,,,,,,,,,,WR,Ja'Mori Maclin (43727867),Ja'Mori Maclin,43727867,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0
,,,,,,,,,,,,,,WR,Quentin Skinner (43727869),Quentin Skinner,43727869,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,4
,,,,,,,,,,,,,,WR,Lewis Bond (43727871),Lewis Bond,43727871,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,WR,Justin Watson (43727873),Justin Watson,43727873,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,1.5
,,,,,,,,,,,,,,WR,Josh Kelly (43727875),Josh Kelly,43727875,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,WR,Jared Wayne (43727877),Jared Wayne,43727877,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,4
,,,,,,,,,,,,,,WR,Treyvhon Saunders (43727879),Treyvhon Saunders,43727879,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,WR,Daniel Sobkowicz (43727881),Daniel Sobkowicz,43727881,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,WR,Jha'Quan Jackson (43727883),Jha'Quan Jackson,43727883,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,WR,DJ Turner (43727885),DJ Turner,43727885,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,WR,Bo Melton (43727949),Bo Melton,43727949,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0.19
,,,,,,,,,,,,,,WR,Skyy Moore (43727951),Skyy Moore,43727951,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0.80
,,,,,,,,,,,,,,WR,Isaiah Neyor (43727953),Isaiah Neyor,43727953,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,WR,Will Sheppard (43727955),Will Sheppard,43727955,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,WR,Brenden Rice (43727957),Brenden Rice,43727957,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,WR,J. Michael Sturdivant (43727959),J. Michael Sturdivant,43727959,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,WR,Tai Felton (43728025),Tai Felton,43728025,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0.32
,,,,,,,,,,,,,,WR,Myles Price (43728027),Myles Price,43728027,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,-0.19
,,,,,,,,,,,,,,WR,Dillon Bell (43728029),Dillon Bell,43728029,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,WR,Jeshaun Jones (43728031),Jeshaun Jones,43728031,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,WR,Dontae Fleming (43728033),Dontae Fleming,43728033,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,WR,Trayvon Rudolph (43728035),Trayvon Rudolph,43728035,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,WR,Michael Briscoe (43728037),Michael Briscoe,43728037,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,WR,Terrill Davis (43728039),Terrill Davis,43728039,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,WR,Marcus Sanders Jr. (43728041),Marcus Sanders Jr.,43728041,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0
